merchant_id,country,mcc_desc,merchant_cohort,cross_border_enabled,staff_readiness,footfall_index,txns_per_week,failure_rate,acquirer_partner_id
MER_eeb63c0e46,IN-LK,Hotels,M-2,True,0.634,0.396,18,0.4,ACQ04
MER_79826c0586,IN-QA,Hotels,M-2,True,0.569,0.532,8,0.394,ACQ02
MER_be30aaa55e,IN-MU,Restaurants,M-2,True,0.72,0.254,25,0.304,ACQ01
MER_736fb6a499,IN-KH,Hotels,M-3,False,0.99,0.505,0,0.054,ACQ01
MER_122c284821,IN-SG,Grocery/Retail,M-1,True,0.584,0.841,0,0.34,ACQ04
MER_d90ea8824f,IN,Hotels,M-2,True,0.496,0.542,27,0.505,ACQ05
MER_4e5672cfa6,IN-AE,Transit,M-2,True,0.565,0.69,30,0.415,ACQ01
MER_5941914c74,IN-SG,Dept Store,M-2,True,0.576,0.548,17,0.509,ACQ06
MER_181427ea2e,IN-KH,Hotels,M-3,False,0.601,0.679,0,0.423,ACQ02
MER_bebb2c594c,IN-KH,Hotels,M-3,False,0.684,0.57,0,0.289,ACQ01
MER_08e6a8c058,IN-LK,Museum/Attraction,M-1,True,0.796,0.862,7,0.145,ACQ04
MER_b7afb64138,IN-NP,Gift/Souvenir,M-3,False,0.867,0.239,0,0.104,ACQ05
MER_67e3f21963,IN-QA,Hotels,M-3,False,0.769,0.52,0,0.177,ACQ01
MER_0d0554bf39,IN-NP,Hotels,M-2,True,0.549,0.798,8,0.322,ACQ03
MER_013c6dce63,IN-SG,Hotels,M-3,False,0.743,0.39,0,0.298,ACQ06
MER_978aa7805c,IN-AE,Transport/Taxi,M-3,False,0.644,0.128,0,0.377,ACQ01
MER_1d14be8204,IN-FR,Hotels,M-2,True,0.613,0.233,11,0.344,ACQ01
MER_a2c2dc9af5,IN-KH,Gift/Souvenir,M-2,True,0.586,0.103,13,0.463,ACQ03
MER_28e9576839,IN-KH,Museum/Attraction,M-2,True,0.739,0.412,2,0.274,ACQ04
MER_7a5167c49d,IN-BT,Transport/Taxi,M-2,True,0.402,0.376,36,0.533,ACQ04
MER_9ddc655b5b,IN-SG,Transport/Taxi,M-4,True,0.904,0.351,31,0.104,ACQ03
MER_7589f111df,IN-AE,Hotels,M-1,True,0.834,0.289,0,0.198,ACQ06
MER_0d1fcd855a,IN-BT,Hotels,M-1,True,0.828,0.962,14,0.189,ACQ05
MER_451857a3d2,IN-QA,Hotels,M-1,True,0.848,0.92,18,0.152,ACQ02
MER_4caee0bcce,IN-LK,Hotels,M-2,True,0.629,0.949,18,0.341,ACQ01
MER_47b0f4ba37,IN-FR,Hotels,M-2,True,0.788,0.64,23,0.22,ACQ01
MER_921d6d0af7,IN-SG,Hotels,M-2,True,0.576,0.549,2,0.434,ACQ06
MER_c65f3b3559,IN-LK,Museum/Attraction,M-2,True,0.57,0.513,8,0.432,ACQ02
MER_da7da97764,IN-KH,Hotels,M-3,False,0.77,0.806,0,0.252,ACQ05
MER_95abda0f8c,IN-LK,Hotels,M-2,True,0.709,0.994,20,0.202,ACQ05
MER_5ab3e87c74,IN,Hotels,M-2,True,0.547,0.645,35,0.481,ACQ02
MER_c785f75b5d,IN-MU,Museum/Attraction,M-3,False,0.808,0.312,0,0.293,ACQ01
MER_185d65f479,IN-FR,Gift/Souvenir,M-1,True,0.835,0.264,0,0.166,ACQ04
MER_8094856c8e,IN-BT,Hotels,M-3,False,0.766,0.731,0,0.208,ACQ05
MER_e81c895bc6,IN-KH,Grocery/Retail,M-4,True,0.867,0.365,24,0.098,ACQ05
MER_23bc29cde0,IN-KH,Museum/Attraction,M-3,False,0.761,0.201,0,0.323,ACQ01
MER_63a7ce04a2,IN-AE,Hotels,M-2,True,0.674,0.637,13,0.28,ACQ03
MER_33f16c351b,IN-QA,Hotels,M-1,True,0.765,0.531,17,0.177,ACQ05
MER_70b577066d,IN-LK,Hotels,M-2,True,0.524,0.777,25,0.437,ACQ04
MER_604d484e4e,IN-NP,Museum/Attraction,M-2,True,0.782,0.15,19,0.201,ACQ02
MER_17c571cad6,IN-NP,Hotels,M-2,True,0.659,0.954,17,0.35,ACQ01
MER_3a6166a1ab,IN-MU,Gift/Souvenir,M-2,True,0.646,0.481,13,0.269,ACQ02
MER_ae9fc3e0b6,IN-AE,Hotels,M-3,False,0.903,0.665,0,0.02,ACQ02
MER_c8551280cc,IN-KH,Hotels,M-3,False,0.822,0.99,0,0.245,ACQ03
MER_8b584051b8,IN-SG,Hotels,M-3,False,0.807,0.953,0,0.227,ACQ02
MER_b79eb451da,IN,Museum/Attraction,M-3,False,0.715,0.414,0,0.283,ACQ04
MER_63ffde438f,IN-LK,Hotels,M-1,True,0.828,0.871,25,0.148,ACQ02
MER_b13aae6936,IN-MU,Transport/Taxi,M-2,True,0.701,0.45,24,0.333,ACQ05
MER_7cca8284ad,IN-BT,Hotels,M-2,True,0.675,0.135,17,0.285,ACQ02
MER_6a2868f3fa,IN,Restaurants,M-2,True,0.723,0.663,3,0.269,ACQ05
MER_12ec4c347d,IN-MU,Gift/Souvenir,M-2,True,0.78,0.638,9,0.205,ACQ03
MER_b3b622b6d4,IN-KH,Hotels,M-3,False,0.727,0.722,0,0.252,ACQ05
MER_47589180a3,IN-AE,Hotels,M-2,True,0.758,0.584,17,0.26,ACQ05
MER_e025da5480,IN-NP,Hotels,M-1,True,0.842,0.423,0,0.119,ACQ06
MER_9ce60b3900,IN-LK,Hotels,M-2,True,0.669,0.893,8,0.364,ACQ02
MER_04fb3cc668,IN-LK,Hotels,M-2,True,0.696,0.854,16,0.305,ACQ03
MER_923f063703,IN-QA,Grocery/Retail,M-3,False,0.571,0.671,0,0.45,ACQ02
MER_0d3115ad22,IN-NP,Gift/Souvenir,M-1,True,0.88,0.768,0,0.15,ACQ02
MER_c3a6d789c5,IN,Hotels,M-4,True,0.942,0.973,9,0.06,ACQ05
MER_4378359715,IN-KH,Hotels,M-1,True,0.89,0.94,4,0.065,ACQ06
MER_91efd6286d,IN-SG,Hotels,M-2,True,0.734,0.791,17,0.284,ACQ04
MER_6056670922,IN-SG,Hotels,M-2,True,0.707,0.918,23,0.262,ACQ01
MER_ebe35eb783,IN-MU,Gift/Souvenir,M-2,True,0.716,0.246,23,0.284,ACQ03
MER_eca42f361d,IN-BT,Gift/Souvenir,M-1,True,0.824,0.636,16,0.135,ACQ03
MER_6bc32b96b9,IN-NP,Grocery/Retail,M-2,True,0.675,0.935,24,0.36,ACQ06
MER_7330d33381,IN-AE,Hotels,M-2,True,0.752,0.764,12,0.239,ACQ04
MER_e8f6e85627,IN-AE,Hotels,M-2,True,0.604,0.769,37,0.416,ACQ05
MER_18095efc21,IN-LK,Hotels,M-4,True,0.93,0.918,19,0.089,ACQ04
MER_72184ba992,IN-LK,Hotels,M-2,True,0.672,0.131,3,0.258,ACQ05
MER_e0edfb2368,IN-FR,Hotels,M-2,True,0.725,0.184,5,0.3,ACQ04
MER_c1d6647528,IN-NP,Hotels,M-3,False,0.798,0.874,0,0.227,ACQ03
MER_9f4a5e590e,IN-KH,Hotels,M-2,True,0.849,0.869,33,0.231,ACQ04
MER_a3a71f5392,IN-SG,Museum/Attraction,M-2,True,0.788,0.183,6,0.2,ACQ03
MER_b8c4b5cf61,IN-AE,Museum/Attraction,M-2,True,0.622,0.201,34,0.372,ACQ02
MER_6a2e1da351,IN-MU,Hotels,M-3,False,0.396,0.905,0,0.51,ACQ01
MER_37cfc2145f,IN-KH,Misc Retail,M-3,False,0.831,0.699,0,0.075,ACQ06
MER_261bff5bcc,IN-NP,Transit,M-4,True,0.948,0.266,28,0.076,ACQ06
MER_b042148b31,IN-QA,Hotels,M-2,True,0.844,0.69,21,0.205,ACQ05
MER_e5ee2affca,IN-NP,Restaurants,M-2,True,0.514,0.926,4,0.464,ACQ05
MER_d86124d939,IN-SG,Hotels,M-3,False,0.786,0.998,0,0.242,ACQ06
MER_f2e05b36ce,IN-AE,Transport/Taxi,M-2,True,0.747,0.373,29,0.33,ACQ02
MER_254598106b,IN-SG,Hotels,M-1,True,0.772,0.931,3,0.197,ACQ03
MER_8f6ab76739,IN-SG,Hotels,M-2,True,0.546,0.695,5,0.382,ACQ05
MER_606e6a8811,IN-MU,Restaurants,M-3,False,0.681,0.195,0,0.393,ACQ06
MER_2c5f21e28a,IN-MU,Museum/Attraction,M-3,False,0.77,0.155,0,0.16,ACQ02
MER_f7581dd56b,IN-BT,Hotels,M-1,True,0.901,0.169,0,0.067,ACQ01
MER_06c8078cc4,IN-NP,Hotels,M-2,True,0.756,0.842,4,0.272,ACQ04
MER_6450e5e55d,IN-KH,Gift/Souvenir,M-4,True,0.99,0.842,18,0.032,ACQ05
MER_b61ba5aae8,IN,Hotels,M-1,True,0.99,0.889,6,0.062,ACQ05
MER_d11ad3b64e,IN-QA,Hotels,M-2,True,0.584,0.275,1,0.495,ACQ02
MER_ab712c554e,IN-BT,Hotels,M-2,True,0.655,0.125,6,0.315,ACQ02
MER_bf2080d3d9,IN-LK,Hotels,M-2,True,0.516,0.463,16,0.483,ACQ05
MER_a803216e2d,IN-AE,Hotels,M-2,True,0.538,0.952,13,0.522,ACQ04
MER_acb49fd2ac,IN-FR,Hotels,M-2,True,0.371,0.526,18,0.6,ACQ03
MER_85f0075e67,IN,Gift/Souvenir,M-2,True,0.656,0.861,19,0.399,ACQ02
MER_8ec8956d0c,IN-LK,Misc Retail,M-2,True,0.78,0.875,8,0.214,ACQ02
MER_5f3c49395a,IN-MU,Misc Retail,M-2,True,0.716,0.771,45,0.232,ACQ02
MER_8e3c93821a,IN-AE,Gift/Souvenir,M-3,False,0.493,0.798,0,0.464,ACQ02
MER_8d1a42a822,IN-BT,Gift/Souvenir,M-2,True,0.729,0.776,7,0.262,ACQ06
MER_6a59b1a568,IN-NP,Hotels,M-1,True,0.594,0.835,0,0.374,ACQ04
MER_f16105e9ac,IN-AE,Transit,M-3,False,0.606,0.309,0,0.396,ACQ06
MER_6a9e204227,IN-LK,Grocery/Retail,M-1,True,0.815,0.874,9,0.188,ACQ01
MER_98ba7707e1,IN-FR,Hotels,M-3,False,0.796,0.241,0,0.22,ACQ02
MER_9d06a1a67d,IN-SG,Transit,M-2,True,0.579,0.357,14,0.352,ACQ05
MER_18c7cf80da,IN-KH,Hotels,M-1,True,0.601,0.775,0,0.405,ACQ03
MER_a4e8f5509f,IN-MU,Hotels,M-1,True,0.99,0.878,5,0.02,ACQ03
MER_452c1c49dd,IN-LK,Hotels,M-3,False,0.596,0.558,0,0.433,ACQ03
MER_5e9f932565,IN-SG,Hotels,M-2,True,0.629,0.527,13,0.406,ACQ05
MER_95532aff83,IN-LK,Transit,M-3,False,0.866,0.529,0,0.055,ACQ06
MER_ede26f435e,IN-SG,Hotels,M-3,False,0.675,0.749,0,0.306,ACQ03
MER_8e46542a2e,IN-MU,Misc Retail,M-2,True,0.434,0.543,11,0.587,ACQ04
MER_96361ec8a2,IN-QA,Hotels,M-3,False,0.646,0.898,0,0.404,ACQ02
MER_21b4f77afc,IN-KH,Transport/Taxi,M-2,True,0.476,0.783,14,0.421,ACQ01
MER_f494399d4f,IN-QA,Misc Retail,M-2,True,0.67,0.831,37,0.317,ACQ06
MER_c90e13392e,IN-LK,Misc Retail,M-2,True,0.779,0.852,31,0.25,ACQ05
MER_27547bcbdc,IN-QA,Misc Retail,M-2,True,0.706,0.946,9,0.31,ACQ01
MER_979639f031,IN-LK,Hotels,M-1,True,0.99,0.286,0,0.128,ACQ04
MER_f9f24764fd,IN-KH,Hotels,M-2,True,0.586,0.189,23,0.438,ACQ03
MER_0220b7f97c,IN-MU,Hotels,M-2,True,0.604,0.768,24,0.439,ACQ02
MER_116940dcfd,IN-AE,Hotels,M-2,True,0.74,0.199,19,0.244,ACQ04
MER_29c7e6b485,IN-SG,Hotels,M-1,True,0.856,0.67,17,0.157,ACQ01
MER_af07f3e167,IN-FR,Hotels,M-4,True,0.881,0.925,16,0.107,ACQ03
MER_dcfbeef88d,IN-KH,Gift/Souvenir,M-3,False,0.515,0.742,0,0.504,ACQ03
MER_679b97c69b,IN-LK,Grocery/Retail,M-2,True,0.455,0.432,20,0.6,ACQ05
MER_ffe35254b9,IN-BT,Transit,M-2,True,0.8,0.567,34,0.215,ACQ06
MER_b025b773d3,IN-KH,Museum/Attraction,M-4,True,0.976,0.586,39,0.02,ACQ04
MER_ea5c3a506c,IN-QA,Hotels,M-3,False,0.765,0.904,0,0.26,ACQ05
MER_926deffd58,IN-FR,Hotels,M-2,True,0.603,0.648,18,0.405,ACQ04
MER_9d06cea738,IN-KH,Hotels,M-2,True,0.582,0.931,28,0.373,ACQ05
MER_1fc9845a5d,IN,Hotels,M-3,False,0.792,0.799,0,0.148,ACQ06
MER_4a0f60e736,IN-BT,Hotels,M-3,False,0.981,0.219,0,0.02,ACQ04
MER_6f7274362f,IN-MU,Restaurants,M-3,False,0.368,0.152,0,0.6,ACQ05
MER_5c75ff6512,IN-NP,Hotels,M-4,True,0.99,0.733,22,0.02,ACQ03
MER_ebee74bf0d,IN,Hotels,M-3,False,0.806,0.515,0,0.148,ACQ04
MER_a6bff1bc42,IN,Hotels,M-2,True,0.474,0.367,13,0.6,ACQ04
MER_1a2cbceac3,IN-SG,Hotels,M-1,True,0.662,0.669,0,0.331,ACQ03
MER_763e8565e3,IN-LK,Hotels,M-1,True,0.861,0.455,8,0.122,ACQ04
MER_aaf9681436,IN,Hotels,M-2,True,0.612,0.463,35,0.444,ACQ01
MER_bd7488addd,IN-SG,Gift/Souvenir,M-2,True,0.702,0.663,29,0.322,ACQ03
MER_240755a8d8,IN-AE,Hotels,M-4,True,0.99,0.467,15,0.09,ACQ06
MER_5f44212474,IN,Hotels,M-3,False,0.628,0.835,0,0.393,ACQ02
MER_7a0d2c9796,IN-MU,Grocery/Retail,M-1,True,0.734,0.265,0,0.195,ACQ01
MER_f5c3fc4e44,IN-LK,Misc Retail,M-1,True,0.573,0.943,0,0.421,ACQ03
MER_d04108ac9a,IN-BT,Hotels,M-3,False,0.938,0.732,0,0.02,ACQ02
MER_6a3148edb7,IN-BT,Hotels,M-1,True,0.582,0.295,0,0.434,ACQ02
MER_983b49bad8,IN,Hotels,M-2,True,0.572,0.714,19,0.437,ACQ05
MER_e1933e9d83,IN,Hotels,M-2,True,0.442,0.913,7,0.6,ACQ05
MER_46c25460db,IN-FR,Hotels,M-2,True,0.582,0.794,4,0.274,ACQ05
MER_25876653f5,IN-MU,Misc Retail,M-1,True,0.622,0.749,0,0.47,ACQ01
MER_6850a6eb5d,IN-BT,Restaurants,M-4,True,0.96,0.687,23,0.054,ACQ06
MER_ad78e7c3fd,IN-FR,Museum/Attraction,M-1,True,0.766,0.391,1,0.172,ACQ01
MER_f61cacd577,IN-SG,Museum/Attraction,M-3,False,0.99,0.172,0,0.053,ACQ01
MER_bf97744443,IN-KH,Gift/Souvenir,M-3,False,0.748,0.871,0,0.243,ACQ06
MER_c8d7ed9d89,IN-KH,Hotels,M-4,True,0.859,0.255,25,0.112,ACQ01
MER_ecbc3a55e8,IN-NP,Transit,M-3,False,0.978,0.77,0,0.02,ACQ01
MER_c4c83d1bcb,IN-FR,Grocery/Retail,M-2,True,0.524,0.737,21,0.53,ACQ06
MER_52aa409e6f,IN-NP,Hotels,M-3,False,0.542,0.213,0,0.414,ACQ01
MER_c5644bd391,IN-FR,Hotels,M-2,True,0.689,0.363,17,0.314,ACQ01
MER_0b348a98a6,IN-KH,Hotels,M-3,False,0.806,0.12,0,0.229,ACQ03
MER_9b762497ea,IN-LK,Hotels,M-3,False,0.791,0.457,0,0.068,ACQ02
MER_a6609bc5eb,IN-KH,Museum/Attraction,M-4,True,0.99,0.399,13,0.042,ACQ02
MER_a6527a53cb,IN-QA,Hotels,M-2,True,0.855,0.467,14,0.238,ACQ01
MER_0b384208fb,IN,Hotels,M-2,True,0.699,0.591,23,0.345,ACQ05
MER_4050a260ae,IN-NP,Hotels,M-2,True,0.671,0.406,12,0.279,ACQ06
MER_e877474de9,IN-FR,Hotels,M-2,True,0.615,0.237,29,0.427,ACQ03
MER_91c2b6e52a,IN-NP,Hotels,M-1,True,0.923,0.707,5,0.037,ACQ04
MER_26985ee39a,IN-LK,Gift/Souvenir,M-4,True,0.99,0.575,23,0.02,ACQ02
MER_8f42a31bf4,IN-BT,Transit,M-1,True,0.783,0.456,0,0.248,ACQ04
MER_d5ba817a28,IN-MU,Hotels,M-2,True,0.658,0.24,6,0.427,ACQ06
MER_d8bb521296,IN-MU,Grocery/Retail,M-2,True,0.688,0.605,3,0.245,ACQ06
MER_d4da4dbe81,IN-AE,Gift/Souvenir,M-1,True,0.559,0.564,0,0.424,ACQ05
MER_fc5a4e0589,IN-QA,Hotels,M-2,True,0.616,0.588,39,0.332,ACQ01
MER_c48cf9ee83,IN-LK,Misc Retail,M-3,False,0.944,0.612,0,0.02,ACQ04
MER_cf5042a2f3,IN-QA,Museum/Attraction,M-1,True,0.94,0.492,5,0.145,ACQ01
MER_42ab1540a0,IN-LK,Hotels,M-1,True,0.661,0.847,0,0.282,ACQ03
MER_5a5e8eb51e,IN-BT,Misc Retail,M-2,True,0.451,0.405,12,0.495,ACQ04
MER_dcfa365447,IN-KH,Hotels,M-1,True,0.949,0.258,4,0.117,ACQ03
MER_657f4298db,IN-QA,Hotels,M-2,True,0.764,0.336,30,0.261,ACQ03
MER_1e04a81854,IN-NP,Grocery/Retail,M-2,True,0.58,0.706,39,0.386,ACQ06
MER_ae9d780701,IN-BT,Transport/Taxi,M-4,True,0.922,0.499,20,0.066,ACQ03
MER_836f27c11d,IN-AE,Restaurants,M-3,False,0.74,0.132,0,0.309,ACQ05
MER_42907892ee,IN-KH,Gift/Souvenir,M-3,False,0.611,0.917,0,0.462,ACQ04
MER_1c9c4fac5d,IN-SG,Hotels,M-2,True,0.736,0.244,28,0.28,ACQ06
MER_b32822a9e0,IN-NP,Hotels,M-3,False,0.586,0.521,0,0.442,ACQ06
MER_94fb7dafe8,IN-LK,Hotels,M-2,True,0.72,0.812,5,0.313,ACQ01
MER_a0ed9e1161,IN-SG,Hotels,M-2,True,0.648,0.45,31,0.33,ACQ04
MER_2bb8364de0,IN,Gift/Souvenir,M-2,True,0.796,0.663,17,0.208,ACQ02
MER_41365fe5f3,IN-BT,Restaurants,M-3,False,0.803,0.334,0,0.128,ACQ02
MER_1d0ce30320,IN-AE,Transport/Taxi,M-2,True,0.772,0.494,4,0.273,ACQ04
MER_ed3bf67a17,IN-AE,Gift/Souvenir,M-1,True,0.699,0.796,0,0.29,ACQ04
MER_14c4336b95,IN-BT,Hotels,M-3,False,0.74,0.59,0,0.262,ACQ04
MER_72cccd842e,IN-SG,Hotels,M-3,False,0.779,0.547,0,0.134,ACQ04
MER_4c546a3ba7,IN-FR,Transit,M-1,True,0.844,0.978,1,0.141,ACQ05
MER_61d5115751,IN-QA,Transit,M-2,True,0.717,0.804,13,0.324,ACQ03
MER_15311e505d,IN-SG,Hotels,M-4,True,0.811,0.439,40,0.101,ACQ05
MER_b23f066597,IN-QA,Hotels,M-4,True,0.89,0.484,21,0.071,ACQ01
MER_bc4f2bc7a4,IN-AE,Hotels,M-2,True,0.65,0.642,24,0.305,ACQ03
MER_3d7e8c0f2f,IN-NP,Museum/Attraction,M-1,True,0.675,0.928,5,0.174,ACQ03
MER_90304f9f84,IN-MU,Museum/Attraction,M-4,True,0.847,0.863,23,0.112,ACQ05
MER_d21781d572,IN,Hotels,M-1,True,0.621,0.703,0,0.368,ACQ06
MER_1e1446c4d1,IN-NP,Gift/Souvenir,M-4,True,0.899,0.432,18,0.104,ACQ01
MER_b2b0137595,IN-SG,Hotels,M-3,False,0.784,0.168,0,0.123,ACQ02
MER_80642a3f57,IN-MU,Transit,M-2,True,0.431,0.519,24,0.555,ACQ02
MER_d6113d2f9a,IN-NP,Dept Store,M-4,True,0.957,0.973,23,0.02,ACQ03
MER_904f709d6e,IN-QA,Hotels,M-2,True,0.433,0.672,17,0.477,ACQ01
MER_360ab888e5,IN-KH,Gift/Souvenir,M-2,True,0.519,0.745,10,0.447,ACQ06
MER_a850041afb,IN-QA,Grocery/Retail,M-2,True,0.696,0.901,11,0.287,ACQ06
MER_67487681a0,IN,Hotels,M-2,True,0.709,0.384,13,0.23,ACQ02
MER_d9541cbba1,IN-LK,Hotels,M-2,True,0.696,0.874,17,0.291,ACQ02
MER_1655b7961a,IN-LK,Hotels,M-2,True,0.787,0.153,9,0.22,ACQ06
MER_091f0493fd,IN-QA,Dept Store,M-1,True,0.479,0.317,0,0.6,ACQ01
MER_1fd9aa2f8f,IN-LK,Dept Store,M-4,True,0.809,0.332,14,0.119,ACQ02
MER_1a5b075e6a,IN-MU,Museum/Attraction,M-4,True,0.99,0.116,14,0.02,ACQ02
MER_51760e0dd6,IN-FR,Hotels,M-2,True,0.674,0.161,10,0.291,ACQ05
MER_70b0f34c41,IN-MU,Hotels,M-2,True,0.513,0.468,3,0.433,ACQ03
MER_50a69a5eda,IN-BT,Gift/Souvenir,M-2,True,0.555,0.546,10,0.403,ACQ05
MER_124e651427,IN-KH,Hotels,M-2,True,0.497,0.929,22,0.485,ACQ05
MER_1c1fdd3046,IN-AE,Hotels,M-1,True,0.956,0.886,33,0.127,ACQ02
MER_c7b748606d,IN-SG,Hotels,M-1,True,0.778,0.678,21,0.178,ACQ06
MER_de0b2e9a00,IN-FR,Hotels,M-4,True,0.972,0.517,20,0.026,ACQ05
MER_e1f9531a08,IN-QA,Dept Store,M-2,True,0.566,0.974,43,0.449,ACQ04
MER_37fc713f38,IN-LK,Grocery/Retail,M-3,False,0.853,0.605,0,0.14,ACQ03
MER_a9563ed21c,IN-FR,Dept Store,M-1,True,0.715,0.21,0,0.352,ACQ06
MER_16a3c73dc6,IN-SG,Hotels,M-1,True,0.487,0.365,0,0.539,ACQ03
MER_f0006225e2,IN-AE,Hotels,M-2,True,0.797,0.811,7,0.218,ACQ06
MER_f6c0121557,IN-MU,Hotels,M-3,False,0.73,0.949,0,0.325,ACQ05
MER_901ff1f7c5,IN-QA,Hotels,M-2,True,0.725,0.276,19,0.255,ACQ02
MER_8e56c3cc84,IN,Hotels,M-3,False,0.738,0.427,0,0.255,ACQ02
MER_7fc29f8b4f,IN-NP,Hotels,M-3,False,0.438,0.111,0,0.482,ACQ03
MER_51d97f3eeb,IN-MU,Hotels,M-2,True,0.567,0.396,9,0.44,ACQ05
MER_fa30c3f5b3,IN-AE,Transport/Taxi,M-1,True,0.838,0.123,0,0.169,ACQ04
MER_edfc648fca,IN-KH,Hotels,M-2,True,0.816,0.885,16,0.235,ACQ01
MER_433b462e02,IN-BT,Gift/Souvenir,M-3,False,0.488,0.364,0,0.56,ACQ02
MER_ab8955ec00,IN,Hotels,M-2,True,0.723,0.338,2,0.356,ACQ04
MER_54b3f7e9af,IN-BT,Misc Retail,M-3,False,0.727,0.221,0,0.297,ACQ01
MER_29fe122f26,IN-SG,Misc Retail,M-1,True,0.447,0.773,0,0.564,ACQ05
MER_8f14f34787,IN-AE,Gift/Souvenir,M-1,True,0.846,0.736,5,0.088,ACQ02
MER_d0dd8cdd65,IN-SG,Restaurants,M-2,True,0.794,0.709,10,0.25,ACQ05
MER_c617447cad,IN-LK,Hotels,M-3,False,0.869,0.704,0,0.048,ACQ01
MER_e54cb22317,IN-KH,Hotels,M-4,True,0.909,0.274,19,0.07,ACQ03
MER_ec20ebf1a1,IN-QA,Hotels,M-2,True,0.696,0.366,12,0.355,ACQ04
MER_013bdc4503,IN-BT,Hotels,M-4,True,0.99,0.488,22,0.032,ACQ04
MER_8fa83ede28,IN-SG,Hotels,M-3,False,0.815,0.528,0,0.197,ACQ05
MER_94d2491c4f,IN-QA,Grocery/Retail,M-3,False,0.754,0.834,0,0.194,ACQ05
MER_50a294b1fb,IN-SG,Hotels,M-2,True,0.572,0.493,13,0.443,ACQ01
MER_0862c9a292,IN-SG,Hotels,M-1,True,0.66,0.292,0,0.264,ACQ01
MER_909129c256,IN-NP,Hotels,M-2,True,0.6,0.165,24,0.4,ACQ02
MER_ab477e3d42,IN,Gift/Souvenir,M-3,False,0.797,0.342,0,0.263,ACQ04
MER_4a64303f75,IN-SG,Hotels,M-2,True,0.384,0.501,16,0.6,ACQ06
MER_f1865843d9,IN-BT,Hotels,M-2,True,0.739,0.839,20,0.248,ACQ01
MER_5497a3a6d4,IN-MU,Dept Store,M-2,True,0.711,0.569,24,0.316,ACQ04
MER_9ab4a52d7f,IN-BT,Hotels,M-2,True,0.702,0.696,35,0.434,ACQ01
MER_094b8dc67e,IN-KH,Gift/Souvenir,M-3,False,0.99,0.152,0,0.061,ACQ06
MER_bc8656d273,IN-SG,Hotels,M-1,True,0.76,0.418,28,0.193,ACQ05
MER_eecc5e0bd6,IN-AE,Dept Store,M-3,False,0.819,0.606,0,0.079,ACQ06
MER_99e73a66a6,IN-FR,Gift/Souvenir,M-3,False,0.887,0.943,0,0.159,ACQ02
MER_06454e9c57,IN-SG,Hotels,M-1,True,0.775,0.386,0,0.229,ACQ01
MER_d09ff57811,IN-BT,Hotels,M-2,True,0.751,0.856,12,0.248,ACQ02
MER_c971f96764,IN-AE,Hotels,M-2,True,0.833,0.346,14,0.236,ACQ03
MER_3fe8e5c4a5,IN,Restaurants,M-3,False,0.778,0.5,0,0.177,ACQ06
MER_cc76d1928b,IN-QA,Hotels,M-3,False,0.739,0.202,0,0.29,ACQ03
MER_2dc67833a3,IN-BT,Hotels,M-1,True,0.893,0.213,18,0.186,ACQ02
MER_c82d235116,IN-BT,Hotels,M-2,True,0.615,0.891,16,0.445,ACQ04
MER_8f89ca4999,IN-QA,Museum/Attraction,M-3,False,0.623,0.533,0,0.335,ACQ04
MER_4f7ac61e52,IN-LK,Hotels,M-3,False,0.813,0.487,0,0.246,ACQ04
MER_ee337d2cf3,IN-KH,Hotels,M-1,True,0.812,0.864,5,0.144,ACQ06
MER_771f4382aa,IN-KH,Museum/Attraction,M-3,False,0.821,0.577,0,0.21,ACQ03
MER_d7d2bd2c27,IN,Transit,M-2,True,0.822,0.604,26,0.212,ACQ05
MER_5d6a79d477,IN,Hotels,M-1,True,0.812,0.194,28,0.159,ACQ06
MER_36abe3b257,IN-MU,Grocery/Retail,M-4,True,0.871,0.277,9,0.114,ACQ05
MER_73635ffafd,IN-MU,Misc Retail,M-2,True,0.606,0.214,3,0.374,ACQ01
MER_53a9e2c8ff,IN-BT,Hotels,M-2,True,0.72,0.679,22,0.296,ACQ06
MER_8315af6189,IN-QA,Hotels,M-3,False,0.621,0.673,0,0.442,ACQ02
MER_bcc83084e3,IN,Hotels,M-2,True,0.68,0.208,47,0.356,ACQ06
MER_7afc1f227e,IN-NP,Hotels,M-2,True,0.642,0.908,12,0.39,ACQ06
MER_e7332ebff3,IN-BT,Hotels,M-2,True,0.691,0.262,24,0.365,ACQ04
MER_08b9a69899,IN-QA,Hotels,M-2,True,0.55,0.567,30,0.491,ACQ05
MER_756a67b70a,IN-MU,Transit,M-3,False,0.773,0.536,0,0.239,ACQ03
MER_c689f292f7,IN-MU,Hotels,M-1,True,0.709,0.735,17,0.166,ACQ01
MER_cdf8a43422,IN-FR,Restaurants,M-3,False,0.688,0.95,0,0.253,ACQ02
MER_26516955d6,IN-QA,Hotels,M-2,True,0.539,0.733,6,0.491,ACQ06
MER_8924069ccc,IN-SG,Hotels,M-4,True,0.99,0.294,27,0.091,ACQ06
MER_e1dab40879,IN-LK,Grocery/Retail,M-3,False,0.662,0.125,0,0.299,ACQ02
MER_1cc41643c4,IN-MU,Hotels,M-3,False,0.926,0.482,0,0.034,ACQ06
MER_2f0c989442,IN-KH,Grocery/Retail,M-2,True,0.665,0.734,19,0.311,ACQ04
MER_d3d212b801,IN-LK,Hotels,M-2,True,0.691,0.458,18,0.249,ACQ05
