attempt_id,trip_id,user_id,direction,rail_id,cohort_id,source_country,entity_type,stay_days,lifecycle_stage,mcc_code,mcc_desc,psp_id,issuer_id,terminal_type,wallet_state,value_tier,ticket_inr,currency,date,cohort_week,attempt_number,is_repeat,treatment_arm,nba_action_id,nba_channel,nba_cost_inr,tau_true,baseline_propensity_true,h1_kyc_status,h1_kyc_duration_sec,h2_wallet_status,h2_wallet_duration_sec,h3_balance_status,h3_balance_duration_sec,h4_limit_status,h4_limit_duration_sec,h5_merchant_status,h5_merchant_duration_sec,h6_tech_status,h6_tech_duration_sec,h7_departure_refund_status,h7_departure_refund_duration_sec,wallet_balance_at_departure_inr,final_outcome,drop_stage,drop_reason_category,drop_reason_detail,total_time_minutes,gmv_inr,nipl_revenue_inr,net_contribution_inr
IATT_cd73d5eff3,ITRP_91988d5994,INUSR_fe6039bb95,IN,R3,I-2,DE,FOREIGN_NATIONAL,2,PRE_TRIP,7011,Hotels,PHONEPE,PPIISSR03,DYNAMIC_QR,FUNDED,MID,8907.54,INR,2025-05-04,2025-W18,1,False,TREAT,ACT_LOAD_AHEAD,in_app,0.0,0.2466,0.4774,success,7.99,success,16.4,success,1.31,success,0.38,success,5.12,success,3.05,not_reached,3.18,0,converted,,,,2.15,8907.54,1.7815,1.7815
IATT_301aa610d7,ITRP_6066cb7f04,INUSR_f2e6db25f8,IN,R3,I-2,AU,FOREIGN_NATIONAL,4,POST_TRIP,7011,Hotels,GPAY,PPIISSR05,DYNAMIC_QR,FUNDED,MID,10261.45,INR,2025-06-04,2025-W23,1,False,TREAT,ACT_LOAD_AHEAD,in_app,0.0,0.2913,0.434,success,81.74,success,18.19,success,3.63,success,3.0,success,4.32,success,3.52,not_reached,1.29,0,converted,,,,3.32,10261.45,2.0523,2.0523
IATT_017c1620db,ITRP_6066cb7f04,INUSR_a79e7d8fea,IN,R4,I-3,SG,NRI,4,DEPARTURE,7011,Hotels,BHIM,PPIISSR02,DYNAMIC_QR,FUNDED,MID,2922.83,INR,2025-09-12,2025-W37,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.182,0.5792,success,38.39,success,5.84,success,4.36,success,1.94,success,3.74,success,1.31,drop_refund_not_initiated,1.5,3744.55,converted,,,,2.16,2922.83,0.5846,0.5846
IATT_f67fee6a4d,ITRP_6066cb7f04,INUSR_1436575608,IN,R3,I-1,BD,OCI,9,IN_TRIP,7011,Hotels,GPAY,PPIISSR01,DYNAMIC_QR,FUNDED,MID,6719.41,INR,2025-01-13,2025-W03,2,True,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.4354,0.3192,success,68.64,success,19.03,success,0.81,success,0.66,success,3.58,success,2.82,not_reached,3.55,0,converted,,,,2.82,6719.41,1.3439,1.3239
IATT_628f46082b,ITRP_6066cb7f04,INUSR_f499077730,IN,R5,I-4,AU,FOREIGN_NATIONAL,9,POST_TRIP,7011,Hotels,BHIM,PPIISSR03,POS,FUNDED,MID,5989.78,INR,2025-02-23,2025-W08,1,False,TREAT,ACT_ONE_WORLD_ONBOARD,in_flow,0.0,-0.0764,0.8704,success,75.75,success,17.04,success,1.98,success,2.11,success,12.13,success,2.09,not_reached,1.47,0,converted,,,,2.88,5989.78,1.198,1.198
IATT_b37dfedd28,ITRP_658be6c326,INUSR_4892fd298b,IN,R4,I-3,US,NRI,17,IN_TRIP,7011,Hotels,GPAY,PPIISSR05,STATIC_QR,FUNDED,MID,17086.46,INR,2025-05-10,2025-W19,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.2166,0.4263,success,40.0,success,2.53,success,2.62,success,0.62,success,7.41,success,3.12,not_reached,6.97,0,converted,,,,2.01,17086.46,3.4173,3.4173
IATT_b7e0077478,ITRP_658be6c326,INUSR_739763f531,IN,R3,I-2,AE,FOREIGN_NATIONAL,5,IN_TRIP,7011,Hotels,GPAY,PPIISSR03,DYNAMIC_QR,UNLOADED,MID,5372.5,INR,2025-06-23,2025-W26,1,False,TREAT,ACT_LOAD_AHEAD,in_app,0.0,0.3337,0.4696,drop_kyc_not_completed,65.1,not_reached,13.16,not_reached,3.07,not_reached,1.68,not_reached,11.42,not_reached,3.01,not_reached,4.64,0,dropped,H1_KYC_ONBOARD,user_abandon,KYC_NOT_COMPLETED,2.12,0.0,0.0,0.0
IATT_8c70a1d2dc,ITRP_658be6c326,INUSR_c9d1eaaf39,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,14,ARRIVAL_D0,4121,Transport/Taxi,PHONEPE,PPIISSR02,STATIC_QR,FUNDED,MID,3216.99,INR,2026-06-02,2026-W23,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.2488,0.6248,success,74.39,success,13.92,success,0.71,success,1.32,drop_merchant_abandon,5.5,not_reached,1.59,not_reached,5.48,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,3.03,0.0,0.0,0.0
IATT_efe417dfff,ITRP_658be6c326,INUSR_8f6ccef4ac,IN,R3,I-1,GB,FOREIGN_NATIONAL,13,IN_TRIP,7011,Hotels,GPAY,PPIISSR01,STATIC_QR,FUNDED,MID,5726.7,INR,2025-04-20,2025-W16,1,False,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.0922,0.4609,success,17.3,success,12.95,success,1.28,success,2.0,success,2.57,success,3.02,not_reached,3.05,0,converted,,,,1.15,5726.7,1.1453,1.1253
IATT_b684fd49a5,ITRP_92b25e0cff,INUSR_4d4b9effba,IN,R3,I-1,BD,OCI,3,IN_TRIP,5812,Restaurants,BHIM,PPIISSR04,STATIC_QR,FUNDED,LOW,950.06,INR,2025-06-09,2025-W24,1,False,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.3357,0.4045,success,63.59,success,4.92,success,2.62,success,2.28,success,2.43,success,4.71,not_reached,1.27,0,converted,,,,1.87,950.06,0.19,0.17
IATT_53b078f988,ITRP_92b25e0cff,INUSR_7fd2541269,IN,R3,I-1,FR,FOREIGN_NATIONAL,9,DEPARTURE,5812,Restaurants,GPAY,PPIISSR03,STATIC_QR,FUNDED,MID,7323.0,INR,2025-08-07,2025-W32,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.45,0.5096,success,30.51,success,7.17,success,3.8,success,0.98,drop_merchant_abandon,9.33,not_reached,1.3,success,4.12,702.8,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,1.79,0.0,0.0,0.0
IATT_c51c14006d,ITRP_92b25e0cff,INUSR_36f92bbbc3,IN,R3,I-1,NP,FOREIGN_NATIONAL,9,IN_TRIP,5812,Restaurants,GPAY,PPIISSR01,DYNAMIC_QR,UNLOADED,LOW,567.39,INR,2024-11-21,2024-W47,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.45,0.1767,success,7.33,success,13.84,success,2.67,success,1.65,success,9.26,success,1.64,not_reached,4.98,0,converted,,,,1.51,567.39,0.1135,0.1135
IATT_f2e6bedc96,ITRP_92b25e0cff,INUSR_5291af06f3,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,8,ARRIVAL_D0,5947,Gift/Souvenir,PHONEPE,PPIISSR02,DYNAMIC_QR,FUNDED,LOW,1757.0,INR,2026-03-24,2026-W13,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.2721,0.7868,success,43.91,success,2.94,success,1.81,success,1.89,drop_merchant_abandon,8.0,not_reached,2.22,not_reached,2.92,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,1.59,0.0,0.0,-0.02
IATT_6cf1b8fbe9,ITRP_620210aabe,INUSR_a4237d2b3e,IN,R4,I-3,US,NRI,22,DEPARTURE,5947,Gift/Souvenir,GPAY,PPIISSR02,POS,FUNDED,LOW,1039.92,INR,2026-07-09,2026-W28,1,False,CONTROL,ACT_REACTIVATION_INR,in_app,0.0,-0.0173,0.6703,success,62.1,success,8.74,success,0.67,success,1.57,drop_merchant_abandon,8.38,not_reached,1.92,drop_refund_not_initiated,0.7,534.35,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,1.96,0.0,0.0,0.0
IATT_169e92b98e,ITRP_620210aabe,INUSR_d1cab3114b,IN,R3,I-2,LK,FOREIGN_NATIONAL,3,IN_TRIP,7011,Hotels,GPAY,PPIISSR03,STATIC_QR,FUNDED,MID,14348.96,INR,2024-10-11,2024-W41,1,False,CONTROL,ACT_LOAD_AHEAD,in_app,0.0,0.1082,0.465,success,75.71,success,15.47,success,2.57,success,1.77,success,5.52,success,2.19,not_reached,1.74,0,converted,,,,3.25,14348.96,2.8698,2.8698
IATT_c1bb7dc2bc,ITRP_620210aabe,INUSR_4b19390a1d,IN,R3,I-1,CA,OCI,4,POST_TRIP,5812,Restaurants,GPAY,PPIISSR02,POS,FUNDED,MICRO,354.9,INR,2025-05-30,2025-W22,2,True,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.2111,0.503,success,84.98,success,8.37,success,1.85,success,0.53,success,12.93,success,3.76,not_reached,1.35,0,converted,,,,2.25,354.9,0.071,0.071
IATT_41db4c29d7,ITRP_620210aabe,INUSR_4889826e9e,IN,R3,I-1,GB,FOREIGN_NATIONAL,22,IN_TRIP,5947,Gift/Souvenir,BHIM,PPIISSR03,STATIC_QR,FUNDED,LOW,2072.49,INR,2025-04-16,2025-W16,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.1526,0.556,success,63.33,success,6.63,success,1.34,success,2.03,drop_merchant_abandon,8.78,not_reached,4.34,not_reached,6.19,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,3.39,0.0,0.0,0.0
IATT_d63a3f0807,ITRP_509228e8e5,INUSR_e899558f4d,IN,R3,I-1,AU,OCI,15,DEPARTURE,4121,Transport/Taxi,GPAY,PPIISSR04,STATIC_QR,FUNDED,LOW,1616.35,INR,2025-05-23,2025-W21,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.2746,0.3017,success,81.91,success,15.57,success,2.81,success,1.67,success,3.6,success,3.76,drop_refund_not_initiated,0.45,1622.69,converted,,,,2.83,1616.35,0.3233,0.3033
IATT_0e442ea17e,ITRP_509228e8e5,INUSR_93ed539373,IN,R4,I-3,US,NRI,12,POST_TRIP,7011,Hotels,GPAY,PPIISSR05,STATIC_QR,UNLOADED,MID,10972.56,INR,2026-07-21,2026-W30,1,False,CONTROL,ACT_REACTIVATION_INR,in_app,0.0,0.2252,0.5846,success,35.45,drop_wallet_not_loaded,8.7,not_reached,0.82,not_reached,0.79,not_reached,2.23,not_reached,1.94,not_reached,3.6,0,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,1.69,0.0,0.0,0.0
IATT_2ed6650a3c,ITRP_509228e8e5,INUSR_157dd9f8cd,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,6,IN_TRIP,5812,Restaurants,GPAY,PPIISSR02,DYNAMIC_QR,FUNDED,LOW,2302.57,INR,2025-11-04,2025-W45,1,False,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.1724,0.614,success,39.95,success,19.65,success,3.5,success,2.8,success,8.13,success,4.7,not_reached,0.3,0,converted,,,,2.82,2302.57,0.4605,0.4405
IATT_821426a3b6,ITRP_509228e8e5,INUSR_2ce2e08192,IN,R3,I-1,AE,OCI,13,IN_TRIP,4121,Transport/Taxi,GPAY,PPIISSR01,DYNAMIC_QR,FUNDED,MID,3465.39,INR,2026-01-18,2026-W03,1,False,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.3876,0.5947,success,71.58,success,17.21,success,1.64,success,2.54,success,6.19,success,2.54,not_reached,1.89,0,converted,,,,3.6,3465.39,0.6931,0.6731
IATT_3c7897a75d,ITRP_43d472b9d0,INUSR_344580fe54,IN,R3,I-1,NP,FOREIGN_NATIONAL,12,ARRIVAL_D0,5812,Restaurants,PHONEPE,PPIISSR01,DYNAMIC_QR,FUNDED,LOW,1338.34,INR,2024-10-07,2024-W41,2,True,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.0881,0.7229,success,21.21,drop_wallet_not_loaded,17.49,not_reached,3.18,not_reached,1.48,not_reached,4.74,not_reached,2.52,not_reached,2.64,0,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,2.17,0.0,0.0,-0.02
IATT_aa0ab9b7c9,ITRP_43d472b9d0,INUSR_e7d66c9508,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,12,POST_TRIP,5411,Grocery/Retail,GPAY,PPIISSR05,STATIC_QR,FUNDED,LOW,933.27,INR,2025-05-08,2025-W19,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.3146,0.6455,success,55.91,success,2.88,success,3.43,success,0.85,success,10.49,success,3.47,not_reached,5.78,0,converted,,,,2.29,933.27,0.1867,0.1867
IATT_ab83c709b6,ITRP_43d472b9d0,INUSR_cd8807ef9e,IN,R3,I-1,GB,FOREIGN_NATIONAL,16,IN_TRIP,5812,Restaurants,GPAY,PPIISSR01,POS,UNLOADED,MID,2719.5,INR,2025-09-11,2025-W37,1,False,CONTROL,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.1616,0.5353,drop_kyc_not_completed,59.97,not_reached,9.3,not_reached,2.94,not_reached,0.77,not_reached,9.65,not_reached,0.97,not_reached,4.54,0,dropped,H1_KYC_ONBOARD,user_abandon,KYC_NOT_COMPLETED,3.47,0.0,0.0,0.0
IATT_25cf5d6bd0,ITRP_43d472b9d0,INUSR_b96e54073b,IN,R4,I-3,GB,NRI,13,POST_TRIP,7011,Hotels,GPAY,PPIISSR02,DYNAMIC_QR,FUNDED,MID,13500.47,INR,2024-11-05,2024-W45,1,False,CONTROL,ACT_REACTIVATION_INR,in_app,0.0,-0.073,0.6475,success,72.79,success,9.37,success,2.61,success,1.58,success,11.16,success,2.86,not_reached,1.63,0,converted,,,,3.65,13500.47,2.7001,2.7001
IATT_0b44b7490d,ITRP_35ebf2f226,INUSR_fa12d1c853,IN,R4,I-3,CA,NRI,16,IN_TRIP,5411,Grocery/Retail,PHONEPE,PPIISSR02,DYNAMIC_QR,UNLOADED,LOW,503.23,INR,2025-08-25,2025-W35,2,True,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.0337,0.95,success,67.51,drop_wallet_not_loaded,7.68,not_reached,2.16,not_reached,2.19,not_reached,14.2,not_reached,4.01,not_reached,7.33,0,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,2.56,0.0,0.0,0.0
IATT_4dd6653d73,ITRP_35ebf2f226,INUSR_5f7e790558,IN,R4,I-3,MY,NRI,8,IN_TRIP,5411,Grocery/Retail,GPAY,PPIISSR03,DYNAMIC_QR,FUNDED,LOW,742.12,INR,2025-02-26,2025-W09,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.2734,0.2786,success,88.38,success,16.51,success,1.42,success,1.94,success,4.9,success,1.93,not_reached,4.96,0,converted,,,,2.78,742.12,0.1484,0.1484
IATT_c8047cb493,ITRP_35ebf2f226,INUSR_570e0b3392,IN,R3,I-1,BD,FOREIGN_NATIONAL,6,IN_TRIP,7011,Hotels,BHIM,PPIISSR04,STATIC_QR,FUNDED,MID,12546.1,INR,2026-02-14,2026-W07,1,False,CONTROL,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.4139,0.3779,drop_kyc_not_completed,76.81,not_reached,13.37,not_reached,2.36,not_reached,1.08,not_reached,5.0,not_reached,0.72,not_reached,0.69,0,dropped,H1_KYC_ONBOARD,user_abandon,KYC_NOT_COMPLETED,2.65,0.0,0.0,-0.02
IATT_669fbdbd2d,ITRP_35ebf2f226,INUSR_7edff115f4,IN,R4,I-3,SG,NRI,14,IN_TRIP,4121,Transport/Taxi,GPAY,PPIISSR05,STATIC_QR,FUNDED,MID,3216.07,INR,2026-02-17,2026-W08,1,False,CONTROL,ACT_REACTIVATION_INR,in_app,0.0,0.2895,0.5048,success,61.98,success,8.59,success,4.74,success,2.48,drop_merchant_abandon,2.66,not_reached,1.89,not_reached,0.86,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,1.7,0.0,0.0,0.0
IATT_7f9d781269,ITRP_dc290ea803,INUSR_967e08cc45,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,8,IN_TRIP,4121,Transport/Taxi,BHIM,PPIISSR01,DYNAMIC_QR,UNLOADED,MID,2669.03,INR,2025-05-30,2025-W22,2,True,CONTROL,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,-0.1285,0.6803,drop_kyc_not_completed,48.12,not_reached,14.47,not_reached,2.5,not_reached,1.73,not_reached,2.95,not_reached,2.22,not_reached,7.7,0,dropped,H1_KYC_ONBOARD,user_abandon,KYC_NOT_COMPLETED,2.11,0.0,0.0,0.0
IATT_6d3f5afa54,ITRP_dc290ea803,INUSR_5a091420a2,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,9,IN_TRIP,5812,Restaurants,PHONEPE,PPIISSR03,STATIC_QR,FUNDED,MICRO,407.68,INR,2024-12-17,2024-W51,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.1185,0.681,success,27.53,success,18.4,success,3.45,success,1.13,drop_merchant_abandon,5.1,not_reached,3.03,not_reached,2.41,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,2.88,0.0,0.0,-0.02
IATT_8430b60d05,ITRP_dc290ea803,INUSR_2109769b2b,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,7,DEPARTURE,4121,Transport/Taxi,GPAY,PPIISSR03,DYNAMIC_QR,UNLOADED,LOW,1963.39,INR,2025-11-12,2025-W46,2,True,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.2493,0.3974,success,16.49,success,8.52,success,3.32,success,2.42,drop_merchant_abandon,11.58,not_reached,4.63,drop_refund_not_initiated,3.02,3651.92,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,1.85,0.0,0.0,-0.02
IATT_96eb3645db,ITRP_dc290ea803,INUSR_b56160aeac,IN,R4,I-3,CA,NRI,12,ARRIVAL_D0,5947,Gift/Souvenir,PHONEPE,PPIISSR03,DYNAMIC_QR,FUNDED,LOW,709.24,INR,2025-09-26,2025-W39,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.2532,0.5252,success,66.6,success,10.63,success,3.64,success,1.67,drop_merchant_abandon,3.79,not_reached,1.67,not_reached,1.74,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,3.23,0.0,0.0,0.0
IATT_57da19c546,ITRP_4f91b13a53,INUSR_63daccd3bc,IN,R3,I-1,US,FOREIGN_NATIONAL,7,DEPARTURE,5411,Grocery/Retail,BHIM,PPIISSR05,STATIC_QR,FUNDED,LOW,1660.36,INR,2025-03-23,2025-W12,1,False,CONTROL,ACT_TOPUP_PROMPT,app_push,0.02,0.1057,0.505,success,55.7,drop_wallet_not_loaded,19.29,not_reached,1.94,not_reached,0.71,not_reached,3.11,not_reached,3.35,drop_refund_not_initiated,4.53,2240.48,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,3.43,0.0,0.0,-0.02
IATT_52ae1ba246,ITRP_4f91b13a53,INUSR_98a2e01deb,IN,R3,I-1,US,FOREIGN_NATIONAL,2,DEPARTURE,5812,Restaurants,GPAY,PPIISSR05,DYNAMIC_QR,UNLOADED,MID,5066.27,INR,2025-02-05,2025-W06,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.1236,0.753,success,55.76,success,19.3,success,2.61,success,1.98,success,11.94,success,3.87,drop_refund_not_initiated,5.61,2879.44,converted,,,,3.28,5066.27,1.0133,0.9933
IATT_7e90b6fe52,ITRP_4f91b13a53,INUSR_099e6dabb9,IN,R3,I-1,US,FOREIGN_NATIONAL,7,IN_TRIP,7011,Hotels,PHONEPE,PPIISSR05,STATIC_QR,FUNDED,MID,15907.18,INR,2025-06-07,2025-W23,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.2018,0.579,success,8.49,success,10.58,success,2.27,success,0.58,success,2.37,success,3.85,not_reached,1.32,0,converted,,,,1.12,15907.18,3.1814,3.1614
IATT_ce341b29e7,ITRP_4f91b13a53,INUSR_9ad21a7b86,IN,R3,I-1,BD,FOREIGN_NATIONAL,7,DEPARTURE,5812,Restaurants,PHONEPE,PPIISSR04,DYNAMIC_QR,FUNDED,LOW,1018.21,INR,2026-07-26,2026-W30,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.0383,0.5209,success,27.57,success,11.8,success,2.81,success,0.64,success,8.16,success,2.13,drop_refund_not_initiated,2.71,362.41,converted,,,,1.34,1018.21,0.2036,0.1836
IATT_1aee14e1da,ITRP_ac33e770e1,INUSR_5a3415779b,IN,R3,I-1,OTHER,OCI,6,ARRIVAL_D0,5947,Gift/Souvenir,PHONEPE,PPIISSR03,DYNAMIC_QR,FUNDED,LOW,1104.82,INR,2024-11-12,2024-W46,1,False,CONTROL,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.316,0.5706,success,81.93,success,17.03,success,3.73,success,2.4,drop_merchant_abandon,6.05,not_reached,0.98,not_reached,4.07,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,3.81,0.0,0.0,0.0
IATT_48ec9199a2,ITRP_ac33e770e1,INUSR_d94a7adb29,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,6,IN_TRIP,5947,Gift/Souvenir,BHIM,PPIISSR03,POS,FUNDED,LOW,1597.04,INR,2025-09-28,2025-W39,1,False,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.2026,0.6231,success,27.51,success,8.28,success,4.11,success,0.85,drop_merchant_abandon,4.11,not_reached,1.53,not_reached,0.42,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,1.43,0.0,0.0,-0.02
IATT_e3f4fdc5b7,ITRP_ac33e770e1,INUSR_cba3030b56,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,10,IN_TRIP,7011,Hotels,GPAY,PPIISSR04,STATIC_QR,FUNDED,MID,5662.12,INR,2025-10-26,2025-W43,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.3379,0.5747,success,20.28,success,5.85,success,1.97,success,2.65,success,9.49,success,2.85,not_reached,3.82,0,converted,,,,2.68,5662.12,1.1324,1.1124
IATT_eb0112122a,ITRP_ac33e770e1,INUSR_974b7603dc,IN,R3,I-1,CA,OCI,15,IN_TRIP,5812,Restaurants,BHIM,PPIISSR01,DYNAMIC_QR,UNLOADED,MID,3580.54,INR,2025-03-05,2025-W10,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.1952,0.4749,drop_kyc_not_completed,51.23,not_reached,18.64,not_reached,1.93,not_reached,1.48,not_reached,3.9,not_reached,3.66,not_reached,0.1,0,dropped,H1_KYC_ONBOARD,user_abandon,KYC_NOT_COMPLETED,1.92,0.0,0.0,0.0
IATT_1c37d19a23,ITRP_c8d611f3a0,INUSR_2140a37e85,IN,R3,I-1,NP,FOREIGN_NATIONAL,13,IN_TRIP,4121,Transport/Taxi,GPAY,PPIISSR04,DYNAMIC_QR,UNLOADED,MID,3441.53,INR,2025-12-07,2025-W49,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.0432,0.6412,success,5.56,drop_wallet_not_loaded,10.96,not_reached,3.76,not_reached,1.26,not_reached,11.21,not_reached,2.68,not_reached,5.41,0,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,1.11,0.0,0.0,0.0
IATT_24081b540a,ITRP_c8d611f3a0,INUSR_17962f7fbe,IN,R3,I-1,AU,OCI,26,IN_TRIP,5411,Grocery/Retail,PHONEPE,PPIISSR05,DYNAMIC_QR,FUNDED,MID,2589.17,INR,2024-09-01,2024-W35,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.3016,0.3604,success,74.21,success,8.91,success,1.1,success,2.18,drop_merchant_abandon,4.76,not_reached,4.09,not_reached,1.81,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,2.03,0.0,0.0,0.0
IATT_e552219043,ITRP_c8d611f3a0,INUSR_8613664c32,IN,R3,I-1,GB,FOREIGN_NATIONAL,11,IN_TRIP,4121,Transport/Taxi,GPAY,PPIISSR05,DYNAMIC_QR,FUNDED,LOW,1448.64,INR,2025-08-10,2025-W32,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.2746,0.4911,success,59.36,success,11.4,success,1.45,success,2.34,drop_merchant_abandon,14.47,not_reached,3.48,not_reached,7.25,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,2.07,0.0,0.0,0.0
IATT_1fa742d017,ITRP_c8d611f3a0,INUSR_1a577d4149,IN,R3,I-1,MY,FOREIGN_NATIONAL,12,IN_TRIP,5411,Grocery/Retail,BHIM,PPIISSR05,STATIC_QR,FUNDED,LOW,539.44,INR,2025-10-16,2025-W42,1,False,CONTROL,ACT_DEPARTURE_REFUND,push_kiosk,0.02,-0.0131,0.4672,drop_kyc_not_completed,68.95,not_reached,11.13,not_reached,4.56,not_reached,2.01,not_reached,14.71,not_reached,1.8,not_reached,1.06,0,dropped,H1_KYC_ONBOARD,user_abandon,KYC_NOT_COMPLETED,3.13,0.0,0.0,-0.02
IATT_fce0de1234,ITRP_9b77c4e2d0,INUSR_d1fc858bca,IN,R3,I-1,DE,FOREIGN_NATIONAL,24,IN_TRIP,5411,Grocery/Retail,PHONEPE,PPIISSR01,STATIC_QR,FUNDED,LOW,2191.38,INR,2025-09-22,2025-W39,3,True,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.2989,0.3629,success,54.25,success,12.69,success,4.36,success,1.55,drop_merchant_abandon,13.3,not_reached,1.27,not_reached,7.39,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,2.92,0.0,0.0,-0.02
IATT_77a2ed09bc,ITRP_9b77c4e2d0,INUSR_4de0a5ffa0,IN,R3,I-1,GB,FOREIGN_NATIONAL,8,ARRIVAL_D0,5812,Restaurants,BHIM,PPIISSR01,DYNAMIC_QR,FUNDED,LOW,2111.36,INR,2026-05-05,2026-W19,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.4109,0.4464,success,51.91,success,6.44,success,2.33,success,0.7,success,10.5,success,2.34,not_reached,4.72,0,converted,,,,2.93,2111.36,0.4223,0.4023
IATT_58658410e2,ITRP_9b77c4e2d0,INUSR_078cc2a0cf,IN,R3,I-1,OTHER,OCI,7,ARRIVAL_D0,5411,Grocery/Retail,PHONEPE,PPIISSR03,POS,FUNDED,LOW,1863.75,INR,2025-05-30,2025-W22,1,False,CONTROL,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.3206,0.2468,success,72.27,success,12.48,success,1.4,success,2.92,success,10.74,success,1.2,not_reached,6.53,0,converted,,,,2.74,1863.75,0.3728,0.3728
IATT_cfd427abb1,ITRP_9b77c4e2d0,INUSR_4d4b77bdce,IN,R4,I-3,US,NRI,7,IN_TRIP,5411,Grocery/Retail,PHONEPE,PPIISSR02,STATIC_QR,FUNDED,LOW,898.72,INR,2025-01-06,2025-W02,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.0493,0.7187,success,18.3,success,17.03,success,2.81,success,2.77,success,12.81,success,3.21,not_reached,4.81,0,converted,,,,2.73,898.72,0.1797,0.1797
