user_id,journey_type,corridor,partner_app,channel,device,date,amount_inr,onboarding_eligibility_status,onboarding_eligibility_duration_sec,beneficiary_merchant_discovery_status,beneficiary_merchant_discovery_duration_sec,quote_fx_acceptance_status,quote_fx_acceptance_duration_sec,authentication_status,authentication_duration_sec,payment_settlement_status,payment_settlement_duration_sec,final_outcome,drop_stage,drop_reason_category,drop_reason_detail,total_time_minutes,cohort_week,attempt_number,is_repeat,attempt_id
OUT-00109,outbound,India-Bhutan,Bank-Native App,P2M-QR,Android,2026-06-17,10000.0,success,11.7,success,31.7,drop_business_decline,18.4,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,61.8,2026-W25,1,False,OUT-00109-A1
OUT-00110,outbound,India-France,Bank-Native App,P2M-QR,Android,2026-05-16,2500.0,success,44.7,success,8.7,drop_technical_fail,17.2,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,70.6,2026-W20,1,False,OUT-00110-A1
OUT-00111,outbound,India-Sri Lanka,BHIM,P2M-QR,Android,2026-06-16,5000.0,success,11.5,success,14.6,drop_user_abandon,4.8,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,30.9,2026-W25,1,False,OUT-00111-A1
OUT-00112,outbound,India-Bhutan,Bank-Native App,P2P-Linkage,Android,2026-05-07,2500.0,success,7.9,success,42.3,success,66.4,success,3.4,success,5.8,converted,,,,125.8,2026-W19,1,False,OUT-00112-A1
OUT-00113,outbound,India-UAE,BHIM,P2M-QR,Android,2026-05-30,25000.0,success,10.4,success,5.9,success,20.8,success,3.6,success,16.1,converted,,,,56.8,2026-W22,1,False,OUT-00113-A1
OUT-00114,outbound,India-Nepal,BHIM,P2M-QR,Android,2026-07-22,100000.0,success,16.7,success,19.9,drop_technical_fail,2.4,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,39.0,2026-W30,1,False,OUT-00114-A1
OUT-00115,outbound,India-Nepal,Bank-Native App,P2P-Linkage,Android,2026-05-14,10000.0,success,10.4,success,20.0,drop_business_decline,2.0,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,32.4,2026-W20,1,False,OUT-00115-A1
OUT-00116,outbound,India-France,PhonePe,P2M-QR,Android,2026-05-23,100000.0,drop_business_decline,19.0,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,business_decline,FEMA/residency eligibility check failed,19.0,2026-W21,1,False,OUT-00116-A1
OUT-00117,outbound,India-Mauritius,BHIM,P2M-QR,Android,2026-07-23,25000.0,success,24.3,drop_business_decline,16.7,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,41.0,2026-W30,1,False,OUT-00117-A1
OUT-00118,outbound,India-Singapore,GPay,P2M-QR,Android,2026-05-29,10000.0,success,10.8,success,12.2,success,3.8,success,10.3,success,24.1,converted,,,,61.2,2026-W22,1,False,OUT-00118-A1
OUT-00119,outbound,India-Singapore,Paytm,P2M-QR,Android,2026-05-01,10000.0,success,27.3,success,32.0,success,33.7,success,8.5,success,17.9,converted,,,,119.4,2026-W18,1,False,OUT-00119-A1
OUT-00120,outbound,India-UAE,Bank-Native App,P2M-QR,Android,2026-06-29,100000.0,success,22.4,success,3.9,success,11.4,success,12.2,success,3.2,converted,,,,53.1,2026-W27,1,False,OUT-00120-A1
OUT-00121,outbound,India-UAE,GPay,P2M-QR,Android,2026-07-02,2500.0,success,2.9,success,7.5,success,25.7,success,3.4,success,10.2,converted,,,,49.7,2026-W27,1,False,OUT-00121-A1
OUT-00122,outbound,India-Singapore,PhonePe,P2M-QR,Android,2026-07-27,25000.0,success,27.0,success,7.4,drop_user_abandon,35.9,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,70.3,2026-W31,1,False,OUT-00122-A1
OUT-00123,outbound,India-France,Bank-Native App,P2M-QR,Android,2026-07-27,2500.0,success,9.6,success,5.5,success,5.7,success,3.0,success,1.3,converted,,,,25.1,2026-W31,1,False,OUT-00123-A1
OUT-00124,outbound,India-Nepal,GPay,P2M-QR,Android,2026-05-28,5000.0,success,16.0,success,23.5,success,5.5,success,11.3,success,12.4,converted,,,,68.7,2026-W22,1,False,OUT-00124-A1
OUT-00125,outbound,India-UAE,GPay,P2M-QR,Android,2026-05-05,5000.0,success,11.0,success,59.5,success,2.2,success,14.3,success,15.4,converted,,,,102.4,2026-W19,1,False,OUT-00125-A1
OUT-00126,outbound,India-Singapore,BHIM,P2M-QR,Android,2026-07-08,5000.0,success,17.8,success,39.0,success,20.9,success,38.8,success,20.6,converted,,,,137.1,2026-W28,1,False,OUT-00126-A1
OUT-00127,outbound,India-France,Paytm,P2P-Linkage,Android,2026-05-31,5000.0,success,20.9,drop_technical_fail,32.0,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,technical_fail,Merchant QR/scheme not bridged to NIPL,52.9,2026-W22,1,False,OUT-00127-A1
OUT-00128,outbound,India-UAE,Paytm,P2M-QR,Android,2026-07-25,2500.0,success,18.9,drop_business_decline,22.1,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,41.0,2026-W30,1,False,OUT-00128-A1
OUT-00129,outbound,India-Mauritius,GPay,P2M-QR,iOS,2026-06-10,5000.0,success,31.9,success,14.5,success,11.4,success,12.5,success,50.1,converted,,,,120.4,2026-W24,1,False,OUT-00129-A1
OUT-00130,outbound,India-Sri Lanka,PhonePe,P2P-Linkage,Android,2026-05-24,50000.0,success,22.9,success,105.0,success,25.4,success,6.0,drop_technical_fail,45.2,dropped,payment_settlement,technical_fail,Settlement timeout with local PSP,204.5,2026-W21,1,False,OUT-00130-A1
OUT-00131,outbound,India-UAE,BHIM,P2M-QR,Android,2026-06-10,2500.0,success,11.4,success,2.3,success,10.3,success,10.4,success,20.2,converted,,,,54.6,2026-W24,1,False,OUT-00131-A1
OUT-00132,outbound,India-Sri Lanka,PhonePe,P2P-Linkage,iOS,2026-05-19,50000.0,success,9.1,success,23.2,drop_business_decline,29.6,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,61.9,2026-W21,1,False,OUT-00132-A1
OUT-00133,outbound,India-Bhutan,Paytm,P2P-Linkage,Android,2026-05-28,100000.0,success,2.3,success,16.0,success,6.5,success,13.3,success,17.4,converted,,,,55.5,2026-W22,1,False,OUT-00133-A1
OUT-00134,outbound,India-Bhutan,BHIM,P2P-Linkage,Android,2026-07-17,5000.0,success,13.8,success,19.6,success,10.8,success,10.8,success,19.1,converted,,,,74.1,2026-W29,1,False,OUT-00134-A1
OUT-00135,outbound,India-Mauritius,GPay,P2M-QR,Android,2026-05-13,25000.0,success,12.4,success,26.8,success,7.2,success,11.0,success,7.2,converted,,,,64.6,2026-W20,1,False,OUT-00135-A1
OUT-00136,outbound,India-Singapore,Bank-Native App,P2M-QR,Android,2026-05-11,25000.0,success,8.6,drop_user_abandon,30.4,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",39.0,2026-W20,1,False,OUT-00136-A1
OUT-00137,outbound,India-Singapore,BHIM,P2P-Linkage,Android,2026-07-20,50000.0,success,7.9,success,15.7,drop_technical_fail,17.3,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,40.9,2026-W30,1,False,OUT-00137-A1
OUT-00138,outbound,India-Sri Lanka,GPay,P2M-QR,Android,2026-05-10,10000.0,success,5.4,drop_user_abandon,18.2,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",23.6,2026-W19,1,False,OUT-00138-A1
OUT-00139,outbound,India-Mauritius,PhonePe,P2M-QR,Android,2026-07-15,5000.0,success,15.2,success,20.2,success,10.6,success,15.5,success,10.3,converted,,,,71.8,2026-W29,1,False,OUT-00139-A1
OUT-00140,outbound,India-UAE,PhonePe,P2M-QR,iOS,2026-05-06,100000.0,success,41.4,success,20.2,drop_business_decline,3.9,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,65.5,2026-W19,1,False,OUT-00140-A1
OUT-00141,outbound,India-Sri Lanka,BHIM,P2P-Linkage,iOS,2026-07-07,2500.0,success,20.3,success,28.5,success,46.6,success,9.7,success,11.7,converted,,,,116.8,2026-W28,1,False,OUT-00141-A1
OUT-00142,outbound,India-Singapore,Paytm,P2M-QR,Android,2026-06-24,2500.0,success,7.0,success,7.9,success,1.0,success,12.8,success,22.4,converted,,,,51.1,2026-W26,1,False,OUT-00142-A1
OUT-00143,outbound,India-France,Bank-Native App,P2M-QR,Android,2026-05-08,5000.0,success,20.7,success,13.7,success,26.2,success,0.1,success,9.5,converted,,,,70.2,2026-W19,1,False,OUT-00143-A1
OUT-00144,outbound,India-Bhutan,BHIM,P2M-QR,iOS,2026-05-28,5000.0,success,21.9,success,4.1,success,37.5,success,19.0,success,9.8,converted,,,,92.3,2026-W22,1,False,OUT-00144-A1
OUT-00145,outbound,India-UAE,Bank-Native App,P2P-Linkage,Android,2026-05-06,10000.0,success,8.9,success,47.4,drop_technical_fail,20.5,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,76.8,2026-W19,1,False,OUT-00145-A1
OUT-00146,outbound,India-Mauritius,GPay,P2M-QR,Android,2026-06-29,5000.0,success,10.7,success,43.4,success,24.3,success,11.4,success,3.2,converted,,,,93.0,2026-W27,1,False,OUT-00146-A1
OUT-00147,outbound,India-Nepal,GPay,P2M-QR,iOS,2026-05-16,2500.0,success,24.1,success,2.1,success,7.0,success,26.7,success,23.4,converted,,,,83.3,2026-W20,1,False,OUT-00147-A1
OUT-00148,outbound,India-Mauritius,BHIM,P2P-Linkage,Android,2026-07-20,10000.0,success,30.1,success,8.2,success,75.4,success,7.3,drop_business_decline,5.5,dropped,payment_settlement,business_decline,Local PSP rejected settlement,126.5,2026-W30,1,False,OUT-00148-A1
OUT-00149,outbound,India-Bhutan,Bank-Native App,P2P-Linkage,iOS,2026-05-09,2500.0,success,13.8,success,34.9,success,27.1,success,16.1,success,1.8,converted,,,,93.7,2026-W19,1,False,OUT-00149-A1
OUT-00150,outbound,India-UAE,PhonePe,P2M-QR,Android,2026-07-15,2500.0,success,7.7,success,39.4,drop_user_abandon,7.8,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,54.9,2026-W29,1,False,OUT-00150-A1
OUT-00151,outbound,India-UAE,PhonePe,P2M-QR,iOS,2026-06-19,2500.0,success,2.3,success,49.2,success,26.0,success,8.0,success,16.2,converted,,,,101.7,2026-W25,1,False,OUT-00151-A1
OUT-00152,outbound,India-Sri Lanka,GPay,P2P-Linkage,Android,2026-06-03,2500.0,success,27.0,success,16.5,success,20.5,drop_business_decline,10.6,not_reached,,dropped,authentication,business_decline,Risk engine false-positive block,74.6,2026-W23,1,False,OUT-00152-A1
OUT-00153,outbound,India-Nepal,Paytm,P2P-Linkage,Android,2026-05-20,2500.0,success,23.0,success,14.4,drop_business_decline,11.9,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,49.3,2026-W21,1,False,OUT-00153-A1
OUT-00154,outbound,India-Nepal,Paytm,P2M-QR,Android,2026-06-07,2500.0,success,11.8,success,10.2,success,26.8,success,7.0,success,6.7,converted,,,,62.5,2026-W23,1,False,OUT-00154-A1
OUT-00155,outbound,India-Nepal,Paytm,P2M-QR,iOS,2026-06-17,100000.0,success,15.7,success,18.3,success,41.5,success,10.0,success,25.8,converted,,,,111.3,2026-W25,1,False,OUT-00155-A1
OUT-00156,outbound,India-UAE,BHIM,P2M-QR,Android,2026-06-18,100000.0,success,30.5,success,40.0,success,31.6,success,18.8,success,44.9,converted,,,,165.8,2026-W25,1,False,OUT-00156-A1
OUT-00157,outbound,India-UAE,Bank-Native App,P2M-QR,Android,2026-06-27,25000.0,success,2.3,success,16.9,success,27.1,success,20.9,success,22.2,converted,,,,89.4,2026-W26,1,False,OUT-00157-A1
OUT-00158,outbound,India-Bhutan,Paytm,P2M-QR,Android,2026-07-20,5000.0,success,2.6,drop_business_decline,28.4,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,31.0,2026-W30,1,False,OUT-00158-A1
OUT-00159,outbound,India-Sri Lanka,BHIM,P2P-Linkage,Android,2026-06-11,2500.0,success,2.2,success,18.4,success,22.2,success,18.0,success,19.6,converted,,,,80.4,2026-W24,1,False,OUT-00159-A1
OUT-00160,outbound,India-Mauritius,Bank-Native App,P2M-QR,iOS,2026-07-21,5000.0,success,2.0,success,31.6,drop_user_abandon,15.7,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,49.3,2026-W30,1,False,OUT-00160-A1
OUT-00161,outbound,India-Singapore,BHIM,P2M-QR,Android,2026-05-23,2500.0,success,12.5,success,39.7,success,21.0,success,37.8,success,3.0,converted,,,,114.0,2026-W21,1,False,OUT-00161-A1
OUT-00162,outbound,India-Bhutan,Bank-Native App,P2M-QR,Android,2026-07-23,2500.0,success,33.9,success,44.4,drop_business_decline,14.3,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,92.6,2026-W30,1,False,OUT-00162-A1
OUT-00163,outbound,India-Sri Lanka,PhonePe,P2M-QR,Android,2026-06-12,5000.0,success,7.5,success,10.3,success,9.3,success,6.3,success,39.3,converted,,,,72.7,2026-W24,1,False,OUT-00163-A1
OUT-00164,outbound,India-Singapore,PhonePe,P2M-QR,iOS,2026-06-04,50000.0,drop_user_abandon,30.1,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,user_abandon,Did not discover international toggle,30.1,2026-W23,1,False,OUT-00164-A1
OUT-00165,outbound,India-Mauritius,PhonePe,P2P-Linkage,iOS,2026-06-30,5000.0,success,5.7,drop_user_abandon,57.7,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",63.4,2026-W27,1,False,OUT-00165-A1
OUT-00166,outbound,India-Nepal,Paytm,P2P-Linkage,Android,2026-05-28,2500.0,success,6.5,drop_technical_fail,24.4,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,technical_fail,Merchant QR/scheme not bridged to NIPL,30.9,2026-W22,1,False,OUT-00166-A1
OUT-00167,outbound,India-Nepal,BHIM,P2P-Linkage,Android,2026-06-30,2500.0,success,9.4,success,16.1,success,27.3,success,14.2,success,41.5,converted,,,,108.5,2026-W27,1,False,OUT-00167-A1
OUT-00168,outbound,India-France,Bank-Native App,P2P-Linkage,Android,2026-05-09,25000.0,success,7.4,success,3.3,success,2.2,success,9.5,success,29.0,converted,,,,51.4,2026-W19,1,False,OUT-00168-A1
OUT-00169,outbound,India-Nepal,BHIM,P2M-QR,iOS,2026-06-25,5000.0,success,29.7,success,26.9,success,15.2,success,9.4,success,15.8,converted,,,,97.0,2026-W26,1,False,OUT-00169-A1
OUT-00170,outbound,India-UAE,BHIM,P2M-QR,Android,2026-05-13,10000.0,success,2.2,success,14.8,success,53.5,success,2.9,success,14.7,converted,,,,88.1,2026-W20,1,False,OUT-00170-A1
OUT-00171,outbound,India-Nepal,Paytm,P2P-Linkage,iOS,2026-05-01,2500.0,success,6.5,success,43.9,success,14.6,success,13.3,success,16.4,converted,,,,94.7,2026-W18,1,False,OUT-00171-A1
OUT-00172,outbound,India-Nepal,PhonePe,P2P-Linkage,Android,2026-06-09,10000.0,success,7.4,success,37.2,drop_business_decline,2.5,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,47.1,2026-W24,1,False,OUT-00172-A1
OUT-00173,outbound,India-Nepal,BHIM,P2P-Linkage,iOS,2026-06-11,10000.0,success,9.4,success,13.6,success,44.6,success,20.7,success,15.1,converted,,,,103.4,2026-W24,1,False,OUT-00173-A1
OUT-00174,outbound,India-Singapore,BHIM,P2P-Linkage,Android,2026-06-18,50000.0,success,28.2,success,30.0,success,9.7,success,18.4,success,16.3,converted,,,,102.6,2026-W25,1,False,OUT-00174-A1
OUT-00175,outbound,India-Bhutan,Bank-Native App,P2M-QR,Android,2026-06-11,2500.0,success,9.9,success,20.1,success,28.9,success,2.2,success,5.9,converted,,,,67.0,2026-W24,1,False,OUT-00175-A1
OUT-00176,outbound,India-Singapore,GPay,P2P-Linkage,Android,2026-06-28,100000.0,success,26.2,success,28.7,drop_user_abandon,19.8,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,74.7,2026-W26,1,False,OUT-00176-A1
OUT-00177,outbound,India-Nepal,PhonePe,P2M-QR,iOS,2026-06-23,50000.0,success,5.2,success,34.8,success,42.8,success,9.5,success,6.9,converted,,,,99.2,2026-W26,1,False,OUT-00177-A1
OUT-00178,outbound,India-UAE,PhonePe,P2M-QR,Android,2026-07-01,10000.0,success,19.3,drop_business_decline,30.2,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,49.5,2026-W27,1,False,OUT-00178-A1
OUT-00179,outbound,India-France,Paytm,P2M-QR,Android,2026-05-08,100000.0,success,8.5,success,25.1,drop_business_decline,36.2,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,69.8,2026-W19,1,False,OUT-00179-A1
OUT-00180,outbound,India-Singapore,GPay,P2M-QR,iOS,2026-07-09,10000.0,success,18.2,success,11.7,drop_technical_fail,5.4,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,35.3,2026-W28,1,False,OUT-00180-A1
OUT-00181,outbound,India-Singapore,Bank-Native App,P2M-QR,Android,2026-06-18,10000.0,success,8.5,success,43.4,drop_technical_fail,24.7,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,76.6,2026-W25,1,False,OUT-00181-A1
OUT-00182,outbound,India-Bhutan,Paytm,P2M-QR,Android,2026-07-18,2500.0,success,42.6,success,10.8,success,9.7,success,17.6,success,11.7,converted,,,,92.4,2026-W29,1,False,OUT-00182-A1
OUT-00183,outbound,India-Bhutan,Bank-Native App,P2M-QR,iOS,2026-06-27,2500.0,success,34.1,success,57.8,drop_user_abandon,13.2,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,105.1,2026-W26,1,False,OUT-00183-A1
OUT-00184,outbound,India-Nepal,Paytm,P2M-QR,Android,2026-07-18,50000.0,success,22.7,success,0.9,success,24.5,success,34.0,success,18.8,converted,,,,100.9,2026-W29,1,False,OUT-00184-A1
OUT-00185,outbound,India-Sri Lanka,PhonePe,P2M-QR,iOS,2026-05-23,25000.0,success,13.0,success,19.5,drop_technical_fail,21.1,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,53.6,2026-W21,1,False,OUT-00185-A1
OUT-00186,outbound,India-Mauritius,GPay,P2M-QR,iOS,2026-06-11,2500.0,drop_technical_fail,36.5,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,technical_fail,Bank not enabled for corridor,36.5,2026-W24,1,False,OUT-00186-A1
OUT-00187,outbound,India-Bhutan,Paytm,P2M-QR,Android,2026-06-25,2500.0,success,15.8,success,57.3,success,11.2,success,41.1,success,34.7,converted,,,,160.1,2026-W26,1,False,OUT-00187-A1
OUT-00188,outbound,India-Nepal,Paytm,P2P-Linkage,iOS,2026-06-29,10000.0,success,10.7,success,15.0,drop_user_abandon,32.9,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,58.6,2026-W27,1,False,OUT-00188-A1
OUT-00189,outbound,India-Nepal,BHIM,P2M-QR,iOS,2026-06-05,50000.0,success,4.3,success,10.4,success,10.6,success,4.8,success,22.7,converted,,,,52.8,2026-W23,1,False,OUT-00189-A1
OUT-00190,outbound,India-Mauritius,Paytm,P2M-QR,iOS,2026-06-28,5000.0,success,6.4,success,18.2,drop_user_abandon,19.4,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,44.0,2026-W26,1,False,OUT-00190-A1
OUT-00191,outbound,India-Singapore,Bank-Native App,P2M-QR,Android,2026-05-30,2500.0,success,6.0,success,7.0,drop_technical_fail,9.4,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,22.4,2026-W22,1,False,OUT-00191-A1
OUT-00192,outbound,India-Bhutan,BHIM,P2P-Linkage,Android,2026-07-08,25000.0,success,16.2,drop_user_abandon,9.6,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",25.8,2026-W28,1,False,OUT-00192-A1
OUT-00193,outbound,India-Sri Lanka,GPay,P2M-QR,iOS,2026-07-06,2500.0,success,2.3,success,13.6,success,10.8,success,3.4,success,29.3,converted,,,,59.4,2026-W28,1,False,OUT-00193-A1
OUT-00194,outbound,India-UAE,Paytm,P2M-QR,Android,2026-06-18,10000.0,drop_technical_fail,7.6,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,technical_fail,Bank not enabled for corridor,7.6,2026-W25,1,False,OUT-00194-A1
OUT-00195,outbound,India-Nepal,Bank-Native App,P2M-QR,Android,2026-05-12,5000.0,success,13.8,success,5.9,success,37.8,success,12.4,success,13.3,converted,,,,83.2,2026-W20,1,False,OUT-00195-A1
OUT-00196,outbound,India-Mauritius,BHIM,P2M-QR,Android,2026-07-02,10000.0,success,16.0,success,27.1,drop_technical_fail,26.9,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,70.0,2026-W27,1,False,OUT-00196-A1
OUT-00197,outbound,India-UAE,PhonePe,P2M-QR,Android,2026-05-06,5000.0,success,19.7,success,113.3,success,12.0,success,9.1,success,18.4,converted,,,,172.5,2026-W19,1,False,OUT-00197-A1
OUT-00198,outbound,India-Nepal,GPay,P2M-QR,Android,2026-05-16,2500.0,success,3.2,success,29.7,success,9.7,success,5.9,success,31.1,converted,,,,79.6,2026-W20,1,False,OUT-00198-A1
OUT-00199,outbound,India-Nepal,PhonePe,P2P-Linkage,Android,2026-07-12,100000.0,success,15.2,success,8.3,success,25.1,success,4.2,success,4.1,converted,,,,56.9,2026-W28,1,False,OUT-00199-A1
OUT-00200,outbound,India-Nepal,GPay,P2P-Linkage,iOS,2026-05-30,100000.0,success,11.3,success,12.4,success,35.4,success,14.2,success,9.5,converted,,,,82.8,2026-W22,1,False,OUT-00200-A1
OUT-00201,outbound,India-UAE,GPay,P2M-QR,Android,2026-06-26,5000.0,success,3.8,success,39.9,drop_technical_fail,3.1,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,46.8,2026-W26,1,False,OUT-00201-A1
OUT-00202,outbound,India-UAE,GPay,P2M-QR,Android,2026-07-24,100000.0,success,20.8,success,53.7,drop_business_decline,11.2,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,85.7,2026-W30,1,False,OUT-00202-A1
OUT-00203,outbound,India-Sri Lanka,BHIM,P2M-QR,iOS,2026-05-27,2500.0,success,16.2,success,25.7,success,30.7,success,9.7,drop_technical_fail,11.1,dropped,payment_settlement,technical_fail,Settlement timeout with local PSP,93.4,2026-W22,1,False,OUT-00203-A1
OUT-00204,outbound,India-Singapore,BHIM,P2M-QR,Android,2026-06-03,50000.0,success,17.0,success,26.8,success,12.9,success,7.7,success,1.9,converted,,,,66.3,2026-W23,1,False,OUT-00204-A1
OUT-00205,outbound,India-UAE,PhonePe,P2M-QR,Android,2026-06-20,5000.0,success,8.4,success,40.1,success,12.0,success,12.3,success,9.2,converted,,,,82.0,2026-W25,1,False,OUT-00205-A1
OUT-00206,outbound,India-Nepal,GPay,P2M-QR,Android,2026-05-15,2500.0,success,26.2,drop_user_abandon,28.5,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",54.7,2026-W20,1,False,OUT-00206-A1
OUT-00207,outbound,India-Sri Lanka,Bank-Native App,P2P-Linkage,Android,2026-06-19,5000.0,success,28.0,success,11.3,success,3.3,success,17.3,success,22.9,converted,,,,82.8,2026-W25,1,False,OUT-00207-A1
OUT-00208,outbound,India-Bhutan,Bank-Native App,P2M-QR,Android,2026-07-18,2500.0,success,13.9,success,28.6,success,12.6,success,17.4,success,18.2,converted,,,,90.7,2026-W29,1,False,OUT-00208-A1
OUT-00209,outbound,India-Nepal,PhonePe,P2M-QR,iOS,2026-06-17,50000.0,success,6.6,drop_business_decline,11.8,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,18.4,2026-W25,1,False,OUT-00209-A1
OUT-00210,outbound,India-France,BHIM,P2M-QR,Android,2026-05-30,5000.0,success,19.0,drop_business_decline,15.9,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,34.9,2026-W22,1,False,OUT-00210-A1
OUT-00211,outbound,India-Bhutan,PhonePe,P2P-Linkage,iOS,2026-05-30,10000.0,success,8.0,success,8.5,success,21.2,success,9.4,success,9.9,converted,,,,57.0,2026-W22,1,False,OUT-00211-A1
OUT-00212,outbound,India-France,PhonePe,P2M-QR,iOS,2026-07-13,5000.0,success,20.6,success,26.8,success,34.3,success,16.6,success,44.0,converted,,,,142.3,2026-W29,1,False,OUT-00212-A1
OUT-00213,outbound,India-Nepal,Paytm,P2M-QR,Android,2026-06-14,50000.0,success,14.7,success,21.0,drop_user_abandon,18.5,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,54.2,2026-W24,1,False,OUT-00213-A1
OUT-00214,outbound,India-UAE,Paytm,P2M-QR,Android,2026-06-28,5000.0,success,17.7,drop_technical_fail,35.0,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,technical_fail,Merchant QR/scheme not bridged to NIPL,52.7,2026-W26,1,False,OUT-00214-A1
OUT-00215,outbound,India-Mauritius,BHIM,P2P-Linkage,Android,2026-07-22,2500.0,success,14.4,drop_business_decline,69.1,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,83.5,2026-W30,1,False,OUT-00215-A1
OUT-00216,outbound,India-Nepal,Bank-Native App,P2M-QR,Android,2026-06-08,25000.0,success,8.5,success,33.0,drop_business_decline,43.6,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,85.1,2026-W24,1,False,OUT-00216-A1
OUT-00217,outbound,India-Singapore,PhonePe,P2P-Linkage,Android,2026-05-28,50000.0,success,3.8,success,72.0,drop_technical_fail,42.6,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,118.4,2026-W22,1,False,OUT-00217-A1
OUT-00218,outbound,India-France,GPay,P2M-QR,iOS,2026-06-16,5000.0,drop_user_abandon,1.2,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,user_abandon,Did not discover international toggle,1.2,2026-W25,1,False,OUT-00218-A1
