user_id,journey_type,source_country,onboarding_channel,traveller_type,device,date,trip_days,onboarding_status,onboarding_duration_sec,kyc_verification_status,kyc_verification_duration_sec,wallet_funding_status,wallet_funding_duration_sec,payment_p2m_status,payment_p2m_duration_sec,authentication_status,authentication_duration_sec,exit_refund_status,exit_refund_duration_sec,final_outcome,drop_stage,drop_reason_category,drop_reason_detail,total_time_minutes,cohort_week,attempt_number,is_repeat,attempt_id
IN-00107,inbound,Bhutan,Airport Kiosk,Tourist,iOS,2026-06-10,10,drop_technical_fail,89.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,89.0,2026-W24,1,False,IN-00107-A1
IN-00108,inbound,UK,Airport Kiosk,NRI,iOS,2026-06-28,7,success,12.2,drop_business_decline,56.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,68.9,2026-W26,1,False,IN-00108-A1
IN-00109,inbound,France,Authorized Issuer App,Tourist,Android,2026-05-06,10,drop_technical_fail,17.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,17.8,2026-W19,1,False,IN-00109-A1
IN-00110,inbound,UAE,Hotel Partner Onboarding,Tourist,Android,2026-07-17,14,success,49.6,success,8.3,success,20.0,success,4.1,success,7.9,success,71.9,converted,,,,161.8,2026-W29,1,False,IN-00110-A1
IN-00111,inbound,Singapore,Authorized Issuer App,Tourist,iOS,2026-06-06,5,success,27.5,drop_technical_fail,106.9,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,134.4,2026-W23,1,False,IN-00111-A1
IN-00112,inbound,France,Airport Kiosk,NRI,Android,2026-07-21,5,success,14.1,success,24.3,drop_user_abandon,13.5,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,user_abandon,Minimum load amount too high to trial,51.9,2026-W30,1,False,IN-00112-A1
IN-00113,inbound,UK,Authorized Issuer App,Student,iOS,2026-05-12,7,drop_technical_fail,32.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,32.9,2026-W20,1,False,IN-00113-A1
IN-00114,inbound,Bhutan,Airport Kiosk,Tourist,Android,2026-06-27,10,success,9.6,success,10.7,success,31.9,success,8.1,success,3.8,success,20.6,converted,,,,84.7,2026-W26,1,False,IN-00114-A1
IN-00115,inbound,UAE,Authorized Issuer App,Tourist,Android,2026-05-12,7,drop_technical_fail,35.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,35.1,2026-W20,1,False,IN-00115-A1
IN-00116,inbound,Australia,Hotel Partner Onboarding,Tourist,iOS,2026-07-20,14,success,29.8,success,3.7,success,15.2,success,11.2,success,10.0,success,59.2,converted,,,,129.1,2026-W30,1,False,IN-00116-A1
IN-00117,inbound,Nepal,Authorized Issuer App,Tourist,iOS,2026-07-06,3,success,17.0,drop_user_abandon,18.6,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,35.6,2026-W28,1,False,IN-00117-A1
IN-00118,inbound,Sri Lanka,Airport Kiosk,Tourist,iOS,2026-06-09,5,success,20.3,success,52.6,success,2.0,success,16.2,success,27.3,success,11.7,converted,,,,130.1,2026-W24,1,False,IN-00118-A1
IN-00119,inbound,USA,Authorized Issuer App,Tourist,Android,2026-05-30,5,success,26.1,drop_business_decline,18.2,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,44.3,2026-W22,1,False,IN-00119-A1
IN-00120,inbound,Bhutan,Authorized Issuer App,Business Traveller,iOS,2026-05-01,14,success,4.4,success,59.9,success,18.1,success,17.8,success,8.7,success,52.0,converted,,,,160.9,2026-W18,1,False,IN-00120-A1
IN-00121,inbound,France,Airport Kiosk,Tourist,iOS,2026-06-23,5,drop_technical_fail,15.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,15.8,2026-W26,1,False,IN-00121-A1
IN-00122,inbound,UK,Airport Kiosk,Tourist,iOS,2026-06-24,5,success,81.5,success,37.9,success,16.6,success,3.0,success,7.5,drop_user_abandon,18.7,dropped,exit_refund,user_abandon,Did not complete self-service wallet closure,165.2,2026-W26,1,False,IN-00122-A1
IN-00123,inbound,UK,Airport Kiosk,Tourist,Android,2026-06-29,10,drop_business_decline,37.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,37.2,2026-W27,1,False,IN-00123-A1
IN-00124,inbound,USA,Airport Kiosk,NRI,Android,2026-06-01,14,drop_user_abandon,17.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,17.0,2026-W23,1,False,IN-00124-A1
IN-00125,inbound,UAE,Authorized Issuer App,Tourist,Android,2026-07-22,14,success,15.8,drop_technical_fail,64.5,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,80.3,2026-W30,1,False,IN-00125-A1
IN-00126,inbound,USA,Airport Kiosk,NRI,Android,2026-06-25,10,drop_technical_fail,34.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,34.2,2026-W26,1,False,IN-00126-A1
IN-00127,inbound,Mauritius,Airport Kiosk,NRI,iOS,2026-07-17,5,success,13.0,success,74.3,success,26.0,drop_technical_fail,11.2,not_reached,,not_reached,,dropped,payment_p2m,technical_fail,"Merchant unfamiliar with foreign-linked UPI, hesitated/declined",124.5,2026-W29,1,False,IN-00127-A1
IN-00128,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-06-06,5,drop_technical_fail,37.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,37.0,2026-W23,1,False,IN-00128-A1
IN-00129,inbound,UAE,Authorized Issuer App,NRI,iOS,2026-05-25,5,drop_user_abandon,7.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,7.9,2026-W22,1,False,IN-00129-A1
IN-00130,inbound,UAE,Hotel Partner Onboarding,Tourist,iOS,2026-05-18,3,drop_technical_fail,12.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,12.2,2026-W21,1,False,IN-00130-A1
IN-00131,inbound,UK,Authorized Issuer App,NRI,Android,2026-07-01,7,success,103.0,success,10.7,success,3.9,success,5.5,success,21.5,success,4.1,converted,,,,148.7,2026-W27,1,False,IN-00131-A1
IN-00132,inbound,UK,Airport Kiosk,Tourist,Android,2026-07-15,3,drop_business_decline,41.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,41.8,2026-W29,1,False,IN-00132-A1
IN-00133,inbound,Australia,Hotel Partner Onboarding,Business Traveller,Android,2026-06-20,5,success,0.2,success,63.4,success,0.7,success,18.0,success,14.6,success,10.5,converted,,,,107.4,2026-W25,1,False,IN-00133-A1
IN-00134,inbound,UK,Airport Kiosk,NRI,Android,2026-05-02,5,drop_user_abandon,82.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,82.2,2026-W18,1,False,IN-00134-A1
IN-00135,inbound,Nepal,Airport Kiosk,NRI,Android,2026-07-11,5,success,3.7,success,28.5,drop_technical_fail,25.4,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,technical_fail,International card declined by issuer (cross-border block),57.6,2026-W28,1,False,IN-00135-A1
IN-00136,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-06-18,14,success,18.3,success,6.3,success,3.0,success,11.5,success,8.0,success,8.6,converted,,,,55.7,2026-W25,1,False,IN-00136-A1
IN-00137,inbound,Australia,Airport Kiosk,Tourist,iOS,2026-06-12,14,success,18.2,success,23.0,drop_business_decline,4.3,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,45.5,2026-W24,1,False,IN-00137-A1
IN-00138,inbound,Sri Lanka,Hotel Partner Onboarding,Tourist,iOS,2026-06-17,5,drop_user_abandon,37.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,37.0,2026-W25,1,False,IN-00138-A1
IN-00139,inbound,Bhutan,Authorized Issuer App,Tourist,Android,2026-06-28,21,drop_user_abandon,15.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,15.6,2026-W26,1,False,IN-00139-A1
IN-00140,inbound,Mauritius,Airport Kiosk,Tourist,iOS,2026-07-14,3,success,28.0,success,48.5,success,22.6,success,9.9,success,17.9,success,3.1,converted,,,,130.0,2026-W29,1,False,IN-00140-A1
IN-00141,inbound,Mauritius,Hotel Partner Onboarding,Tourist,Android,2026-05-30,14,success,5.3,success,13.0,success,20.6,success,12.9,success,9.7,success,8.5,converted,,,,70.0,2026-W22,1,False,IN-00141-A1
IN-00142,inbound,USA,Authorized Issuer App,NRI,Android,2026-05-19,3,success,57.3,success,24.3,success,23.1,success,1.6,success,32.1,success,13.0,converted,,,,151.4,2026-W21,1,False,IN-00142-A1
IN-00143,inbound,France,Authorized Issuer App,Tourist,iOS,2026-05-29,5,success,5.5,drop_technical_fail,46.8,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,52.3,2026-W22,1,False,IN-00143-A1
IN-00144,inbound,Singapore,Authorized Issuer App,Tourist,iOS,2026-07-26,5,drop_user_abandon,7.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,7.1,2026-W30,1,False,IN-00144-A1
IN-00145,inbound,France,Authorized Issuer App,Business Traveller,iOS,2026-05-25,5,success,21.9,success,67.3,success,26.3,success,1.3,drop_business_decline,16.0,not_reached,,dropped,authentication,business_decline,Risk engine blocked as anomalous,132.8,2026-W22,1,False,IN-00145-A1
IN-00146,inbound,Sri Lanka,Hotel Partner Onboarding,NRI,iOS,2026-05-21,7,drop_technical_fail,52.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,52.4,2026-W21,1,False,IN-00146-A1
IN-00147,inbound,France,Airport Kiosk,Tourist,Android,2026-05-19,7,success,9.8,success,14.0,success,31.5,success,13.9,success,1.5,success,17.7,converted,,,,88.4,2026-W21,1,False,IN-00147-A1
IN-00148,inbound,France,Authorized Issuer App,Tourist,Android,2026-06-17,10,success,10.0,success,26.5,success,43.7,success,14.4,success,13.4,success,16.4,converted,,,,124.4,2026-W25,1,False,IN-00148-A1
IN-00149,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-05-29,7,success,15.8,drop_business_decline,26.3,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,42.1,2026-W22,1,False,IN-00149-A1
IN-00150,inbound,UK,Authorized Issuer App,Tourist,Android,2026-06-16,5,drop_business_decline,4.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,4.9,2026-W25,1,False,IN-00150-A1
IN-00151,inbound,USA,Airport Kiosk,Tourist,iOS,2026-06-01,7,success,93.6,drop_user_abandon,68.6,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,162.2,2026-W23,1,False,IN-00151-A1
IN-00152,inbound,Singapore,Airport Kiosk,Business Traveller,iOS,2026-05-26,3,success,25.4,success,16.5,success,24.2,drop_user_abandon,11.3,not_reached,,not_reached,,dropped,payment_p2m,user_abandon,"App not localized, hesitated at checkout",77.4,2026-W22,1,False,IN-00152-A1
IN-00153,inbound,Australia,Hotel Partner Onboarding,NRI,Android,2026-06-19,3,drop_technical_fail,27.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,27.7,2026-W25,1,False,IN-00153-A1
IN-00154,inbound,France,Authorized Issuer App,Student,iOS,2026-05-08,5,success,5.4,drop_business_decline,36.8,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,42.2,2026-W19,1,False,IN-00154-A1
IN-00155,inbound,Mauritius,Airport Kiosk,Tourist,Android,2026-06-22,5,success,22.5,drop_user_abandon,57.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,80.2,2026-W26,1,False,IN-00155-A1
IN-00156,inbound,Singapore,Hotel Partner Onboarding,NRI,iOS,2026-05-04,10,drop_user_abandon,4.3,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,4.3,2026-W19,1,False,IN-00156-A1
IN-00157,inbound,Australia,Authorized Issuer App,Business Traveller,Android,2026-07-25,7,success,9.4,success,15.5,success,11.1,success,3.4,success,7.4,success,5.8,converted,,,,52.6,2026-W30,1,False,IN-00157-A1
IN-00158,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-07-11,5,success,43.8,success,45.9,success,18.3,success,14.9,success,10.9,success,141.2,converted,,,,275.0,2026-W28,1,False,IN-00158-A1
IN-00159,inbound,Australia,Authorized Issuer App,Student,iOS,2026-05-18,7,drop_technical_fail,50.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,50.9,2026-W21,1,False,IN-00159-A1
IN-00160,inbound,UK,Hotel Partner Onboarding,Business Traveller,iOS,2026-07-24,7,success,44.7,success,14.1,success,17.2,success,8.0,drop_user_abandon,20.9,not_reached,,dropped,authentication,user_abandon,PIN format mismatch with home-market expectations,104.9,2026-W30,1,False,IN-00160-A1
IN-00161,inbound,Australia,Authorized Issuer App,Tourist,Android,2026-05-02,7,success,52.0,success,22.3,success,15.7,success,40.7,drop_user_abandon,14.7,not_reached,,dropped,authentication,user_abandon,PIN format mismatch with home-market expectations,145.4,2026-W18,1,False,IN-00161-A1
IN-00162,inbound,UK,Authorized Issuer App,Student,iOS,2026-07-25,3,drop_technical_fail,77.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,77.1,2026-W30,1,False,IN-00162-A1
IN-00163,inbound,Australia,Authorized Issuer App,Business Traveller,iOS,2026-05-25,5,success,21.9,success,22.4,drop_user_abandon,23.3,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,user_abandon,Minimum load amount too high to trial,67.6,2026-W22,1,False,IN-00163-A1
IN-00164,inbound,Bhutan,Airport Kiosk,Business Traveller,Android,2026-07-25,7,success,7.7,success,83.3,success,33.5,success,9.7,success,17.0,success,27.3,converted,,,,178.5,2026-W30,1,False,IN-00164-A1
IN-00165,inbound,Singapore,Airport Kiosk,Student,iOS,2026-07-27,7,drop_user_abandon,13.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,13.4,2026-W31,1,False,IN-00165-A1
IN-00166,inbound,Bhutan,Airport Kiosk,NRI,iOS,2026-07-18,10,success,44.0,success,50.2,success,22.8,success,11.5,success,6.6,success,64.7,converted,,,,199.8,2026-W29,1,False,IN-00166-A1
IN-00167,inbound,USA,Hotel Partner Onboarding,Student,iOS,2026-06-23,3,success,18.9,drop_business_decline,23.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,42.6,2026-W26,1,False,IN-00167-A1
IN-00168,inbound,Nepal,Authorized Issuer App,Tourist,Android,2026-06-05,5,success,49.7,success,50.8,success,8.3,success,19.4,success,7.5,drop_business_decline,21.1,dropped,exit_refund,business_decline,FEMA refund rule required manual review,156.8,2026-W23,1,False,IN-00168-A1
IN-00169,inbound,UAE,Authorized Issuer App,Student,Android,2026-05-03,3,drop_business_decline,12.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,12.0,2026-W18,1,False,IN-00169-A1
IN-00170,inbound,Nepal,Hotel Partner Onboarding,Tourist,iOS,2026-05-25,5,drop_technical_fail,52.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,52.4,2026-W22,1,False,IN-00170-A1
IN-00171,inbound,France,Authorized Issuer App,Tourist,Android,2026-06-21,10,drop_user_abandon,20.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,20.4,2026-W25,1,False,IN-00171-A1
IN-00172,inbound,USA,Airport Kiosk,Business Traveller,Android,2026-06-06,7,success,16.8,drop_user_abandon,28.9,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,45.7,2026-W23,1,False,IN-00172-A1
IN-00173,inbound,Sri Lanka,Hotel Partner Onboarding,NRI,Android,2026-05-06,10,success,4.3,success,27.9,success,33.8,success,4.2,success,3.2,drop_technical_fail,27.2,dropped,exit_refund,technical_fail,Refund automation failed to trigger on trip-end,100.6,2026-W19,1,False,IN-00173-A1
IN-00174,inbound,UK,Airport Kiosk,NRI,iOS,2026-05-01,7,success,30.7,success,9.1,success,56.8,success,4.7,success,11.3,drop_business_decline,25.6,dropped,exit_refund,business_decline,FEMA refund rule required manual review,138.2,2026-W18,1,False,IN-00174-A1
IN-00175,inbound,Australia,Authorized Issuer App,Business Traveller,iOS,2026-05-28,21,success,43.8,drop_user_abandon,26.8,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,70.6,2026-W22,1,False,IN-00175-A1
IN-00176,inbound,Bhutan,Authorized Issuer App,Business Traveller,Android,2026-06-24,5,drop_technical_fail,27.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,27.7,2026-W26,1,False,IN-00176-A1
IN-00177,inbound,Singapore,Airport Kiosk,NRI,iOS,2026-06-13,10,success,78.4,success,12.1,success,6.7,success,13.0,success,10.0,success,4.5,converted,,,,124.7,2026-W24,1,False,IN-00177-A1
IN-00178,inbound,Nepal,Hotel Partner Onboarding,NRI,Android,2026-07-13,10,drop_user_abandon,12.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,12.6,2026-W29,1,False,IN-00178-A1
IN-00179,inbound,Bhutan,Airport Kiosk,Tourist,iOS,2026-06-05,10,drop_business_decline,20.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,20.7,2026-W23,1,False,IN-00179-A1
IN-00180,inbound,UK,Airport Kiosk,NRI,iOS,2026-06-30,7,drop_business_decline,16.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,16.4,2026-W27,1,False,IN-00180-A1
IN-00181,inbound,France,Authorized Issuer App,Tourist,iOS,2026-07-02,7,drop_user_abandon,31.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,31.1,2026-W27,1,False,IN-00181-A1
IN-00182,inbound,UAE,Airport Kiosk,Tourist,Android,2026-05-16,21,drop_user_abandon,15.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,15.9,2026-W20,1,False,IN-00182-A1
IN-00183,inbound,Bhutan,Hotel Partner Onboarding,Tourist,Android,2026-05-28,21,success,53.7,success,45.5,drop_business_decline,14.4,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,113.6,2026-W22,1,False,IN-00183-A1
IN-00184,inbound,Nepal,Authorized Issuer App,Tourist,Android,2026-07-13,10,success,20.4,success,53.7,success,35.1,success,5.3,success,4.9,success,31.7,converted,,,,151.1,2026-W29,1,False,IN-00184-A1
IN-00185,inbound,Nepal,Authorized Issuer App,Business Traveller,iOS,2026-05-23,3,success,35.0,success,8.2,success,35.7,success,0.8,success,21.8,success,26.5,converted,,,,128.0,2026-W21,1,False,IN-00185-A1
IN-00186,inbound,Mauritius,Hotel Partner Onboarding,Business Traveller,Android,2026-05-16,21,success,10.2,success,13.0,success,24.7,success,6.4,success,6.3,success,18.6,converted,,,,79.2,2026-W20,1,False,IN-00186-A1
IN-00187,inbound,Sri Lanka,Airport Kiosk,NRI,iOS,2026-05-10,5,success,8.5,success,18.0,success,3.9,success,12.2,success,15.2,success,81.7,converted,,,,139.5,2026-W19,1,False,IN-00187-A1
IN-00188,inbound,Singapore,Airport Kiosk,NRI,iOS,2026-07-04,7,success,35.9,drop_business_decline,18.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,54.6,2026-W27,1,False,IN-00188-A1
IN-00189,inbound,Bhutan,Authorized Issuer App,Tourist,Android,2026-05-13,10,drop_technical_fail,18.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,18.6,2026-W20,1,False,IN-00189-A1
IN-00190,inbound,Singapore,Authorized Issuer App,Tourist,Android,2026-07-01,10,success,4.2,success,48.2,success,7.4,success,5.1,drop_business_decline,19.1,not_reached,,dropped,authentication,business_decline,Risk engine blocked as anomalous,84.0,2026-W27,1,False,IN-00190-A1
IN-00191,inbound,France,Airport Kiosk,Business Traveller,Android,2026-05-22,10,drop_business_decline,35.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,35.4,2026-W21,1,False,IN-00191-A1
IN-00192,inbound,UAE,Hotel Partner Onboarding,Tourist,Android,2026-06-16,5,success,45.3,success,77.3,success,20.7,success,4.9,success,0.6,success,24.3,converted,,,,173.1,2026-W25,1,False,IN-00192-A1
IN-00193,inbound,Australia,Authorized Issuer App,NRI,iOS,2026-07-23,10,drop_technical_fail,7.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,7.5,2026-W30,1,False,IN-00193-A1
IN-00194,inbound,Sri Lanka,Hotel Partner Onboarding,Tourist,Android,2026-07-16,10,success,13.9,success,55.1,success,18.0,success,7.9,success,7.3,success,50.0,converted,,,,152.2,2026-W29,1,False,IN-00194-A1
IN-00195,inbound,Sri Lanka,Hotel Partner Onboarding,Tourist,Android,2026-06-08,21,drop_business_decline,14.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,14.9,2026-W24,1,False,IN-00195-A1
IN-00196,inbound,USA,Authorized Issuer App,Student,Android,2026-05-19,10,drop_technical_fail,80.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,80.2,2026-W21,1,False,IN-00196-A1
IN-00197,inbound,Nepal,Authorized Issuer App,Student,Android,2026-07-25,21,drop_user_abandon,37.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,37.2,2026-W30,1,False,IN-00197-A1
IN-00198,inbound,Nepal,Hotel Partner Onboarding,NRI,Android,2026-06-16,7,drop_technical_fail,36.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,36.6,2026-W25,1,False,IN-00198-A1
IN-00199,inbound,Sri Lanka,Airport Kiosk,Tourist,Android,2026-06-09,7,success,17.5,success,11.9,success,68.1,success,9.3,success,3.3,success,36.3,converted,,,,146.4,2026-W24,1,False,IN-00199-A1
IN-00200,inbound,Nepal,Airport Kiosk,Business Traveller,iOS,2026-07-11,3,drop_business_decline,19.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,19.0,2026-W28,1,False,IN-00200-A1
IN-00201,inbound,UAE,Authorized Issuer App,Business Traveller,iOS,2026-07-19,5,drop_business_decline,10.7,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,10.7,2026-W29,1,False,IN-00201-A1
IN-00202,inbound,France,Airport Kiosk,NRI,Android,2026-06-06,21,drop_business_decline,47.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,47.4,2026-W23,1,False,IN-00202-A1
IN-00203,inbound,Nepal,Hotel Partner Onboarding,Tourist,iOS,2026-05-02,5,success,47.7,drop_user_abandon,47.8,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,95.5,2026-W18,1,False,IN-00203-A1
IN-00204,inbound,France,Authorized Issuer App,Business Traveller,iOS,2026-05-27,10,success,80.3,drop_technical_fail,57.2,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,137.5,2026-W22,1,False,IN-00204-A1
IN-00205,inbound,Bhutan,Airport Kiosk,Tourist,iOS,2026-05-23,7,success,9.8,success,20.9,success,11.3,success,6.2,success,12.0,success,113.3,converted,,,,173.5,2026-W21,1,False,IN-00205-A1
IN-00206,inbound,Singapore,Airport Kiosk,Student,Android,2026-07-18,3,success,87.0,success,48.7,success,10.2,success,3.7,success,8.3,success,52.4,converted,,,,210.3,2026-W29,1,False,IN-00206-A1
IN-00207,inbound,Sri Lanka,Airport Kiosk,Tourist,iOS,2026-06-30,3,drop_user_abandon,8.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,8.9,2026-W27,1,False,IN-00207-A1
IN-00208,inbound,Singapore,Authorized Issuer App,Tourist,Android,2026-05-06,5,success,7.3,success,53.1,success,19.5,success,18.6,drop_technical_fail,16.7,not_reached,,dropped,authentication,technical_fail,PIN reset failed - no Indian mobile number for OTP,115.2,2026-W19,1,False,IN-00208-A1
IN-00209,inbound,UAE,Airport Kiosk,Business Traveller,Android,2026-05-21,5,success,3.5,drop_user_abandon,93.1,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,96.6,2026-W21,1,False,IN-00209-A1
IN-00210,inbound,France,Airport Kiosk,Tourist,Android,2026-06-01,3,success,16.0,success,83.6,success,18.5,success,17.6,drop_business_decline,10.1,not_reached,,dropped,authentication,business_decline,Risk engine blocked as anomalous,145.8,2026-W23,1,False,IN-00210-A1
IN-00211,inbound,UK,Airport Kiosk,NRI,Android,2026-05-24,14,drop_user_abandon,52.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,52.8,2026-W21,1,False,IN-00211-A1
IN-00212,inbound,Mauritius,Authorized Issuer App,Business Traveller,Android,2026-05-31,10,drop_business_decline,8.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,8.1,2026-W22,1,False,IN-00212-A1
IN-00213,inbound,Bhutan,Authorized Issuer App,Student,iOS,2026-06-08,5,success,10.4,success,42.9,success,18.9,success,4.2,success,1.7,success,42.9,converted,,,,121.0,2026-W24,1,False,IN-00213-A1
