ledger_id,user_id,event,amount_inr,fx_source_currency,balance_after_inr,ts,channel
WAL_c71dffcfc5,U_cf39d29d7e,SPEND,-798.21,REST,11818.62,2026-01-05T07:00:00,QR
WAL_c26cc1931d,U_d6c81ec4ac,LOAD,17163.33,CA,17163.33,2024-12-10T08:00:00,APP
WAL_0125485649,U_d6c81ec4ac,SPEND,-1157.82,CA,16005.51,2024-12-10T08:00:00,QR
WAL_eb34fcf061,U_d6c81ec4ac,SPEND,-1162.88,CA,14842.63,2024-12-14T03:00:00,QR
WAL_785d6d82fa,U_d6c81ec4ac,SPEND,-731.59,CA,14111.04,2024-12-12T06:00:00,QR
WAL_4addb5c666,U_d6c81ec4ac,SPEND,-2852.44,CA,11258.6,2024-12-12T18:00:00,QR
WAL_54ab4790c1,U_d6c81ec4ac,SPEND,-974.61,CA,10283.99,2024-12-13T17:00:00,QR
WAL_a571062102,U_d6c81ec4ac,SPEND,-623.02,CA,9660.97,2024-12-10T08:00:00,QR
WAL_92e307a39d,U_d6c81ec4ac,SPEND,-873.82,CA,8787.15,2024-12-16T07:00:00,QR
WAL_c003254406,U_d6c81ec4ac,SPEND,-4150.17,CA,4636.98,2024-12-14T15:00:00,QR
WAL_a019d3e854,U_d6c81ec4ac,SPEND,-1602.3,CA,3034.68,2024-12-17T22:00:00,QR
WAL_dab486645d,U_d6c81ec4ac,SPEND,-3680.57,CA,-645.89,2024-12-11T01:00:00,QR
WAL_d6b41bf992,U_d6c81ec4ac,LOAD,14793.05,CA,14147.16,2024-12-15T21:00:00,APP
WAL_5c1a24df77,U_d6c81ec4ac,SPEND,-1687.2,CA,12459.96,2024-12-17T17:00:00,QR
WAL_6c3162471c,U_d6c81ec4ac,SPEND,-3089.96,CA,9370.0,2024-12-10T16:00:00,QR
WAL_2f09979cab,U_d6c81ec4ac,SPEND,-1611.65,CA,7758.35,2024-12-17T14:00:00,QR
WAL_b100572ffd,U_d6c81ec4ac,SPEND,-389.14,CA,7369.21,2024-12-17T22:00:00,QR
WAL_e1a32ddc64,U_d6c81ec4ac,SPEND,-1314.21,CA,6055.0,2024-12-12T15:00:00,QR
WAL_c95fef3dc8,U_d6c81ec4ac,LOAD,2909.93,CA,2909.93,2026-02-19T05:00:00,APP
WAL_738dd7263f,U_d6c81ec4ac,SPEND,-752.43,CA,2157.5,2026-02-19T05:00:00,QR
WAL_3ede11ff2d,U_d6c81ec4ac,SPEND,-1926.43,CA,231.07,2026-02-19T18:00:00,QR
WAL_08aabd19e8,U_d6c81ec4ac,SPEND,-3003.65,CA,-2772.58,2026-02-09T09:00:00,QR
WAL_038d6d4c0c,U_d6c81ec4ac,LOAD,12520.93,CA,9748.35,2026-02-24T01:00:00,APP
WAL_6a27b5066b,U_d6c81ec4ac,SPEND,-990.19,CA,8758.16,2026-02-23T01:00:00,QR
WAL_7e736f04a1,U_d6c81ec4ac,SPEND,-1474.22,CA,7283.94,2026-02-09T22:00:00,QR
WAL_cd27dc03cb,U_d6c81ec4ac,SPEND,-1737.62,CA,5546.32,2026-02-20T23:00:00,QR
WAL_c5f8eb8a31,U_d6c81ec4ac,SPEND,-1570.08,CA,3976.24,2026-02-17T01:00:00,QR
WAL_4bbb04177e,U_2fd0105210,LOAD,20998.04,REST,20998.04,2025-02-15T06:00:00,APP
WAL_1a922c769e,U_2fd0105210,SPEND,-2297.87,REST,18700.17,2025-02-20T15:00:00,QR
WAL_174c4e17a8,U_2fd0105210,SPEND,-2952.51,REST,15747.66,2025-02-21T09:00:00,QR
WAL_43197ce497,U_2fd0105210,SPEND,-1319.0,REST,14428.66,2025-02-16T05:00:00,QR
WAL_7b5c4591d2,U_2fd0105210,LOAD,18748.65,REST,18748.65,2026-06-09T17:00:00,APP
WAL_2a475b1fc1,U_2fd0105210,SPEND,-2337.41,REST,16411.24,2026-06-08T17:00:00,QR
WAL_25b60aa1fc,U_2fd0105210,LOAD,19385.26,REST,19385.26,2025-02-16T10:00:00,APP
WAL_7561e8bd3c,U_2fd0105210,SPEND,-3714.51,REST,15670.75,2025-02-26T08:00:00,QR
WAL_649d5c52c7,U_2fd0105210,SPEND,-1434.29,REST,14236.46,2025-02-16T21:00:00,QR
WAL_7f4b8369ec,U_c906ccc1aa,LOAD,22359.61,GB,22359.61,2025-08-04T03:00:00,APP
WAL_9c6eb40f25,U_c906ccc1aa,SPEND,-544.13,GB,21815.48,2025-08-04T03:00:00,QR
WAL_0f421b268d,U_c906ccc1aa,SPEND,-863.33,GB,20952.15,2025-08-07T06:00:00,QR
WAL_5aba180141,U_c906ccc1aa,SPEND,-732.43,GB,20219.72,2025-08-04T08:00:00,QR
WAL_8955ff72c2,U_c906ccc1aa,SPEND,-1797.14,GB,18422.58,2025-08-03T06:00:00,QR
WAL_33632a9d17,U_c906ccc1aa,SPEND,-879.68,GB,17542.9,2025-08-02T15:00:00,QR
WAL_acf3a9f6a6,U_a599358996,LOAD,8786.38,MY,8786.38,2025-06-25T05:00:00,APP
WAL_522d6b358c,U_abf3ca74b9,LOAD,4805.43,US,4805.43,2025-01-18T19:00:00,APP
WAL_0b29e0ea23,U_abf3ca74b9,SPEND,-1170.17,US,3635.26,2025-01-18T19:00:00,QR
WAL_648d7c286f,U_abf3ca74b9,SPEND,-1072.85,US,2562.41,2025-01-22T03:00:00,QR
WAL_ed649c3374,U_abf3ca74b9,SPEND,-934.98,US,1627.43,2025-01-25T06:00:00,QR
WAL_ad8fe74849,U_abf3ca74b9,LOAD,8516.84,US,8516.84,2026-06-06T22:00:00,APP
WAL_3a12b3b074,U_abf3ca74b9,SPEND,-3030.03,US,5486.81,2026-06-06T22:00:00,QR
WAL_c568ac2400,U_abf3ca74b9,SPEND,-891.41,US,4595.4,2026-06-02T00:00:00,QR
WAL_a552841d05,U_abf3ca74b9,SPEND,-1579.62,US,3015.78,2026-06-01T19:00:00,QR
WAL_a3e91ecdde,U_abf3ca74b9,SPEND,-548.8,US,2466.98,2026-06-04T06:00:00,QR
WAL_d9564394d4,U_abf3ca74b9,SPEND,-912.08,US,1554.9,2026-05-31T21:00:00,QR
WAL_f3efabbe59,U_abf3ca74b9,SPEND,-642.65,US,912.25,2026-06-05T13:00:00,QR
WAL_fce88a434c,U_1fa93dd24f,LOAD,3211.9,NP,3211.9,2024-11-28T17:00:00,APP
WAL_6c84853f96,U_1fa93dd24f,SPEND,-1627.88,NP,1584.02,2024-11-28T17:00:00,QR
WAL_7d3a422650,U_1fa93dd24f,SPEND,-2362.84,NP,-778.82,2024-11-20T21:00:00,QR
WAL_2e70b2b9b8,U_1fa93dd24f,LOAD,17459.41,NP,16680.59,2024-11-23T10:00:00,APP
WAL_120b8597a9,U_1fa93dd24f,SPEND,-2761.19,NP,13919.4,2024-11-23T10:00:00,QR
WAL_3fed12dda1,U_1fa93dd24f,SPEND,-1039.29,NP,12880.11,2024-11-29T23:00:00,QR
WAL_1c2c9484ef,U_1fa93dd24f,SPEND,-1657.03,NP,11223.08,2024-11-26T15:00:00,QR
WAL_a35b1ef1a8,U_1fa93dd24f,SPEND,-2018.9,NP,9204.18,2024-11-30T01:00:00,QR
WAL_e73559f504,U_1fa93dd24f,SPEND,-5255.92,NP,3948.26,2024-12-01T15:00:00,QR
WAL_91cc4eed0f,U_1fa93dd24f,SPEND,-1095.9,NP,2852.36,2024-11-20T21:00:00,QR
WAL_efe0b01983,U_1fa93dd24f,SPEND,-756.88,NP,2095.48,2024-11-19T00:00:00,QR
WAL_446c64bf64,U_1fa93dd24f,LOAD,24297.55,NP,24297.55,2025-05-03T10:00:00,APP
WAL_143659b276,U_1fa93dd24f,SPEND,-1886.58,NP,22410.97,2025-05-03T10:00:00,QR
WAL_870c65e9ed,U_1fa93dd24f,SPEND,-2210.0,NP,20200.97,2025-04-28T15:00:00,QR
WAL_5c8ada1e38,U_235eddf776,LOAD,18709.03,AU,18709.03,2025-11-10T03:00:00,APP
WAL_a8a5e953f6,U_235eddf776,SPEND,-2397.99,AU,16311.04,2025-11-05T11:00:00,QR
WAL_29ff23fe06,U_235eddf776,SPEND,-2435.76,AU,13875.28,2025-10-30T09:00:00,QR
WAL_c605043f94,U_235eddf776,SPEND,-943.56,AU,12931.72,2025-11-07T10:00:00,QR
WAL_8e287d111d,U_235eddf776,SPEND,-3266.01,AU,9665.71,2025-11-11T04:00:00,QR
WAL_6d852798c4,U_235eddf776,SPEND,-1147.14,AU,8518.57,2025-11-02T00:00:00,QR
WAL_777973443a,U_1c9f26dc87,LOAD,2734.41,REST,2734.41,2025-06-27T11:00:00,APP
WAL_4c2a472683,U_1c9f26dc87,SPEND,-1909.2,REST,825.21,2025-06-27T11:00:00,QR
WAL_73d6b9af51,U_4550392fc7,LOAD,3782.71,SG,3782.71,2024-12-27T08:00:00,APP
WAL_291af2170e,U_4550392fc7,SPEND,-1121.54,SG,2661.17,2024-12-27T08:00:00,QR
WAL_5901b7ae42,U_4550392fc7,SPEND,-760.49,SG,1900.68,2024-12-24T20:00:00,QR
WAL_84851c2ee6,U_4550392fc7,SPEND,-617.42,SG,1283.26,2024-12-19T23:00:00,QR
WAL_b65eb141de,U_4550392fc7,LOAD,4730.37,SG,4730.37,2025-04-16T11:00:00,APP
WAL_f21d243791,U_4550392fc7,SPEND,-2445.75,SG,2284.62,2025-04-16T13:00:00,QR
WAL_ba17dc2c45,U_4550392fc7,SPEND,-2702.5,SG,-417.88,2025-04-20T07:00:00,QR
WAL_ca26dbc9c4,U_4550392fc7,LOAD,22506.15,SG,22088.26,2025-04-12T10:00:00,APP
WAL_4989fe5a8d,U_4550392fc7,SPEND,-930.02,SG,21158.24,2025-04-12T10:00:00,QR
WAL_84f9c042e2,U_4550392fc7,SPEND,-1198.63,SG,19959.61,2025-04-19T16:00:00,QR
WAL_24db1a63d9,U_4550392fc7,LOAD,21831.01,SG,21831.01,2025-07-10T20:00:00,APP
WAL_b1e20a4429,U_4550392fc7,SPEND,-1936.17,SG,19894.84,2025-07-10T20:00:00,QR
WAL_2b6893b6c6,U_4550392fc7,SPEND,-702.07,SG,19192.77,2025-07-17T14:00:00,QR
WAL_d0e3d6b0f5,U_4550392fc7,SPEND,-1471.68,SG,17721.09,2025-07-02T11:00:00,QR
WAL_cc8c1c7de6,U_4550392fc7,SPEND,-2428.85,SG,15292.24,2025-07-15T14:00:00,QR
WAL_4fedd8624d,U_4550392fc7,SPEND,-1226.96,SG,14065.28,2025-07-08T10:00:00,QR
WAL_638949994f,U_4550392fc7,SPEND,-3215.26,SG,10850.02,2025-07-14T04:00:00,QR
WAL_c6881a0117,U_4550392fc7,SPEND,-1277.89,SG,9572.13,2025-07-09T13:00:00,QR
WAL_ba6fa16c09,U_4550392fc7,SPEND,-1710.89,SG,7861.24,2025-07-17T04:00:00,QR
WAL_a5463576c4,U_4550392fc7,SPEND,-1307.06,SG,6554.18,2025-07-14T03:00:00,QR
WAL_2d252b18d2,U_716d0e51ce,LOAD,20997.17,AE,20997.17,2024-10-30T13:00:00,APP
WAL_61fd867eca,U_716d0e51ce,SPEND,-973.13,AE,20024.04,2024-10-30T13:00:00,QR
WAL_f932ff4059,U_935764c2b7,LOAD,9199.43,GB,9199.43,2025-08-05T21:00:00,APP
WAL_8799b9e706,U_935764c2b7,SPEND,-450.36,GB,8749.07,2025-08-05T04:00:00,QR
WAL_7dd2185ed5,U_935764c2b7,SPEND,-3228.13,GB,5520.94,2025-08-02T15:00:00,QR
WAL_2b5ea6da50,U_42bd9d46cf,LOAD,5125.98,CA,5125.98,2026-03-09T11:00:00,APP
WAL_c5d0366bf1,U_42bd9d46cf,SPEND,-1637.25,CA,3488.73,2026-03-09T11:00:00,QR
WAL_8361468710,U_42bd9d46cf,SPEND,-2615.58,CA,873.15,2026-03-08T22:00:00,QR
WAL_837b8a51d9,U_42bd9d46cf,LOAD,12831.67,CA,12831.67,2026-05-10T04:00:00,APP
WAL_01bbdabba0,U_42bd9d46cf,SPEND,-576.11,CA,12255.56,2026-05-10T04:00:00,QR
WAL_9de1f96522,U_42bd9d46cf,SPEND,-3245.52,CA,9010.04,2026-05-24T12:00:00,QR
WAL_b16b31f675,U_42bd9d46cf,SPEND,-1565.01,CA,7445.03,2026-05-22T20:00:00,QR
WAL_9ad598530e,U_42bd9d46cf,SPEND,-1801.86,CA,5643.17,2026-05-23T10:00:00,QR
WAL_782251aa01,U_42bd9d46cf,SPEND,-1113.07,CA,4530.1,2026-05-16T14:00:00,QR
WAL_a9062197ca,U_42bd9d46cf,SPEND,-3870.91,CA,659.19,2026-05-19T14:00:00,QR
WAL_a649b001a9,U_42bd9d46cf,SPEND,-529.27,CA,129.92,2026-05-24T19:00:00,QR
WAL_0f44b157a5,U_42bd9d46cf,SPEND,-1142.07,CA,-1012.15,2026-05-17T08:00:00,QR
WAL_6533f1af62,U_42bd9d46cf,LOAD,19952.35,CA,18940.2,2026-05-23T12:00:00,APP
WAL_b6969c5e40,U_42bd9d46cf,SPEND,-3720.71,CA,15219.49,2026-05-23T12:00:00,QR
WAL_6cbb34c428,U_42bd9d46cf,SPEND,-1706.86,CA,13512.63,2026-05-11T03:00:00,QR
WAL_5bef40b05b,U_a5b897efa3,LOAD,13551.49,DE,13551.49,2025-04-12T15:00:00,APP
WAL_7697e4ad10,U_a5b897efa3,SPEND,-1158.42,DE,12393.07,2025-04-14T11:00:00,QR
WAL_42b525a347,U_a5b897efa3,SPEND,-2354.35,DE,10038.72,2025-04-06T04:00:00,QR
WAL_a7008d4210,U_a5b897efa3,SPEND,-1535.19,DE,8503.53,2025-04-16T08:00:00,QR
WAL_3ef3258a0c,U_a5b897efa3,LOAD,7044.88,DE,7044.88,2025-11-30T05:00:00,APP
WAL_8c80ff8ff5,U_a5b897efa3,SPEND,-1486.52,DE,5558.36,2025-11-30T05:00:00,QR
WAL_72299c3bdf,U_ee06ad9601,LOAD,24574.97,NP,24574.97,2025-10-11T06:00:00,APP
WAL_328fe3e5e9,U_ee06ad9601,SPEND,-803.07,NP,23771.9,2025-10-11T06:00:00,QR
WAL_f0057d016e,U_ee06ad9601,SPEND,-1983.38,NP,21788.52,2025-10-23T15:00:00,QR
WAL_4455221236,U_ee06ad9601,SPEND,-3109.7,NP,18678.82,2025-10-25T01:00:00,QR
WAL_b1a7eee309,U_ee06ad9601,SPEND,-2801.05,NP,15877.77,2025-10-23T07:00:00,QR
WAL_e605fc50cd,U_ee06ad9601,SPEND,-1583.65,NP,14294.12,2025-10-26T03:00:00,QR
WAL_68c554c4dc,U_ee06ad9601,SPEND,-1539.97,NP,12754.15,2025-10-12T19:00:00,QR
WAL_57c54bfe41,U_ee06ad9601,SPEND,-2387.47,NP,10366.68,2025-10-22T14:00:00,QR
WAL_8c03451e29,U_ee06ad9601,SPEND,-4431.23,NP,5935.45,2025-10-15T16:00:00,QR
WAL_629661f555,U_ee06ad9601,SPEND,-1480.66,NP,4454.79,2025-10-22T10:00:00,QR
WAL_d7afaaf884,U_ee06ad9601,SPEND,-2034.5,NP,2420.29,2025-10-17T20:00:00,QR
WAL_2493614d64,U_ee06ad9601,SPEND,-2769.03,NP,-348.74,2025-10-18T20:00:00,QR
WAL_3f02d0a105,U_ee06ad9601,LOAD,24157.52,NP,24157.52,2025-11-29T17:00:00,APP
WAL_1007e3bb44,U_ee06ad9601,SPEND,-632.98,NP,23524.54,2025-12-02T08:00:00,QR
WAL_56e9108174,U_ee06ad9601,SPEND,-1768.01,NP,21756.53,2025-11-28T18:00:00,QR
WAL_32dfa53c5b,U_ee06ad9601,SPEND,-2268.22,NP,19488.31,2025-11-27T03:00:00,QR
WAL_c5c41c22d7,U_ee06ad9601,SPEND,-1074.74,NP,18413.57,2025-12-07T07:00:00,QR
WAL_d747528f7a,U_ee06ad9601,SPEND,-1453.35,NP,16960.22,2025-12-05T02:00:00,QR
WAL_4be8e2c55f,U_ee06ad9601,SPEND,-1085.5,NP,15874.72,2025-12-14T18:00:00,QR
WAL_ffee1363ff,U_ee06ad9601,SPEND,-1512.22,NP,14362.5,2025-12-13T01:00:00,QR
WAL_ee6fbb6e54,U_ee06ad9601,SPEND,-2963.95,NP,11398.55,2025-11-30T22:00:00,QR
WAL_4b2e1359c4,U_ee06ad9601,SPEND,-1848.19,NP,9550.36,2025-12-07T04:00:00,QR
WAL_75c5a027f2,U_ee06ad9601,SPEND,-869.33,NP,8681.03,2025-12-10T17:00:00,QR
WAL_8067723284,U_ee06ad9601,SPEND,-1072.36,NP,7608.67,2025-12-10T08:00:00,QR
WAL_985694ac06,U_ee06ad9601,SPEND,-1689.96,NP,5918.71,2025-12-07T18:00:00,QR
WAL_c74ff92ff7,U_0fd4ac8fa0,LOAD,11510.52,MY,11510.52,2025-11-26T06:00:00,APP
WAL_18bfc84f4a,U_0fd4ac8fa0,SPEND,-1029.43,MY,10481.09,2025-11-26T06:00:00,QR
WAL_84bd6b29e4,U_0fd4ac8fa0,SPEND,-1296.83,MY,9184.26,2025-12-09T19:00:00,QR
WAL_2c85cd7bc0,U_0fd4ac8fa0,SPEND,-1069.26,MY,8115.0,2025-12-11T15:00:00,QR
WAL_7517f4cd34,U_0fd4ac8fa0,SPEND,-1829.46,MY,6285.54,2025-12-08T14:00:00,QR
WAL_3ab42538fc,U_0fd4ac8fa0,LOAD,9787.97,MY,9787.97,2025-11-22T01:00:00,APP
WAL_00d04ac1d5,U_0fd4ac8fa0,SPEND,-1066.55,MY,8721.42,2025-11-22T01:00:00,QR
WAL_68ff7f2de2,U_0fd4ac8fa0,SPEND,-793.01,MY,7928.41,2025-11-19T21:00:00,QR
WAL_7a4be1229b,U_0fd4ac8fa0,SPEND,-785.07,MY,7143.34,2025-11-29T01:00:00,QR
WAL_68fa909a57,U_0fd4ac8fa0,SPEND,-2282.01,MY,4861.33,2025-11-18T12:00:00,QR
WAL_efa5c7616d,U_0fd4ac8fa0,SPEND,-1651.52,MY,3209.81,2025-12-01T02:00:00,QR
WAL_86c82361e6,U_0fd4ac8fa0,SPEND,-3007.24,MY,202.57,2025-11-28T11:00:00,QR
WAL_15805edaca,U_0fd4ac8fa0,SPEND,-957.53,MY,-754.96,2025-11-22T08:00:00,QR
WAL_26f7ebef11,U_0fd4ac8fa0,LOAD,23920.7,MY,23165.73,2025-11-17T16:00:00,APP
WAL_70fe8d8567,U_0fd4ac8fa0,SPEND,-1834.14,MY,21331.59,2025-11-17T16:00:00,QR
WAL_4c356783e6,U_0fd4ac8fa0,SPEND,-3412.31,MY,17919.28,2025-11-17T16:00:00,QR
WAL_e1c0445f31,U_0fd4ac8fa0,SPEND,-1055.05,MY,16864.23,2025-11-15T14:00:00,QR
WAL_08a094958a,U_0fd4ac8fa0,SPEND,-1026.13,MY,15838.1,2025-11-25T23:00:00,QR
WAL_5bd800f90c,U_0fd4ac8fa0,SPEND,-1953.9,MY,13884.2,2025-11-15T14:00:00,QR
WAL_f1cd129c19,U_0fd4ac8fa0,SPEND,-1192.85,MY,12691.35,2025-12-02T11:00:00,QR
WAL_6da8a01365,U_0fd4ac8fa0,SPEND,-1199.47,MY,11491.88,2025-11-29T19:00:00,QR
WAL_cd4bd0d46a,U_0fd4ac8fa0,SPEND,-1473.14,MY,10018.74,2025-11-13T02:00:00,QR
WAL_132d65fa2b,U_0fd4ac8fa0,SPEND,-704.4,MY,9314.34,2025-11-27T03:00:00,QR
WAL_9d314e48b0,U_0fd4ac8fa0,SPEND,-4886.78,MY,4427.56,2025-11-18T19:00:00,QR
WAL_2d9c267173,U_0fd4ac8fa0,SPEND,-1148.79,MY,3278.77,2025-11-23T00:00:00,QR
WAL_0614b267cd,U_0fd4ac8fa0,SPEND,-4251.63,MY,-972.86,2025-11-25T12:00:00,QR
WAL_cc98d50dd7,U_f2442dd3e7,LOAD,2934.85,BD,2934.85,2024-12-20T18:00:00,APP
WAL_d1eb0a3a58,U_f2442dd3e7,SPEND,-1932.77,BD,1002.08,2024-12-18T22:00:00,QR
WAL_0af02d6ca6,U_f2442dd3e7,SPEND,-1931.55,BD,-929.47,2024-12-16T16:00:00,QR
WAL_9574d25a46,U_f2442dd3e7,LOAD,19159.66,BD,18230.19,2024-12-21T02:00:00,APP
WAL_570daba166,U_f2442dd3e7,SPEND,-749.35,BD,17480.84,2024-12-15T09:00:00,QR
WAL_b6af7eb7d1,U_f2442dd3e7,SPEND,-3971.29,BD,13509.55,2024-12-08T16:00:00,QR
WAL_da7ca2ba8b,U_f2442dd3e7,SPEND,-1382.01,BD,12127.54,2024-12-13T07:00:00,QR
WAL_da9f3c998f,U_f2442dd3e7,SPEND,-757.31,BD,11370.23,2024-12-13T13:00:00,QR
WAL_30d4f20a85,U_f2442dd3e7,SPEND,-2225.72,BD,9144.51,2024-12-13T19:00:00,QR
WAL_679e6fc11a,U_f2442dd3e7,SPEND,-3481.71,BD,5662.8,2024-12-21T11:00:00,QR
WAL_4c2cc7f2c6,U_f2442dd3e7,SPEND,-2494.12,BD,3168.68,2024-12-22T07:00:00,QR
WAL_1b11d08b05,U_f2442dd3e7,SPEND,-665.54,BD,2503.14,2024-12-21T09:00:00,QR
WAL_6d5f7c6fad,U_1d5563c000,LOAD,10912.3,LK,10912.3,2025-08-10T04:00:00,APP
WAL_2f56243f48,U_1d5563c000,SPEND,-2780.62,LK,8131.68,2025-08-10T04:00:00,QR
WAL_90a7233428,U_1d5563c000,SPEND,-1422.74,LK,6708.94,2025-08-03T17:00:00,QR
WAL_3f5888b8c1,U_1d5563c000,SPEND,-1663.43,LK,5045.51,2025-08-11T16:00:00,QR
WAL_3ee8254dea,U_9b66eb5280,LOAD,4790.27,NP,4790.27,2026-01-28T02:00:00,APP
WAL_7dd29c4964,U_9b66eb5280,SPEND,-1930.78,NP,2859.49,2026-01-28T02:00:00,QR
WAL_fc179130a3,U_9b66eb5280,SPEND,-2791.0,NP,68.49,2026-01-28T13:00:00,QR
WAL_4d5b1089ca,U_9b66eb5280,SPEND,-1440.3,NP,-1371.81,2026-01-31T15:00:00,QR
WAL_947b21b239,U_9b66eb5280,LOAD,9669.63,NP,8297.82,2026-02-06T13:00:00,APP
WAL_281d565bff,U_9b66eb5280,SPEND,-2827.03,NP,5470.79,2026-02-05T15:00:00,QR
WAL_4b6002e12d,U_9b66eb5280,SPEND,-1467.59,NP,4003.2,2026-01-25T18:00:00,QR
WAL_1c52383db1,U_9b66eb5280,SPEND,-1653.06,NP,2350.14,2026-01-29T20:00:00,QR
WAL_1b82c06272,U_c6db1f2609,LOAD,10768.06,BD,10768.06,2026-06-08T21:00:00,APP
WAL_9a8bf2e061,U_c6db1f2609,SPEND,-632.22,BD,10135.84,2026-06-08T04:00:00,QR
WAL_ae08744416,U_c6db1f2609,SPEND,-702.3,BD,9433.54,2026-05-27T00:00:00,QR
WAL_88dcfc7957,U_c6db1f2609,SPEND,-1691.45,BD,7742.09,2026-06-07T05:00:00,QR
WAL_8e912c4a99,U_c6db1f2609,LOAD,21459.81,BD,21459.81,2026-06-07T14:00:00,APP
WAL_1f2e8d532c,U_c6db1f2609,SPEND,-850.09,BD,20609.72,2026-05-25T04:00:00,QR
WAL_7cb2cb89c2,U_c6db1f2609,SPEND,-974.89,BD,19634.83,2026-05-25T13:00:00,QR
WAL_f310066dac,U_c6db1f2609,SPEND,-802.44,BD,18832.39,2026-05-31T23:00:00,QR
WAL_169458d032,U_4388e555c7,LOAD,20492.24,REST,20492.24,2025-07-22T13:00:00,APP
WAL_3315b8374b,U_4388e555c7,SPEND,-1922.83,REST,18569.41,2025-07-19T04:00:00,QR
WAL_1010fc50c1,U_4388e555c7,SPEND,-2315.39,REST,16254.02,2025-07-16T17:00:00,QR
WAL_c68ea55aab,U_4388e555c7,SPEND,-795.08,REST,15458.94,2025-07-21T20:00:00,QR
WAL_1d0e84c203,U_4388e555c7,SPEND,-997.57,REST,14461.37,2025-07-19T15:00:00,QR
WAL_85c9674089,U_4388e555c7,SPEND,-1833.54,REST,12627.83,2025-07-09T07:00:00,QR
WAL_c7dfda0b6f,U_4388e555c7,LOAD,23620.32,REST,23620.32,2024-10-10T10:00:00,APP
WAL_e67e0a6f56,U_4388e555c7,SPEND,-539.14,REST,23081.18,2024-10-09T22:00:00,QR
WAL_2836736e17,U_4388e555c7,SPEND,-803.9,REST,22277.28,2024-10-08T17:00:00,QR
WAL_0bd4a64267,U_57c1a71981,LOAD,10799.55,AE,10799.55,2025-05-10T15:00:00,APP
WAL_b97f124fdd,U_57c1a71981,SPEND,-1893.97,AE,8905.58,2025-05-14T16:00:00,QR
WAL_8d87fe1254,U_57c1a71981,SPEND,-328.34,AE,8577.24,2025-05-12T18:00:00,QR
WAL_f9e03b3c01,U_57c1a71981,SPEND,-462.99,AE,8114.25,2025-05-15T16:00:00,QR
WAL_e853f863bf,U_57c1a71981,SPEND,-1717.59,AE,6396.66,2025-05-15T00:00:00,QR
WAL_229f579f48,U_57c1a71981,SPEND,-3142.21,AE,3254.45,2025-05-13T15:00:00,QR
WAL_efa6a7edb2,U_57c1a71981,SPEND,-3837.46,AE,-583.01,2025-05-15T16:00:00,QR
WAL_35863c06cb,U_57c1a71981,LOAD,14803.63,AE,14803.63,2025-01-17T21:00:00,APP
WAL_112fd3d561,U_57c1a71981,SPEND,-896.06,AE,13907.57,2025-01-17T21:00:00,QR
WAL_a1676bd9df,U_57c1a71981,SPEND,-2074.77,AE,11832.8,2025-01-19T21:00:00,QR
WAL_74d8c5daa9,U_57c1a71981,SPEND,-794.3,AE,11038.5,2025-01-16T10:00:00,QR
WAL_71fe99c498,U_57c1a71981,SPEND,-1593.66,AE,9444.84,2025-01-15T06:00:00,QR
WAL_e93e3ca811,U_57c1a71981,SPEND,-8663.73,AE,781.11,2025-01-19T07:00:00,QR
WAL_129509c660,U_57c1a71981,SPEND,-1865.57,AE,-1084.46,2025-01-22T17:00:00,QR
WAL_60141b5962,U_657b0667ec,LOAD,17508.69,SG,17508.69,2025-11-08T17:00:00,APP
WAL_61f1ce9770,U_657b0667ec,SPEND,-1337.59,SG,16171.1,2025-11-16T13:00:00,QR
WAL_fe481e539b,U_9897717dfa,LOAD,8842.53,GB,8842.53,2026-01-30T19:00:00,APP
WAL_385d98e28b,U_9897717dfa,SPEND,-1389.5,GB,7453.03,2026-02-07T00:00:00,QR
WAL_415d367c53,U_9897717dfa,SPEND,-2962.5,GB,4490.53,2026-02-02T19:00:00,QR
WAL_c0f5515318,U_9897717dfa,SPEND,-2752.57,GB,1737.96,2026-02-05T00:00:00,QR
WAL_7eeb43556d,U_9897717dfa,SPEND,-2114.68,GB,-376.72,2026-02-02T02:00:00,QR
WAL_86faad70d1,U_9897717dfa,LOAD,21486.81,GB,21110.09,2026-01-31T09:00:00,APP
WAL_8c7f5e2ae8,U_9897717dfa,SPEND,-1787.93,GB,19322.16,2026-01-31T09:00:00,QR
WAL_ee71a41997,U_9897717dfa,SPEND,-3432.18,GB,15889.98,2026-01-30T14:00:00,QR
WAL_f8df0244bd,U_9897717dfa,SPEND,-994.13,GB,14895.85,2026-02-08T05:00:00,QR
WAL_c2e771c44e,U_ef6bfbf7af,LOAD,4344.03,AU,4344.03,2024-09-09T13:00:00,APP
WAL_52f2755644,U_ef6bfbf7af,SPEND,-2174.45,AU,2169.58,2024-09-09T13:00:00,QR
WAL_d5ac88ee21,U_ef6bfbf7af,SPEND,-687.47,AU,1482.11,2024-09-18T09:00:00,QR
WAL_372ca93a1a,U_ef6bfbf7af,SPEND,-952.17,AU,529.94,2024-09-07T10:00:00,QR
WAL_62bfb2d635,U_ef6bfbf7af,SPEND,-961.38,AU,-431.44,2024-09-10T07:00:00,QR
WAL_4cca53ecfd,U_ef6bfbf7af,LOAD,3541.64,AU,3110.2,2024-09-09T20:00:00,APP
WAL_412b2151bb,U_ef6bfbf7af,SPEND,-1225.13,AU,1885.07,2024-09-09T20:00:00,QR
