nba_event_id,user_id,attempt_id,trigger_id,action_id,channel,decision_ts,latency_ms,arbitration_winner,suppressed_reason,delivered,rendered_by_psp,cost_inr,acted_on
NBA_f4d7872845,U_9ede83de7e,ATT_5b2c914b5d,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2025-07-12T19:00:00,77.9,ACT_O-5,,True,True,0.0,True
NBA_0af20e5c88,U_9ede83de7e,ATT_91925c3dfc,PROACTIVE,ACT_O-5,IN_FLOW,2025-07-09T00:00:00,29.6,ACT_O-5,,True,False,0.0,False
NBA_5e9131075f,U_9ede83de7e,ATT_f83f9aa958,MERCHANT_ABANDON,ACT_O-5,SMS,2025-07-12T07:00:00,55.9,ACT_O-5,,True,False,0.18,True
NBA_b8caf7d8d8,U_079122ead2,ATT_02688dc630,MERCHANT_ABANDON,ACT_O-2,WA_MARKETING,2025-03-25T05:00:00,42.0,ACT_O-2,,True,True,0.75,False
NBA_f017fe2073,U_079122ead2,ATT_0c63f76ec6,PROACTIVE,ACT_O-2,IN_FLOW,2025-03-24T17:00:00,40.6,ACT_O-2,,True,True,0.0,True
NBA_e75c2f2233,U_079122ead2,ATT_2810491164,MERCHANT_ABANDON,ACT_O-2,APP_PUSH,2025-03-24T22:00:00,51.1,ACT_O-2,,True,True,0.02,False
NBA_488a6721ac,U_079122ead2,ATT_efde6f0913,MERCHANT_ABANDON,ACT_O-2,IN_FLOW,2025-03-26T02:00:00,41.0,ACT_O-2,,True,True,0.0,False
NBA_009b2847b7,U_ad5bfd9c0a,ATT_6504afd5b6,INTL_TOGGLE_OFF,ACT_O-2,APP_PUSH,2026-07-18T22:00:00,39.2,ACT_O-2,SLEEPING_DOG,True,False,0.02,False
NBA_b9a03518d2,U_ad5bfd9c0a,ATT_31b6c1e55d,QR_FORMAT_UNSUPPORTED,ACT_O-2,APP_PUSH,2026-07-19T19:00:00,27.5,ACT_O-2,SLEEPING_DOG,True,True,0.02,False
NBA_2de0d1f35d,U_ad5bfd9c0a,ATT_482176d8f0,INTL_TOGGLE_OFF,ACT_O-2,IN_FLOW,2025-01-22T04:00:00,33.6,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_8634a1c228,U_ad5bfd9c0a,ATT_7bcbf30181,TECH_DECLINE,ACT_O-2,IN_FLOW,2025-01-20T01:00:00,8.7,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_3c550462c1,U_ad5bfd9c0a,ATT_ff6e69b459,INTL_TOGGLE_OFF,ACT_O-2,IN_FLOW,2025-01-20T08:00:00,15.5,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_d58f06fb12,U_244a7cad01,ATT_8529906595,INTL_TOGGLE_OFF,ACT_O-2,IN_FLOW,2025-03-04T01:00:00,43.6,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_5b13a76db7,U_d337fe1410,ATT_1fc0d6a626,MERCHANT_ABANDON,ACT_O-2,WA_UTILITY,2026-02-09T12:00:00,10.0,ACT_O-2,SLEEPING_DOG,True,True,0.13,False
NBA_dd05d22d71,U_d337fe1410,ATT_5a3430c1bb,USER_ABANDON_FX,ACT_O-2,WA_UTILITY,2026-02-13T02:00:00,35.8,ACT_O-2,,False,False,0.13,False
NBA_5784c0be8b,U_d337fe1410,ATT_ac857e4228,INTL_TOGGLE_OFF,ACT_O-2,APP_PUSH,2024-09-02T22:00:00,23.2,ACT_O-2,SLEEPING_DOG,True,True,0.02,False
NBA_f458b1c37e,U_d337fe1410,ATT_c4df0342e7,RISK_BLOCK,ACT_O-2,IN_FLOW,2024-08-28T15:00:00,145.0,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_efcdac1598,U_d337fe1410,ATT_57da000c30,INTL_TOGGLE_OFF,ACT_O-2,IN_FLOW,2024-09-01T22:00:00,43.1,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_6d1f48e462,U_d337fe1410,ATT_3c66282d06,INTL_TOGGLE_OFF,ACT_O-2,WA_UTILITY,2024-08-28T01:00:00,66.3,ACT_O-2,SLEEPING_DOG,True,True,0.13,False
NBA_6ea1a762a2,U_d337fe1410,ATT_affb5bbe71,MERCHANT_ABANDON,ACT_O-2,WA_MARKETING,2024-09-03T19:00:00,59.1,ACT_O-2,SLEEPING_DOG,True,True,0.75,False
NBA_52296aaefb,U_d337fe1410,ATT_fcaf1b4c51,TECH_DECLINE,ACT_O-2,IN_FLOW,2024-09-04T18:00:00,148.1,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_30b371dcf7,U_d337fe1410,ATT_8449560682,INTL_TOGGLE_OFF,ACT_O-2,WA_MARKETING,2024-08-26T12:00:00,36.6,ACT_O-2,,True,True,0.75,True
NBA_9fcbfe6f5e,U_af5df06af2,ATT_2ac303208a,MERCHANT_ABANDON,ACT_O-3,IN_FLOW,2025-02-28T04:00:00,7.5,ACT_O-3,,True,True,0.0,False
NBA_71677454af,U_af5df06af2,ATT_c11a14aa3c,MERCHANT_ABANDON,ACT_O-3,WA_UTILITY,2025-03-07T08:00:00,33.5,ACT_O-3,,True,True,0.13,False
NBA_7c191d3c67,U_0b582e157f,ATT_a510e4bd10,MERCHANT_ABANDON,ACT_O-2,IN_FLOW,2025-05-28T05:00:00,22.4,ACT_O-2,,True,True,0.0,False
NBA_ac6b1ab695,U_0b582e157f,ATT_8db314ae71,TECH_DECLINE,ACT_O-2,IN_FLOW,2024-11-24T22:00:00,26.8,ACT_O-2,,False,False,0.0,False
NBA_30322e2fa5,U_0b582e157f,ATT_7233418d2d,MERCHANT_ABANDON,ACT_O-2,APP_PUSH,2024-11-23T12:00:00,55.5,ACT_O-2,,True,True,0.02,False
NBA_7271972fa2,U_0b582e157f,ATT_2df7e32abb,QR_FORMAT_UNSUPPORTED,ACT_O-2,WA_UTILITY,2024-11-20T23:00:00,60.0,ACT_O-2,,True,True,0.13,False
NBA_22a31fac20,U_0b582e157f,ATT_55350294d4,USER_ABANDON_FX,ACT_O-2,IN_FLOW,2024-11-22T11:00:00,111.6,ACT_O-2,,True,False,0.0,True
NBA_e8b0326179,U_0b582e157f,ATT_9181ae637b,MERCHANT_ABANDON,ACT_O-2,WA_MARKETING,2024-11-18T23:00:00,8.2,ACT_O-2,,True,True,0.75,True
NBA_9c884915a1,U_0b582e157f,ATT_ffa701fc48,MERCHANT_ABANDON,ACT_O-2,IN_FLOW,2024-11-22T02:00:00,45.3,ACT_O-2,,True,True,0.0,True
NBA_346fe7317d,U_0b582e157f,ATT_06f8fe076a,USER_ABANDON_FX,ACT_O-2,IN_FLOW,2024-11-21T12:00:00,39.5,ACT_O-2,,True,True,0.0,False
NBA_13f2bcb720,U_0b582e157f,ATT_da1df52e17,MERCHANT_ABANDON,ACT_O-2,IN_FLOW,2024-11-19T17:00:00,152.9,ACT_O-2,,True,True,0.0,True
NBA_70a96d4f49,U_56df02fc8d,ATT_68759dc1c3,USER_ABANDON_FX,ACT_O-5,IN_FLOW,2025-11-08T13:00:00,17.5,ACT_O-5,,True,True,0.0,False
NBA_db77cd8c44,U_60481498ef,ATT_25b0ecfe9f,INTL_TOGGLE_OFF,ACT_O-2,APP_PUSH,2024-11-13T19:00:00,37.6,ACT_O-2,SLEEPING_DOG,True,True,0.02,False
NBA_6244173845,U_60481498ef,ATT_21440e1f36,INTL_TOGGLE_OFF,ACT_O-2,WA_UTILITY,2025-09-22T22:00:00,54.1,ACT_O-2,,True,True,0.13,False
NBA_945d28f070,U_60481498ef,ATT_9c33af09d5,INTL_TOGGLE_OFF,ACT_O-2,SMS,2025-09-20T08:00:00,72.9,ACT_O-2,,True,True,0.18,True
NBA_45f19bab36,U_60481498ef,ATT_0af947de2a,USER_ABANDON_FX,ACT_O-2,IN_FLOW,2025-09-22T00:00:00,42.8,ACT_O-2,SLEEPING_DOG,True,False,0.0,False
NBA_9e43b96bb9,U_60481498ef,ATT_4b14c398ea,MERCHANT_ABANDON,ACT_O-2,IN_FLOW,2025-09-21T03:00:00,32.4,ACT_O-2,,False,False,0.0,False
NBA_3c721905f6,U_60481498ef,ATT_6b757fa03b,MERCHANT_ABANDON,ACT_O-2,SMS,2025-09-21T08:00:00,74.2,ACT_O-2,SLEEPING_DOG,True,True,0.18,False
NBA_863da819c2,U_bd3d8a7d3b,ATT_b0744f45cc,MERCHANT_ABANDON,ACT_O-3,SMS,2025-07-11T23:00:00,46.0,ACT_O-3,,True,True,0.18,False
NBA_26717e70d8,U_bd3d8a7d3b,ATT_52b133dcee,MERCHANT_ABANDON,ACT_O-3,APP_PUSH,2025-07-10T09:00:00,44.9,ACT_O-3,,True,False,0.02,False
NBA_b4dd70b646,U_bd3d8a7d3b,ATT_b90e5e4492,MERCHANT_ABANDON,ACT_O-3,WA_UTILITY,2025-09-04T21:00:00,47.0,ACT_O-3,,True,True,0.13,False
NBA_342a25ce49,U_bd3d8a7d3b,ATT_4c52780d49,MERCHANT_ABANDON,ACT_O-3,WA_UTILITY,2025-09-05T22:00:00,184.9,ACT_O-3,,True,True,0.13,False
NBA_66267ef46b,U_403442214e,ATT_845865bb79,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-01-03T21:00:00,30.9,ACT_O-3,,True,False,0.0,False
NBA_2bd5f5390b,U_403442214e,ATT_23ed36bd00,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-01-04T05:00:00,40.2,ACT_O-3,,True,False,0.0,False
NBA_0647d94555,U_403442214e,ATT_cbe6848370,INTL_TOGGLE_OFF,ACT_O-3,APP_PUSH,2025-01-02T19:00:00,120.1,ACT_O-3,,True,True,0.02,False
NBA_673f9f6d3b,U_403442214e,ATT_079d54dd63,MERCHANT_ABANDON,ACT_O-3,IN_FLOW,2025-08-21T20:00:00,19.8,ACT_O-3,,True,True,0.0,False
NBA_24103302a6,U_403442214e,ATT_438310c656,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-08-20T19:00:00,90.7,ACT_O-3,,True,True,0.0,True
NBA_52c209dc1c,U_5c69b1ffe5,ATT_6dbe5091e4,MERCHANT_ABANDON,ACT_O-1,IN_FLOW,2025-01-05T00:00:00,106.7,ACT_O-1,,True,True,0.0,False
NBA_ad46b0b124,U_5c69b1ffe5,ATT_21c64dcf66,MERCHANT_ABANDON,ACT_O-1,IN_FLOW,2025-01-07T07:00:00,78.0,ACT_O-1,,True,True,0.0,True
NBA_ecce467236,U_5c69b1ffe5,ATT_7e0d517a55,TECH_DECLINE,ACT_O-1,WA_UTILITY,2025-01-04T04:00:00,68.0,ACT_O-1,,True,True,0.13,False
NBA_05d229da77,U_1eb2f891bb,ATT_b091462c70,INTL_TOGGLE_OFF,ACT_O-3,APP_PUSH,2025-09-17T06:00:00,21.9,ACT_O-3,SLEEPING_DOG,True,True,0.02,False
NBA_64da23d184,U_1eb2f891bb,ATT_7fad340764,INTL_TOGGLE_OFF,ACT_O-3,APP_PUSH,2025-09-17T23:00:00,23.4,ACT_O-3,SLEEPING_DOG,True,True,0.02,False
NBA_871caf651c,U_1eb2f891bb,ATT_3ef64ffc13,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-09-17T05:00:00,54.5,ACT_O-3,,False,False,0.0,False
NBA_e421353acf,U_1eb2f891bb,ATT_8aee9aa971,MERCHANT_ABANDON,ACT_O-3,IN_FLOW,2025-09-14T08:00:00,17.5,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_2e90f633eb,U_1eb2f891bb,ATT_3c39a2dd8e,INTL_TOGGLE_OFF,ACT_O-3,WA_MARKETING,2025-09-16T06:00:00,50.9,ACT_O-3,,False,False,0.75,False
NBA_77ec79859f,U_1eb2f891bb,ATT_70630937d4,MERCHANT_ABANDON,ACT_O-3,APP_PUSH,2025-09-16T11:00:00,41.4,ACT_O-3,SLEEPING_DOG,True,True,0.02,False
NBA_3d33c28bfd,U_1eb2f891bb,ATT_40d0ca927a,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-09-17T04:00:00,189.8,ACT_O-3,,True,True,0.0,False
NBA_9d4558a65f,U_1eb2f891bb,ATT_a4009f6c42,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-09-15T08:00:00,8.8,ACT_O-3,,True,True,0.0,True
NBA_81b20b00ca,U_1eb2f891bb,ATT_1aa7b7ffc7,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-09-14T14:00:00,90.0,ACT_O-3,,True,True,0.0,False
NBA_54dcaca1d3,U_1eb2f891bb,ATT_672ff30546,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-05-26T18:00:00,84.6,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_cd209b0167,U_1eb2f891bb,ATT_9cbc9ca69e,INTL_TOGGLE_OFF,ACT_O-3,APP_PUSH,2025-05-26T22:00:00,30.8,ACT_O-3,,True,True,0.02,False
NBA_8dca3fa2f2,U_1eb2f891bb,ATT_b07c24052f,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-05-21T04:00:00,73.2,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_7609d1637d,U_1eb2f891bb,ATT_81ebd32b44,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-05-22T09:00:00,0.8,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_496fc15a70,U_1eb2f891bb,ATT_6c6a075796,MERCHANT_ABANDON,ACT_O-3,IN_FLOW,2025-05-20T22:00:00,71.1,ACT_O-3,,True,True,0.0,False
NBA_0b1778b368,U_434a53fc94,ATT_dc721c6b80,USER_ABANDON_FX,ACT_O-4,IN_FLOW,2026-05-25T23:00:00,62.7,ACT_O-4,SLEEPING_DOG,True,True,0.0,False
NBA_3e2f27d919,U_434a53fc94,ATT_137f70f641,INTL_TOGGLE_OFF,ACT_O-4,IN_FLOW,2026-05-24T02:00:00,38.8,ACT_O-4,SLEEPING_DOG,True,True,0.0,False
NBA_1864cc3660,U_434a53fc94,ATT_d11c20ff98,INTL_TOGGLE_OFF,ACT_O-4,IN_FLOW,2026-05-27T05:00:00,65.5,ACT_O-4,SLEEPING_DOG,True,True,0.0,False
NBA_5350cab488,U_434a53fc94,ATT_c15938fe71,QR_FORMAT_UNSUPPORTED,ACT_O-4,APP_PUSH,2026-05-24T11:00:00,90.5,ACT_O-4,,True,True,0.02,False
NBA_42bfc67242,U_434a53fc94,ATT_cf10306b79,MERCHANT_ABANDON,ACT_O-4,APP_PUSH,2026-05-27T14:00:00,36.8,ACT_O-4,SLEEPING_DOG,True,True,0.02,False
NBA_d2a5d9da52,U_434a53fc94,ATT_d8eaf86d5e,MERCHANT_ABANDON,ACT_O-4,IN_FLOW,2026-05-27T15:00:00,147.7,ACT_O-4,SLEEPING_DOG,True,True,0.0,False
NBA_780f5338cb,U_434a53fc94,ATT_ec277d8a25,MERCHANT_ABANDON,ACT_O-4,IN_FLOW,2026-05-25T21:00:00,53.8,ACT_O-4,SLEEPING_DOG,True,True,0.0,False
NBA_34656f249a,U_434a53fc94,ATT_c98c488801,TECH_DECLINE,ACT_O-4,IN_FLOW,2026-05-23T05:00:00,79.8,ACT_O-4,SLEEPING_DOG,True,True,0.0,False
NBA_5be71b42a3,U_434a53fc94,ATT_7b25f7a91e,QR_FORMAT_UNSUPPORTED,ACT_O-4,IN_FLOW,2026-05-25T21:00:00,37.9,ACT_O-4,SLEEPING_DOG,True,False,0.0,False
NBA_47a0849b3a,U_f8925912e6,ATT_4b0c891bf7,INTL_TOGGLE_OFF,ACT_O-2,WA_UTILITY,2025-03-15T23:00:00,76.5,ACT_O-2,SLEEPING_DOG,True,True,0.13,False
NBA_acc95d2d4c,U_f8925912e6,ATT_e4daea6da7,INTL_TOGGLE_OFF,ACT_O-2,APP_PUSH,2025-03-16T04:00:00,102.0,ACT_O-2,,True,True,0.02,True
NBA_36a05c2d22,U_f95cf96d8d,ATT_b6843a82f5,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2026-03-29T22:00:00,65.5,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_8300d0d23c,U_f95cf96d8d,ATT_a3308417fa,PROACTIVE,ACT_O-5,IN_FLOW,2026-03-31T17:00:00,9.3,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_2f54f88351,U_f95cf96d8d,ATT_d768ab538f,PROACTIVE,ACT_O-5,IN_FLOW,2025-06-17T14:00:00,106.2,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_c91d91ccad,U_f95cf96d8d,ATT_2142e8049b,LRS_LIMIT_EXCEEDED,ACT_O-5,WA_UTILITY,2025-06-17T20:00:00,55.7,ACT_O-5,SLEEPING_DOG,True,True,0.13,False
NBA_1f13ed0cdd,U_f95cf96d8d,ATT_c1d7bce733,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2025-06-18T03:00:00,33.6,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_9d23dd2056,U_f95cf96d8d,ATT_3a3830ca6e,USER_ABANDON_FX,ACT_O-5,APP_PUSH,2025-06-18T22:00:00,22.1,ACT_O-5,,True,False,0.02,False
NBA_16b6044c1c,U_f95cf96d8d,ATT_cd6a5e2ccf,MERCHANT_ABANDON,ACT_O-5,WA_MARKETING,2025-02-19T23:00:00,39.3,ACT_O-5,SLEEPING_DOG,True,True,0.75,False
NBA_191c840b39,U_f95cf96d8d,ATT_316c29fb49,USER_ABANDON_FX,ACT_O-5,IN_FLOW,2025-02-19T14:00:00,127.1,ACT_O-5,SLEEPING_DOG,True,False,0.0,False
NBA_2a47fc0096,U_f95cf96d8d,ATT_2fd8cd64c1,MERCHANT_ABANDON,ACT_O-5,APP_PUSH,2025-02-19T16:00:00,16.6,ACT_O-5,SLEEPING_DOG,True,True,0.02,False
NBA_f5794ea011,U_f95cf96d8d,ATT_fd29ffcd0f,TECH_DECLINE,ACT_O-5,IN_FLOW,2025-02-18T21:00:00,23.2,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_eac6da91e2,U_f95cf96d8d,ATT_1195b66b8a,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2024-10-27T15:00:00,68.4,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_e4f5f50556,U_f95cf96d8d,ATT_23547c4c48,MERCHANT_ABANDON,ACT_O-5,IN_FLOW,2024-10-25T16:00:00,49.9,ACT_O-5,SLEEPING_DOG,True,True,0.0,False
NBA_2836041923,U_f95cf96d8d,ATT_d88741c2de,LRS_LIMIT_EXCEEDED,ACT_O-5,WA_UTILITY,2024-10-27T19:00:00,40.0,ACT_O-5,SLEEPING_DOG,False,False,0.13,False
NBA_eec61c2585,U_f95cf96d8d,ATT_1ab14c7d15,USER_ABANDON_FX,ACT_O-5,IN_FLOW,2024-10-27T07:00:00,46.8,ACT_O-5,,True,True,0.0,False
NBA_26d28d906b,U_f95cf96d8d,ATT_9c85b7260b,MERCHANT_ABANDON,ACT_O-5,APP_PUSH,2024-10-27T21:00:00,4.2,ACT_O-5,SLEEPING_DOG,False,False,0.02,False
NBA_c21a0a76ad,U_91b5ba956f,ATT_0199a8f245,USER_ABANDON_FX,ACT_O-1,WA_UTILITY,2026-05-27T19:00:00,94.7,ACT_O-1,,True,True,0.13,True
NBA_93d306dd8a,U_91b5ba956f,ATT_40a2069816,USER_ABANDON_FX,ACT_O-1,IN_FLOW,2026-05-25T16:00:00,93.8,ACT_O-1,SLEEPING_DOG,True,True,0.0,False
NBA_823359d496,U_91b5ba956f,ATT_6abb11e634,QR_FORMAT_UNSUPPORTED,ACT_O-1,IN_FLOW,2025-04-02T14:00:00,25.0,ACT_O-1,SLEEPING_DOG,True,True,0.0,False
NBA_f72114f8ef,U_c81c666179,ATT_ccaa1862a3,USER_ABANDON_FX,ACT_O-2,IN_FLOW,2026-04-18T00:00:00,38.3,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_e910197899,U_c81c666179,ATT_25fc34f906,INTL_TOGGLE_OFF,ACT_O-2,IN_FLOW,2026-04-20T10:00:00,161.5,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_e7f1e837e1,U_c81c666179,ATT_b4e473211a,INTL_TOGGLE_OFF,ACT_O-2,APP_PUSH,2026-04-23T13:00:00,78.6,ACT_O-2,SLEEPING_DOG,True,True,0.02,False
NBA_8f952de8ab,U_c81c666179,ATT_dca1534969,INTL_TOGGLE_OFF,ACT_O-2,WA_UTILITY,2026-04-16T05:00:00,22.5,ACT_O-2,SLEEPING_DOG,True,True,0.13,False
NBA_074ad267e7,U_c81c666179,ATT_342364fd0d,MERCHANT_ABANDON,ACT_O-2,IN_FLOW,2026-04-22T14:00:00,98.5,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_3ee8cc4f07,U_c81c666179,ATT_caa94b9053,MERCHANT_ABANDON,ACT_O-2,IN_FLOW,2026-04-22T10:00:00,7.6,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_dbac18f56c,U_c81c666179,ATT_97d375c05d,MERCHANT_ABANDON,ACT_O-2,WA_UTILITY,2026-04-18T08:00:00,25.4,ACT_O-2,SLEEPING_DOG,True,True,0.13,False
NBA_1f672fe9c4,U_c81c666179,ATT_d8d7a4c46b,INTL_TOGGLE_OFF,ACT_O-2,IN_FLOW,2025-06-29T21:00:00,120.6,ACT_O-2,SLEEPING_DOG,True,False,0.0,False
NBA_adb5118714,U_3d6772daf1,ATT_6f6df2dd06,PROACTIVE,ACT_O-2,IN_FLOW,2025-08-14T05:00:00,83.0,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_2f0832735a,U_3d6772daf1,ATT_7c66018a05,PROACTIVE,ACT_O-2,IN_FLOW,2025-10-13T09:00:00,61.8,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_50775c978c,U_3d6772daf1,ATT_e3639418ca,LRS_LIMIT_EXCEEDED,ACT_O-2,IN_FLOW,2025-10-15T19:00:00,67.1,ACT_O-2,,True,True,0.0,False
NBA_d81390fb7b,U_3d6772daf1,ATT_c4b446ef75,MERCHANT_ABANDON,ACT_O-2,WA_UTILITY,2025-10-15T06:00:00,27.3,ACT_O-2,,True,True,0.13,False
NBA_9244ff50f1,U_3d6772daf1,ATT_8402588643,MERCHANT_ABANDON,ACT_O-2,IN_FLOW,2025-05-04T03:00:00,37.2,ACT_O-2,SLEEPING_DOG,True,True,0.0,False
NBA_070ae1481d,U_3d6772daf1,ATT_45244bdd5d,MERCHANT_ABANDON,ACT_O-2,APP_PUSH,2025-05-07T16:00:00,22.3,ACT_O-2,,True,True,0.02,True
NBA_64acd9420e,U_3d6772daf1,ATT_e98e7eacb9,PROACTIVE,ACT_O-2,WA_UTILITY,2025-04-29T16:00:00,39.6,ACT_O-2,SLEEPING_DOG,True,False,0.13,False
NBA_fdfe61bd70,U_2dfa50d0c8,ATT_ef0cea49f0,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-12-30T10:00:00,25.7,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_8585ccecbb,U_2dfa50d0c8,ATT_35102e9853,MERCHANT_ABANDON,ACT_O-3,WA_UTILITY,2025-12-21T02:00:00,51.2,ACT_O-3,SLEEPING_DOG,True,True,0.13,False
NBA_bf568f9e31,U_2dfa50d0c8,ATT_3d2f4244c2,QR_FORMAT_UNSUPPORTED,ACT_O-3,IN_FLOW,2025-12-28T07:00:00,18.3,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_6953d8dc1a,U_2dfa50d0c8,ATT_6a4ec50b1e,INTL_TOGGLE_OFF,ACT_O-3,WA_UTILITY,2025-12-28T11:00:00,16.1,ACT_O-3,SLEEPING_DOG,True,True,0.13,False
NBA_e049b31f27,U_2dfa50d0c8,ATT_7b7fbea695,PROACTIVE,ACT_O-3,APP_PUSH,2025-12-22T09:00:00,13.4,ACT_O-3,SLEEPING_DOG,True,True,0.02,False
NBA_c99e799935,U_2dfa50d0c8,ATT_ae4be08a2d,INTL_TOGGLE_OFF,ACT_O-3,APP_PUSH,2025-12-27T13:00:00,24.3,ACT_O-3,SLEEPING_DOG,True,True,0.02,False
NBA_ef5007a2a3,U_2dfa50d0c8,ATT_cc51648c95,QR_FORMAT_UNSUPPORTED,ACT_O-3,APP_PUSH,2025-12-25T06:00:00,37.7,ACT_O-3,,True,True,0.02,False
NBA_9948ef3146,U_2dfa50d0c8,ATT_4949368fb2,MERCHANT_ABANDON,ACT_O-3,APP_PUSH,2025-12-17T11:00:00,9.0,ACT_O-3,SLEEPING_DOG,True,True,0.02,False
NBA_f9f6c7ad21,U_2dfa50d0c8,ATT_f494e284c3,MERCHANT_ABANDON,ACT_O-3,SMS,2025-12-21T20:00:00,72.0,ACT_O-3,SLEEPING_DOG,True,True,0.18,False
NBA_6ebaeefba6,U_2dfa50d0c8,ATT_8dfacebbe9,MERCHANT_ABANDON,ACT_O-3,IN_FLOW,2025-12-17T13:00:00,7.4,ACT_O-3,SLEEPING_DOG,True,False,0.0,False
NBA_c2384335a2,U_2dfa50d0c8,ATT_13e2eade4e,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2025-03-05T23:00:00,33.8,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_d3d812fc94,U_2dfa50d0c8,ATT_1d49666718,INTL_TOGGLE_OFF,ACT_O-3,WA_UTILITY,2025-03-03T02:00:00,32.3,ACT_O-3,SLEEPING_DOG,True,True,0.13,False
NBA_c27352565f,U_2dfa50d0c8,ATT_236b02b94c,INTL_TOGGLE_OFF,ACT_O-3,WA_UTILITY,2025-02-26T08:00:00,43.8,ACT_O-3,SLEEPING_DOG,True,True,0.13,False
NBA_0d36c8012a,U_2dfa50d0c8,ATT_0bee0dba33,QR_FORMAT_UNSUPPORTED,ACT_O-3,IN_FLOW,2025-03-06T17:00:00,86.2,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_a34f1d7888,U_2dfa50d0c8,ATT_8d5cf155cf,MERCHANT_ABANDON,ACT_O-3,SMS,2025-02-28T09:00:00,72.1,ACT_O-3,,True,True,0.18,True
NBA_def33b8ce6,U_2dfa50d0c8,ATT_31804874e2,MERCHANT_ABANDON,ACT_O-3,IN_FLOW,2025-02-27T06:00:00,57.9,ACT_O-3,,True,True,0.0,False
NBA_9523dc6230,U_2dfa50d0c8,ATT_26f91cd5bd,MERCHANT_ABANDON,ACT_O-3,WA_UTILITY,2025-03-03T11:00:00,106.0,ACT_O-3,,True,True,0.13,False
NBA_5b96c051df,U_2dfa50d0c8,ATT_1fa63255da,INTL_TOGGLE_OFF,ACT_O-3,IN_FLOW,2026-02-18T09:00:00,40.4,ACT_O-3,SLEEPING_DOG,True,True,0.0,False
NBA_352ac4537a,U_a938c1830b,ATT_b1e8e59e07,USER_ABANDON_FX,ACT_O-1,IN_FLOW,2025-08-23T13:00:00,35.7,ACT_O-1,SLEEPING_DOG,True,True,0.0,False
NBA_9cbebe95ca,U_a938c1830b,ATT_bbde2d7c4d,MERCHANT_ABANDON,ACT_O-1,APP_PUSH,2025-08-23T23:00:00,53.1,ACT_O-1,SLEEPING_DOG,True,True,0.02,False
NBA_6246ed9af2,U_fb906d6ac6,ATT_1bf423e31c,USER_ABANDON_FX,ACT_O-1,SMS,2025-06-16T00:00:00,79.7,ACT_O-1,,True,True,0.18,False
NBA_e8d8a620e3,U_fb906d6ac6,ATT_c538781a59,PROACTIVE,ACT_O-1,IN_FLOW,2025-06-17T17:00:00,2.5,ACT_O-1,,True,True,0.0,False
NBA_97836aa2fc,U_fb906d6ac6,ATT_30a863131b,MERCHANT_ABANDON,ACT_O-1,APP_PUSH,2025-06-17T05:00:00,59.1,ACT_O-1,,True,True,0.02,True
