trip_id,user_id,direction,corridor_pair,purpose,start_date,end_date,party_size,budget_inr,is_first_trip_to_corridor
TRIP_1ccc24b808,U_e6459ab3c7,OUT,IN_NP,VFR,2025-09-24,2025-09-29,4,4674.0,True
TRIP_c05221dc86,U_e6459ab3c7,OUT,IN_FR,PILGRIMAGE,2024-08-23,2024-09-06,3,6358.0,True
TRIP_265dc87975,U_07866ced6c,OUT,IN_NP,LEISURE,2026-06-12,2026-06-17,2,13318.0,True
TRIP_218a43ad67,U_a0755ec651,OUT,IN_NP,EDUCATION,2025-11-27,2025-12-03,1,5783.0,True
TRIP_4b1a456b69,U_a0755ec651,OUT,IN_LK,LEISURE,2025-10-24,2025-10-27,4,21773.0,True
TRIP_5f86b1fe98,U_1c7f1a60cd,OUT,IN_AE,LEISURE,2024-10-20,2024-10-28,2,23970.0,True
TRIP_e388ace4ea,U_1c7f1a60cd,OUT,IN_KH,MEDICAL,2025-01-28,2025-02-01,1,5457.0,True
TRIP_e828c2eeac,U_94ea97d148,OUT,IN_QA,BUSINESS,2025-08-15,2025-08-29,1,12954.0,True
TRIP_e5befdea5f,U_94ea97d148,OUT,IN_LK,LEISURE,2025-09-10,2025-09-18,1,10067.0,True
TRIP_adfbd66f86,U_94ea97d148,OUT,IN_AE,LEISURE,2025-03-13,2025-03-15,3,33701.0,True
TRIP_6ee8c8c1d3,U_4da705844b,OUT,IN_AE,LEISURE,2024-10-20,2024-10-26,2,40021.0,True
TRIP_6ffc724f93,U_86166a2e22,OUT,IN_AE,PILGRIMAGE,2026-02-18,2026-02-21,4,43588.0,True
TRIP_a32204a5b7,U_c80490d1d2,OUT,OTHER_R2,MEDICAL,2024-08-11,2024-08-19,3,6518.0,True
TRIP_498c80de6b,U_93d457ec10,OUT,IN_AE,LEISURE,2024-12-02,2024-12-15,2,16773.0,True
TRIP_dc8f3b927c,U_bb6ca7c006,OUT,IN_KH,EDUCATION,2024-12-08,2024-12-11,2,41036.0,True
TRIP_4de96d1f6a,U_bb6ca7c006,OUT,OTHER_R2,EDUCATION,2026-07-03,2026-07-11,4,6089.0,True
TRIP_10366bf185,U_2d1c6575c8,OUT,IN_SG,VFR,2025-11-05,2025-11-19,4,13027.0,True
TRIP_eff87bc208,U_d93a22dfa3,OUT,IN_SG,LEISURE,2025-12-30,2026-01-12,2,21116.0,True
TRIP_245ce34f7b,U_d93a22dfa3,OUT,IN_NP,LEISURE,2024-10-28,2024-11-05,3,4856.0,True
TRIP_d3487c4809,U_a8154e49cf,OUT,OTHER_R2,LEISURE,2025-05-17,2025-05-30,2,8772.0,True
TRIP_f270c125fa,U_dd2f15c6af,OUT,IN_SG,BUSINESS,2024-08-15,2024-08-27,1,12994.0,True
TRIP_6513ec6266,U_dd2f15c6af,OUT,IN_MU,TRANSIT,2025-07-23,2025-08-03,3,11162.0,True
TRIP_3c6ffeb7dc,U_dd2f15c6af,OUT,IN_NP,VFR,2026-04-18,2026-04-24,4,18407.0,True
TRIP_f6dec6e92d,U_cc62daa716,OUT,IN_LK,EVENT,2025-08-13,2025-08-17,3,3386.0,True
TRIP_8e295cc3c1,U_cc62daa716,OUT,IN_SG,PILGRIMAGE,2025-09-01,2025-09-14,4,19350.0,True
TRIP_8b6819c034,U_9eb22e28a2,OUT,OTHER_R2,VFR,2024-10-01,2024-10-15,4,14982.0,True
TRIP_a9c006b7db,U_d71410e82e,OUT,IN_AE,MEDICAL,2026-05-29,2026-06-10,1,4890.0,True
TRIP_1cc70c667e,U_d71410e82e,OUT,IN_AE,BUSINESS,2024-12-03,2024-12-12,2,18502.0,False
TRIP_042be607b4,U_0b0c623a54,OUT,IN_QA,LEISURE,2025-09-11,2025-09-18,3,7523.0,True
TRIP_aa0da5f4cb,U_0b0c623a54,OUT,IN_SG,EDUCATION,2024-09-13,2024-09-15,4,6407.0,True
TRIP_bae4298c2a,U_6eb4af7405,OUT,OTHER_R2,LEISURE,2024-09-24,2024-09-30,1,11904.0,True
TRIP_b71a045c05,U_27f554f40b,OUT,IN_NP,EDUCATION,2025-06-23,2025-06-27,4,11612.0,True
TRIP_29d077c0a4,U_27f554f40b,OUT,IN_MU,LEISURE,2025-01-10,2025-01-20,2,6478.0,True
TRIP_37ca039817,U_27f554f40b,OUT,IN_LK,EDUCATION,2026-05-18,2026-05-22,1,8580.0,True
TRIP_ceff7af129,U_27f554f40b,OUT,IN_SG,BUSINESS,2025-05-18,2025-06-01,3,24808.0,True
TRIP_b3356fcc6b,U_29a4f62434,OUT,IN_NP,LEISURE,2024-10-03,2024-10-17,4,48157.0,True
TRIP_ed36c3cb41,U_3a63463506,OUT,IN_SG,LEISURE,2026-06-19,2026-06-22,1,2969.0,True
TRIP_14cb42b261,U_48c224c00e,OUT,IN_AE,EVENT,2025-12-02,2025-12-13,3,4631.0,True
TRIP_61531a55e9,U_3ab180a653,OUT,OTHER_R2,VFR,2025-12-09,2025-12-15,1,28626.0,True
TRIP_65f99dd163,U_3ab180a653,OUT,IN_BT,EVENT,2025-06-23,2025-06-25,1,16588.0,True
TRIP_4631b7f7fe,U_0b5b431498,OUT,OTHER_R2,PILGRIMAGE,2025-02-09,2025-02-18,2,21522.0,True
TRIP_eebec6b180,U_8bd3a19e70,OUT,IN_AE,EDUCATION,2024-09-28,2024-09-30,1,3636.0,True
TRIP_228df75e03,U_8bd3a19e70,OUT,IN_SG,PILGRIMAGE,2026-05-19,2026-06-02,2,8263.0,True
TRIP_931c7b170d,U_1731b53bc7,OUT,OTHER_R2,MEDICAL,2026-04-20,2026-05-01,2,12428.0,True
TRIP_40fc3e5418,U_c02413d9fd,OUT,IN_QA,LEISURE,2026-03-19,2026-03-31,2,14810.0,True
TRIP_2bbb683ab4,U_2c40b9399d,OUT,IN_SG,EDUCATION,2024-11-17,2024-11-22,2,8545.0,True
TRIP_80ea624291,U_72b600c63f,OUT,IN_AE,VFR,2025-11-20,2025-12-04,1,11213.0,True
TRIP_b503fc38e4,U_f2bf0789fd,OUT,IN_LK,MEDICAL,2025-11-01,2025-11-06,2,35414.0,True
TRIP_170c3de1da,U_f2bf0789fd,OUT,IN_MU,LEISURE,2025-04-02,2025-04-11,3,2893.0,True
TRIP_8a82eeec11,U_f2bf0789fd,OUT,OTHER_R2,VFR,2025-02-18,2025-02-21,2,22503.0,True
TRIP_f08a361ed3,U_b35e4e2359,OUT,IN_LK,LEISURE,2025-02-20,2025-02-28,1,1034.0,True
TRIP_db8e6ac866,U_b35e4e2359,OUT,IN_AE,BUSINESS,2025-08-15,2025-08-29,1,15971.0,True
TRIP_94122eed27,U_332eb1e3b5,OUT,IN_LK,PILGRIMAGE,2026-06-25,2026-06-27,4,23059.0,True
TRIP_f9d2be1304,U_332eb1e3b5,OUT,IN_BT,EVENT,2025-05-22,2025-05-28,4,11946.0,True
TRIP_991ab31b87,U_9069b14139,OUT,IN_AE,BUSINESS,2025-12-13,2025-12-18,1,6629.0,True
TRIP_a63ca4720a,U_9069b14139,OUT,IN_AE,EDUCATION,2024-12-12,2024-12-22,4,53086.0,True
TRIP_b6f5898438,U_9069b14139,OUT,IN_FR,LEISURE,2026-02-01,2026-02-13,2,16628.0,True
TRIP_addaeec320,U_99ed62df4f,OUT,IN_BT,EVENT,2026-01-18,2026-01-29,1,13182.0,True
TRIP_b0e39d78cf,U_99ed62df4f,OUT,IN_NP,PILGRIMAGE,2024-09-27,2024-09-29,4,17458.0,True
TRIP_5e4afc7ea6,U_515ab22079,OUT,IN_AE,EVENT,2025-05-28,2025-06-06,2,38242.0,True
TRIP_7e841caf81,U_e2cb83f33b,OUT,IN_MU,LEISURE,2024-11-09,2024-11-11,3,1244.0,True
TRIP_33b47f043f,U_78785acf1f,OUT,IN_QA,TRANSIT,2026-06-27,2026-07-05,2,13034.0,True
TRIP_11fcaecb51,U_f3fc43c83a,OUT,IN_NP,EDUCATION,2026-05-02,2026-05-06,3,30566.0,True
TRIP_12c4bb73f6,U_67666f82ef,OUT,IN_QA,LEISURE,2026-01-22,2026-01-25,3,4365.0,True
TRIP_8981c4e10d,U_f5f86811c9,OUT,IN_AE,EDUCATION,2025-07-09,2025-07-16,2,14260.0,True
TRIP_ff93b3ab7f,U_f5f86811c9,OUT,IN_AE,EDUCATION,2025-11-25,2025-12-04,1,8451.0,False
TRIP_5450c4b2e8,U_a6c774e717,OUT,OTHER_R2,BUSINESS,2025-11-16,2025-11-23,4,21833.0,True
TRIP_705fccf124,U_a6c774e717,OUT,IN_AE,LEISURE,2025-01-31,2025-02-09,3,39443.0,True
TRIP_46fc6a4fdb,U_3f17a58a24,OUT,IN_LK,LEISURE,2025-12-12,2025-12-15,4,12758.0,True
TRIP_82d3338824,U_3f17a58a24,OUT,OTHER_R2,PILGRIMAGE,2025-09-29,2025-10-05,2,9015.0,True
TRIP_1c13db2590,U_3f17a58a24,OUT,IN_AE,BUSINESS,2024-10-20,2024-10-22,3,17571.0,True
TRIP_484708965e,U_3f17a58a24,OUT,IN_KH,LEISURE,2025-12-14,2025-12-16,4,5138.0,True
TRIP_61c10dd0ac,U_6739fdd499,OUT,IN_AE,LEISURE,2025-02-10,2025-02-21,1,214904.0,True
TRIP_d738a6d3af,U_6739fdd499,OUT,IN_NP,PILGRIMAGE,2024-10-16,2024-10-24,3,15974.0,True
TRIP_75edca14c8,U_695fbe4ee9,OUT,IN_LK,TRANSIT,2025-02-06,2025-02-19,1,4418.0,True
TRIP_4d8c2543b5,U_695fbe4ee9,OUT,IN_SG,LEISURE,2026-06-24,2026-07-02,2,10685.0,True
TRIP_23b9f32d4e,U_695fbe4ee9,OUT,IN_AE,EVENT,2025-10-04,2025-10-18,2,70356.0,True
TRIP_26fd3c4e50,U_b9da09a6da,OUT,OTHER_R2,VFR,2026-01-26,2026-01-29,3,23078.0,True
TRIP_e21e5a97d5,U_b9da09a6da,OUT,IN_SG,BUSINESS,2024-08-26,2024-08-30,2,25328.0,True
TRIP_ed5ac300cf,U_5962380f57,OUT,IN_SG,LEISURE,2026-04-11,2026-04-23,1,3166.0,True
TRIP_e836051bdc,U_c78d523e04,OUT,IN_BT,LEISURE,2025-08-19,2025-09-02,3,20864.0,True
TRIP_0419bd5b2e,U_224eb2cf0a,OUT,IN_SG,PILGRIMAGE,2025-08-18,2025-08-22,2,24543.0,True
TRIP_77a2b41c9a,U_9dfce82f44,OUT,IN_LK,LEISURE,2025-03-11,2025-03-18,1,5099.0,True
TRIP_03280fc0c0,U_9dfce82f44,OUT,IN_BT,BUSINESS,2026-04-06,2026-04-10,1,24818.0,True
TRIP_0e83b53cec,U_1733dbf206,OUT,OTHER_R2,LEISURE,2025-01-15,2025-01-27,1,11015.0,True
TRIP_885c5d546a,U_92d65d79d7,OUT,IN_LK,LEISURE,2024-09-17,2024-09-26,4,6680.0,True
TRIP_c5de58d321,U_d7c5d5d84a,OUT,OTHER_R2,PILGRIMAGE,2024-12-10,2024-12-19,4,22331.0,True
TRIP_cd583bdda7,U_c71d0297ae,OUT,OTHER_R2,LEISURE,2026-03-24,2026-03-27,3,24827.0,True
TRIP_c998f3042d,U_c71d0297ae,OUT,IN_BT,LEISURE,2025-06-15,2025-06-25,4,11217.0,True
TRIP_d93e1c05b0,U_46417fe600,OUT,OTHER_R2,MEDICAL,2024-09-23,2024-09-28,1,25859.0,True
TRIP_9455ebad8a,U_c86966bcb3,OUT,IN_SG,EDUCATION,2024-11-30,2024-12-08,1,4392.0,True
TRIP_dbe22f8959,U_c86966bcb3,OUT,IN_NP,VFR,2026-02-13,2026-02-22,3,6824.0,True
TRIP_8719dc5dcb,U_dd027b8093,OUT,IN_FR,PILGRIMAGE,2024-10-19,2024-10-21,2,12715.0,True
TRIP_ce90a72c3b,U_dd027b8093,OUT,OTHER_R2,TRANSIT,2025-04-22,2025-05-02,4,14757.0,True
TRIP_3a9f94012a,U_dd027b8093,OUT,IN_NP,LEISURE,2024-11-14,2024-11-26,1,3496.0,True
TRIP_ec6f084cf8,U_046870db27,OUT,IN_MU,LEISURE,2024-09-27,2024-10-10,1,14479.0,True
TRIP_f2ec421ac3,U_556d55df48,OUT,IN_AE,LEISURE,2025-01-23,2025-01-31,1,4766.0,True
TRIP_e934058e2b,U_4e7c23fc45,OUT,IN_AE,BUSINESS,2024-12-31,2025-01-12,2,36425.0,True
TRIP_3d096ee04d,U_4e7c23fc45,OUT,IN_AE,BUSINESS,2025-10-01,2025-10-05,4,11009.0,False
TRIP_035649a079,U_4e7c23fc45,OUT,IN_SG,LEISURE,2026-03-07,2026-03-20,3,49330.0,True
TRIP_031bf61e8f,U_314323475a,OUT,OTHER_R2,EDUCATION,2025-10-24,2025-10-31,2,6532.0,True
TRIP_dc32fc5309,U_314323475a,OUT,OTHER_R2,LEISURE,2024-11-03,2024-11-14,4,6388.0,False
TRIP_c07f469ca8,U_1737f4b29a,OUT,IN_AE,PILGRIMAGE,2024-08-12,2024-08-14,2,18439.0,True
TRIP_55468f88f1,U_1737f4b29a,OUT,IN_AE,VFR,2026-04-21,2026-04-26,1,11310.0,False
TRIP_99c0b45ff7,U_3ffa6d11b1,OUT,IN_NP,LEISURE,2024-12-14,2024-12-19,4,23492.0,True
TRIP_4989183b4a,U_3ffa6d11b1,OUT,IN_AE,EDUCATION,2025-01-22,2025-01-24,2,37244.0,True
TRIP_4466dbed8e,U_3ffa6d11b1,OUT,OTHER_R2,PILGRIMAGE,2025-09-20,2025-10-03,2,7423.0,True
TRIP_529e37fee6,U_c6454a7aa1,OUT,IN_AE,EVENT,2026-05-08,2026-05-11,3,35809.0,True
TRIP_d06a27da5c,U_c6454a7aa1,OUT,IN_QA,BUSINESS,2026-03-22,2026-04-05,1,5060.0,True
TRIP_7ed3968fc7,U_8ea172e002,OUT,OTHER_R2,BUSINESS,2024-11-15,2024-11-26,1,11562.0,True
TRIP_8475567ae5,U_be7dd08bc6,OUT,OTHER_R2,VFR,2025-07-03,2025-07-09,3,7856.0,True
TRIP_66f8ba3e97,U_be7dd08bc6,OUT,IN_SG,BUSINESS,2025-07-14,2025-07-25,4,7235.0,True
TRIP_7e5f87fd63,U_1129112f37,OUT,IN_NP,PILGRIMAGE,2026-02-07,2026-02-16,1,9684.0,True
TRIP_8cc8d66f8e,U_1129112f37,OUT,IN_QA,LEISURE,2025-02-15,2025-02-18,1,86170.0,True
TRIP_2cfffc48b5,U_1129112f37,OUT,OTHER_R2,EVENT,2026-03-14,2026-03-22,1,5139.0,True
TRIP_6674c690a2,U_83b7a92e49,OUT,IN_AE,LEISURE,2025-06-11,2025-06-25,3,1549.0,True
TRIP_4aa6c1920b,U_83b7a92e49,OUT,IN_SG,LEISURE,2025-06-08,2025-06-15,2,6561.0,True
TRIP_54b5b289fe,U_83b7a92e49,OUT,IN_QA,LEISURE,2025-09-27,2025-10-10,3,7530.0,True
TRIP_22c11fd9d5,U_6424306bc8,OUT,IN_AE,LEISURE,2024-10-12,2024-10-14,1,7427.0,True
TRIP_9efe607512,U_6424306bc8,OUT,IN_SG,EDUCATION,2025-02-19,2025-03-04,2,18854.0,True
TRIP_5b60f194c7,U_7616e787de,OUT,OTHER_R2,BUSINESS,2024-11-01,2024-11-13,1,9293.0,True
TRIP_7fd7ed088e,U_b7f74810e2,OUT,OTHER_R2,VFR,2024-12-14,2024-12-18,2,17527.0,True
TRIP_5de921ccfd,U_ba95fbf072,OUT,IN_AE,LEISURE,2025-12-29,2026-01-09,2,8084.0,True
TRIP_75dfb87991,U_ba95fbf072,OUT,IN_SG,LEISURE,2026-06-04,2026-06-12,3,18003.0,True
TRIP_11feafab26,U_c4d67c7189,OUT,IN_AE,LEISURE,2025-02-22,2025-02-27,3,10328.0,True
TRIP_7578aa7860,U_a310fe7a60,OUT,IN_AE,VFR,2025-05-25,2025-06-06,1,35904.0,True
TRIP_7bc1374c9f,U_a310fe7a60,OUT,IN_AE,MEDICAL,2025-01-03,2025-01-07,4,4633.0,False
TRIP_bbec1a9602,U_0290e3548a,OUT,IN_NP,TRANSIT,2026-05-03,2026-05-12,4,12685.0,True
TRIP_8e39ae9dad,U_ec62ed490e,OUT,IN_QA,LEISURE,2024-12-20,2024-12-26,1,7663.0,True
TRIP_9af27f92d3,U_93f204d45a,OUT,OTHER_R2,BUSINESS,2026-03-30,2026-04-08,2,1171.0,True
TRIP_0d91824e96,U_93f204d45a,OUT,IN_AE,BUSINESS,2024-10-29,2024-11-02,2,13813.0,True
TRIP_0ebfa2b096,U_d67bee3804,OUT,IN_QA,MEDICAL,2024-11-19,2024-12-03,3,8256.0,True
TRIP_066a3c2e05,U_03bda01ab9,OUT,IN_NP,LEISURE,2025-04-05,2025-04-12,3,30300.0,True
TRIP_edbeb8d934,U_03bda01ab9,OUT,IN_AE,EDUCATION,2026-06-11,2026-06-19,4,12162.0,True
TRIP_273b82c1dc,U_840284db7c,OUT,IN_FR,LEISURE,2024-08-24,2024-09-04,4,8239.0,True
TRIP_63c083d9d2,U_840284db7c,OUT,IN_AE,PILGRIMAGE,2025-06-29,2025-07-07,3,24102.0,True
TRIP_335f87a2b8,U_fa108db14a,OUT,IN_QA,BUSINESS,2025-10-13,2025-10-27,4,39968.0,True
TRIP_a26410c288,U_fa108db14a,OUT,OTHER_R2,LEISURE,2026-01-30,2026-02-10,4,19617.0,True
TRIP_a0addb3d92,U_84f4263fe1,OUT,IN_AE,EDUCATION,2025-02-27,2025-03-07,2,3846.0,True
TRIP_865b8d0a57,U_70cf5ace1a,OUT,IN_SG,LEISURE,2025-11-20,2025-12-01,3,29343.0,True
TRIP_c784893f04,U_01b00b6efb,OUT,IN_KH,LEISURE,2025-06-25,2025-07-03,4,28357.0,True
TRIP_5335db4f84,U_01b00b6efb,OUT,IN_SG,LEISURE,2024-10-29,2024-11-07,3,2413.0,True
TRIP_15b71951fb,U_01b00b6efb,OUT,IN_NP,LEISURE,2026-04-30,2026-05-10,4,5383.0,True
TRIP_10fad3ae08,U_c9d31d20da,OUT,IN_SG,EDUCATION,2025-06-26,2025-07-03,3,9446.0,True
TRIP_e41c477b04,U_c9d31d20da,OUT,IN_LK,EDUCATION,2024-09-24,2024-09-28,2,31858.0,True
TRIP_95b963cbb9,U_3ea8cb2ebc,OUT,IN_NP,LEISURE,2026-01-04,2026-01-06,1,2606.0,True
TRIP_ada0998494,U_3ea8cb2ebc,OUT,IN_AE,BUSINESS,2024-08-20,2024-08-22,1,13315.0,True
TRIP_6b78ddd9c8,U_3ea8cb2ebc,OUT,IN_SG,VFR,2025-10-04,2025-10-12,1,5155.0,True
TRIP_4feb52d587,U_3ea8cb2ebc,OUT,IN_SG,VFR,2025-04-23,2025-05-02,2,4571.0,False
TRIP_7ffeed7aad,U_3ea8cb2ebc,OUT,IN_QA,BUSINESS,2024-12-16,2024-12-30,4,18257.0,True
TRIP_d5e483bec3,U_73a33759b0,OUT,IN_SG,MEDICAL,2025-11-27,2025-12-11,4,2436.0,True
TRIP_c4378cafa7,U_943eead8ad,OUT,IN_BT,LEISURE,2025-05-10,2025-05-15,2,5313.0,True
TRIP_eadc85a87a,U_943eead8ad,OUT,IN_AE,BUSINESS,2024-12-28,2025-01-04,3,11387.0,True
TRIP_05c0657cf2,U_f54848bde3,OUT,OTHER_R2,BUSINESS,2025-01-24,2025-02-03,1,14350.0,True
TRIP_a6c668361a,U_cb84614af6,OUT,OTHER_R2,MEDICAL,2025-12-25,2026-01-07,4,3895.0,True
TRIP_6c741d70bd,U_cb84614af6,OUT,IN_MU,EDUCATION,2026-06-03,2026-06-16,1,5865.0,True
TRIP_6f65821395,U_cb84614af6,OUT,IN_SG,MEDICAL,2025-10-09,2025-10-11,3,6144.0,True
TRIP_b251f11318,U_cb84614af6,OUT,IN_AE,EDUCATION,2026-05-22,2026-05-31,3,10962.0,True
TRIP_d69fa0ead1,U_613988843b,OUT,IN_AE,LEISURE,2025-06-10,2025-06-19,1,3995.0,True
TRIP_e13edd789b,U_f7c6de5ccf,OUT,IN_NP,VFR,2024-09-11,2024-09-16,3,10754.0,True
TRIP_a4e85f4dbe,U_f7c6de5ccf,OUT,IN_LK,VFR,2024-10-04,2024-10-09,3,18304.0,True
TRIP_eebd582cd5,U_fa3205ce0c,OUT,IN_AE,TRANSIT,2025-04-26,2025-05-09,4,7285.0,True
TRIP_e210bc49a8,U_a44197d1e9,OUT,IN_SG,LEISURE,2025-10-31,2025-11-09,4,22817.0,True
TRIP_26e93c93c1,U_a44197d1e9,OUT,IN_AE,PILGRIMAGE,2024-10-20,2024-10-25,1,5051.0,True
TRIP_b7b0a849c5,U_75eafb82d6,OUT,IN_QA,BUSINESS,2026-02-24,2026-03-08,1,21887.0,True
TRIP_059652f319,U_c9d0dbbbcb,OUT,IN_SG,LEISURE,2026-01-31,2026-02-09,3,72958.0,True
TRIP_2056fa013e,U_9b3270ca6b,OUT,IN_SG,LEISURE,2024-11-19,2024-11-22,2,4049.0,True
TRIP_b178715dbf,U_04fbe818cc,OUT,IN_SG,LEISURE,2024-12-14,2024-12-23,1,14407.0,True
TRIP_bfa3f46b16,U_04fbe818cc,OUT,IN_AE,LEISURE,2024-08-16,2024-08-18,3,39164.0,True
TRIP_eb9771f49a,U_ad611f108c,OUT,OTHER_R2,EDUCATION,2025-07-28,2025-08-07,2,28666.0,True
TRIP_162c4e0d60,U_b7a865f4d5,OUT,OTHER_R2,VFR,2025-03-01,2025-03-15,4,6507.0,True
TRIP_165821bfff,U_1127f4eb69,OUT,IN_NP,VFR,2024-09-08,2024-09-19,3,8147.0,True
TRIP_78b5ef8f04,U_1127f4eb69,OUT,IN_AE,EVENT,2025-09-01,2025-09-04,2,22201.0,True
TRIP_e961745619,U_2d96cef0ff,OUT,OTHER_R2,LEISURE,2024-10-29,2024-11-03,4,29223.0,True
TRIP_ac74c4cb66,U_2d96cef0ff,OUT,IN_NP,LEISURE,2024-09-07,2024-09-17,4,52710.0,True
TRIP_d84ac935a2,U_01b39d8b19,OUT,IN_SG,LEISURE,2024-12-13,2024-12-25,2,34245.0,True
TRIP_91964b86d3,U_01b39d8b19,OUT,OTHER_R2,BUSINESS,2024-09-14,2024-09-26,4,6848.0,True
TRIP_b665209e2d,U_01b39d8b19,OUT,IN_AE,MEDICAL,2024-10-06,2024-10-10,4,21901.0,True
TRIP_eed9b39915,U_01b39d8b19,OUT,IN_AE,LEISURE,2024-12-04,2024-12-17,1,21099.0,True
TRIP_e11933cb25,U_3934aca02c,OUT,OTHER_R2,EDUCATION,2026-05-14,2026-05-18,2,7903.0,True
TRIP_83d7e940e1,U_bca8209783,OUT,IN_SG,VFR,2026-07-05,2026-07-19,3,12658.0,True
TRIP_6b6b36640c,U_bca8209783,OUT,IN_AE,LEISURE,2024-10-08,2024-10-20,3,36952.0,True
TRIP_8d15daed95,U_8d2e888a1f,OUT,IN_QA,VFR,2026-04-24,2026-04-27,2,9527.0,True
TRIP_4402811abf,U_8d2e888a1f,OUT,IN_AE,BUSINESS,2025-11-02,2025-11-15,4,8976.0,True
TRIP_2d6afbb9da,U_f818bec317,OUT,IN_AE,BUSINESS,2026-01-15,2026-01-17,1,9494.0,True
TRIP_4278a961ba,U_374a9a9825,OUT,IN_NP,LEISURE,2025-07-01,2025-07-07,2,5651.0,True
TRIP_0148e7f98f,U_374a9a9825,OUT,OTHER_R2,MEDICAL,2026-03-22,2026-03-31,1,12866.0,True
TRIP_2986325840,U_374a9a9825,OUT,OTHER_R2,VFR,2025-07-16,2025-07-19,4,6057.0,False
TRIP_40b23bfed9,U_476915349b,OUT,IN_AE,VFR,2025-11-07,2025-11-18,2,19736.0,True
TRIP_bd4176b6e4,U_476915349b,OUT,IN_MU,LEISURE,2025-05-14,2025-05-28,2,9559.0,True
TRIP_1999508d81,U_bf67c380de,OUT,OTHER_R2,VFR,2024-10-10,2024-10-15,2,5537.0,True
TRIP_d7aa32be70,U_bf67c380de,OUT,IN_AE,TRANSIT,2025-09-20,2025-09-28,2,1554.0,True
TRIP_869c17bc18,U_7af6d3bd0c,OUT,OTHER_R2,LEISURE,2025-02-26,2025-03-12,2,9202.0,True
TRIP_b17551a9d2,U_7496c8d5d4,OUT,IN_SG,MEDICAL,2025-11-09,2025-11-16,3,17417.0,True
TRIP_ba5ff38f95,U_1543c1889d,OUT,IN_SG,LEISURE,2025-01-10,2025-01-17,3,25606.0,True
TRIP_db2f0bf1f2,U_1543c1889d,OUT,OTHER_R2,TRANSIT,2025-10-13,2025-10-27,2,4147.0,True
TRIP_c6255bb0eb,U_40496fe82b,OUT,IN_SG,EDUCATION,2026-05-18,2026-05-25,3,9900.0,True
TRIP_a7a9f0433f,U_0e039208d4,OUT,IN_AE,TRANSIT,2026-05-05,2026-05-11,4,16842.0,True
TRIP_341fe775a4,U_0e039208d4,OUT,IN_AE,VFR,2025-09-09,2025-09-23,1,6486.0,False
TRIP_2be23f0a7a,U_90a62b6ccc,OUT,IN_LK,BUSINESS,2025-07-10,2025-07-18,3,18197.0,True
TRIP_8071078586,U_094f1a8e42,OUT,IN_BT,LEISURE,2025-03-31,2025-04-09,4,10456.0,True
TRIP_920a9c7c4a,U_60419c5dd0,OUT,IN_LK,MEDICAL,2024-12-17,2024-12-24,4,18154.0,True
TRIP_81db5cf7c1,U_a92497d802,OUT,IN_NP,LEISURE,2025-04-08,2025-04-16,4,45693.0,True
TRIP_ce48762c8a,U_a92497d802,OUT,IN_SG,LEISURE,2026-03-27,2026-04-02,2,32889.0,True
TRIP_56a3b0b9f0,U_a92497d802,OUT,IN_LK,EVENT,2024-10-12,2024-10-16,4,39744.0,True
TRIP_b7e683bfc2,U_a92497d802,OUT,IN_AE,LEISURE,2025-05-31,2025-06-11,1,3946.0,True
TRIP_020025fa8d,U_3215c9b05e,OUT,IN_LK,LEISURE,2025-02-01,2025-02-07,4,3153.0,True
TRIP_cf17041155,U_d0f8557948,OUT,IN_SG,TRANSIT,2025-12-05,2025-12-19,4,5570.0,True
TRIP_912e02fd6d,U_d0f8557948,OUT,IN_AE,VFR,2026-01-16,2026-01-20,3,4695.0,True
TRIP_5d388b3de1,U_4db1cca860,OUT,IN_SG,LEISURE,2026-03-18,2026-03-30,4,7539.0,True
TRIP_b2661e7521,U_0d81eb76ad,OUT,IN_NP,LEISURE,2025-03-04,2025-03-08,4,12046.0,True
TRIP_74f2c982ad,U_4ef2626adb,OUT,IN_QA,LEISURE,2025-04-10,2025-04-17,2,13915.0,True
TRIP_3c2a8d7f3a,U_4ef2626adb,OUT,IN_SG,LEISURE,2026-04-26,2026-05-05,3,6767.0,True
TRIP_5228f5f4fe,U_e34946ae4e,OUT,IN_LK,LEISURE,2025-06-06,2025-06-10,3,11872.0,True
TRIP_68fb728ca1,U_3623bd40ec,OUT,IN_BT,EDUCATION,2025-03-05,2025-03-08,3,4640.0,True
TRIP_a3b39cf687,U_3623bd40ec,OUT,IN_AE,LEISURE,2025-01-31,2025-02-02,4,14452.0,True
TRIP_96c060bcc2,U_9b5ff76dfb,OUT,IN_QA,PILGRIMAGE,2025-08-18,2025-08-23,3,15658.0,True
TRIP_a3cceeba66,U_21a1d26011,OUT,IN_KH,TRANSIT,2025-12-31,2026-01-14,4,3862.0,True
TRIP_e43ac1f96f,U_21a1d26011,OUT,IN_NP,LEISURE,2026-06-14,2026-06-27,2,24392.0,True
TRIP_ec45464fb6,U_d2ca9d877d,OUT,OTHER_R2,LEISURE,2026-04-21,2026-04-23,3,24380.0,True
TRIP_8e02f60001,U_155b33c8f2,OUT,OTHER_R2,MEDICAL,2026-03-26,2026-03-30,2,20947.0,True
TRIP_5679ac5a68,U_155b33c8f2,OUT,IN_AE,MEDICAL,2025-04-06,2025-04-10,3,10475.0,True
TRIP_ce0d7b7447,U_155b33c8f2,OUT,IN_BT,MEDICAL,2025-08-16,2025-08-28,4,5857.0,True
